Date,94 - Water - Eildon Power Station 3-4 - 32.0 - S - 1954-01-01,102 - Water - West Kiewa - 34.0 - S - 1955-01-01,104 - Water - West Kiewa - 57.0 - S - 1956-01-01,113 - Water - Dartmouth - 158.0 - S - 1960-01-01,114 - Water - McKay Creek Power Station - 150.0 - S - 1960-01-01,122 - Water - Murray 1 - 950.0 - S - 1967-01-01,127 - Water - Murray 2 - 552.0 - S - 1969-01-01,129 - Natural Gas Pipeline - Jeeralang A - 220.0 - S - 1978-01-01,130 - Natural Gas Pipeline - Jeeralang B - 240.0 - S - 1979-01-01,131 - Natural Gas Pipeline - Newport - 500.0 - S - 1980-01-01,132 - Brown Coal - Yallourn W - 350.0 - S - 1982-01-01,133 - Brown Coal - Yallourn W - 350.0 - S - 1982-01-01,134 - Brown Coal - Yallourn W - 375.0 - S - 1982-01-01,135 - Brown Coal - Yallourn W - 375.0 - S - 1982-01-01,136 - Brown Coal - Loy Yang A Power Station - 560.0 - S - 1984-01-01,137 - Brown Coal - Loy Yang A Power Station - 530.0 - S - 1986-01-01,138 - Brown Coal - Loy Yang A Power Station - 560.0 - S - 1987-01-01,139 - Brown Coal - Loy Yang A Power Station - 560.0 - S - 1989-01-01,142 - Other - Ballarat Energy Storage System - 30.0 - S - 2019-06-12,148 - Brown Coal - Loy Yang B Power Station - 500.0 - S - 1993-01-01,149 - Brown Coal - Loy Yang B Power Station - 500.0 - S - 1993-01-01,157 - Water - Eildon - 60.0 - S - 1996-01-01,159 - Water - Eildon - 60.0 - S - 1996-01-01,164 - Natural Gas Pipeline - Bairnsdale - 47.0 - S - 2001-01-01,165 - Natural Gas Pipeline - Bairnsdale - 47.0 - S - 2001-01-01,172 - Natural Gas Pipeline - Valley Power - 50.0 - S - 2002-04-01,173 - Natural Gas Pipeline - Valley Power - 50.0 - S - 2002-04-01,174 - Natural Gas Pipeline - Valley Power - 50.0 - S - 2002-04-01,175 - Natural Gas Pipeline - Valley Power - 50.0 - S - 2002-04-01,176 - Natural Gas Pipeline - Valley Power - 50.0 - S - 2002-04-01,177 - Natural Gas Pipeline - Valley Power - 50.0 - S - 2002-04-01,181 - Natural Gas Pipeline - Laverton North - 156.0 - S - 2006-01-01,182 - Natural Gas Pipeline - Laverton North - 156.0 - S - 2006-01-01,187 - Water - Bogong / Mackay - 162.0 - S - 2009-10-05,188 - Water - Bogong / Mackay - 140.0 - S - 2009-10-05,191 - Natural Gas Pipeline - Mortlake - 283.0 - S - 2010-01-01,192 - Natural Gas Pipeline - Mortlake - 283.0 - S - 2010-01-01,236 - Water - Dartmouth - 185.0 - S - 2001-06-20,243 - Natural Gas Pipeline - Somerton - 170.0 - S - 2013-01-01,258 - Natural Gas Pipeline - Jeeralang A - 53.0 - S - 2017-07-01,259 - Natural Gas Pipeline - Jeeralang A - 53.0 - S - 2017-07-01,260 - Natural Gas Pipeline - Jeeralang A - 53.0 - S - 2017-07-01,261 - Natural Gas Pipeline - Jeeralang A - 53.0 - S - 2017-07-01,262 - Natural Gas Pipeline - Jeeralang B - 76.0 - S - 2017-07-01,263 - Natural Gas Pipeline - Jeeralang B - 76.0 - S - 2017-07-01,264 - Natural Gas Pipeline - Jeeralang B - 76.0 - S - 2017-07-01,289 - N/A - Nowingi Solar Storage - Storage - 80.0 - S - 2020-01-02,296 - Natural Gas Pipeline - Mortlake - 200.0 - S - 2020-04-01,300 - Brown Coal - Loy Yang B Upgrade - 80.0 - S - 2020-05-12,333 - Natural Gas Pipeline - Tarrone GT - 550.0 - S - 2022-01-01
2018-01-01,4451.223273351946,4729.424727936454,7928.741455658151,21977.91491217518,20865.109093837258,132145.69092763594,76783.60146532091,2134.3042892857206,2328.3319519480615,4850.691566558461,216360.35964343644,216360.35964343644,231814.67104653927,231814.67104653927,346176.5754294989,327631.4017457754,346176.5754294989,346176.5754294989,0.0,309086.22806205245,309086.22806205245,8346.043637534896,8346.043637534896,455.96500725649594,455.96500725649594,485.06915665584614,485.06915665584614,485.06915665584614,485.06915665584614,485.06915665584614,485.06915665584614,1513.4157687662382,1513.4157687662382,22534.317821344295,19474.101820914777,2745.491426672087,2745.491426672087,25733.63454906595,1649.235132629875,514.1733060551962,514.1733060551962,514.1733060551962,514.1733060551962,737.305118116886,737.305118116886,737.305118116886,0.0,0.0,0.0,0.0
2018-02-01,2974.419540157287,3160.320761417119,5298.184805905166,14686.196479526603,13942.591594487283,88303.0800984195,51308.737067713184,546.9718773455699,596.6965934678939,1243.117903058113,194772.0611226379,194772.0611226379,208684.35120282654,208684.35120282654,311635.29779622064,294940.54969999427,311635.29779622064,311635.29779622064,0.0,278245.80160376837,278245.80160376837,5577.036637794917,5577.036637794917,116.85308288746259,116.85308288746259,124.31179030581126,124.31179030581126,124.31179030581126,124.31179030581126,124.31179030581126,124.31179030581126,387.852785754131,387.852785754131,15057.998922046247,13013.085488188126,703.604733130892,703.604733130892,17195.86296653431,422.6600870397584,131.77049772415995,131.77049772415995,131.77049772415995,131.77049772415995,188.95392126483307,188.95392126483307,188.95392126483307,0.0,0.0,0.0,0.0
2018-03-01,1266.1735868841677,1345.3094360644284,2255.371701637424,6251.732085240585,5935.188688519541,37589.5283606237,21841.494373751888,0.0,0.0,0.0,209582.88591915768,209582.88591915768,224553.09205624048,224553.09205624048,335332.6174706525,317368.3701061532,335332.6174706525,335332.6174706525,0.0,299404.12274165393,299404.12274165393,2374.0754754078143,2374.0754754078143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410.0037836011,5539.509442618237,0.0,0.0,7320.066049174084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,1134.8258036238258,1205.7524163503151,2021.4084627049403,5603.20240539264,5319.495954486686,33690.14104508233,19575.74511251099,0.0,0.0,0.0,203862.32410697662,203862.32410697662,218423.91868604632,218423.91868604632,326179.71857116214,308705.8050762789,326179.71857116214,326179.71857116214,0.0,291231.891581395,291231.891581395,2127.7983817946742,2127.7983817946742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5745.055630845619,4964.8628908542405,0.0,0.0,6560.711677200245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,3234.3269700377664,3436.4724056651276,5761.144915379762,15969.48941456145,15160.907672052024,96019.081922996,55792.14023315146,0.0,0.0,0.0,218814.3890067206,218814.3890067206,234443.9882214864,234443.9882214864,350103.0224107522,331347.5033530338,350103.0224107522,350103.0224107522,0.0,312591.9842953149,312591.9842953149,6064.3630688208,6064.3630688208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16373.780285816176,14150.180493915223,0.0,0.0,18698.452795530837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,5887.4960197652445,6255.4645210005765,10487.102285206849,29069.511597590907,27597.6375926496,174785.038086781,101559.30634095044,34.59817157186127,37.74345989657594,78.63220811786654,218855.57589957866,218855.57589957866,234488.11703526284,234488.11703526284,350168.9214393259,331409.8720765047,350168.9214393259,350168.9214393259,0.0,312650.8227136837,312650.8227136837,11039.05503705985,11039.05503705985,7.391427563079454,7.391427563079454,7.863220811786653,7.863220811786653,7.863220811786653,7.863220811786653,7.863220811786653,7.863220811786653,24.53324893277436,24.53324893277436,29805.448600061583,25757.79508647294,44.505829794712454,44.505829794712454,34037.08636426779,26.734950760074618,8.335014060493853,8.335014060493853,8.335014060493853,8.335014060493853,11.952095633915715,11.952095633915715,11.952095633915715,0.0,0.0,0.0,0.0
2018-07-01,5242.769441773181,5570.4425318839885,9338.683068158452,25886.17411875506,24575.481758311747,155644.71780264116,90437.77287058729,1.665700230340489,1.8171275240078064,3.78568234168293,223785.35806831985,223785.35806831985,239770.02650177118,239770.02650177118,358056.5729093119,338874.97078917036,358056.5729093119,358056.5729093119,0.0,319693.3686690284,319693.3686690284,9830.192703324705,9830.192703324705,0.3558541401181954,0.3558541401181954,0.378568234168293,0.378568234168293,0.378568234168293,0.378568234168293,0.378568234168293,0.378568234168293,1.181132890605074,1.181132890605074,26541.520298976655,22937.116307757657,2.1426962053925385,2.1426962053925385,30309.760835251167,1.2871319961721963,0.4012823282183906,0.4012823282183906,0.4012823282183906,0.4012823282183906,0.5754237159358053,0.5754237159358053,0.5754237159358053,0.0,0.0,0.0,0.0
2018-08-01,4169.085269947847,4429.653099319587,7426.183137094603,20584.858520367492,19542.587202880528,123769.71895157671,71916.72090660034,0.0,0.0,0.0,221452.0541038014,221452.0541038014,237270.05796835833,237270.05796835833,354323.286566082,335341.6819286131,354323.286566082,354323.286566082,0.0,316360.0772911449,316360.0772911449,7817.034881152209,7817.034881152209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21105.99417911098,18239.748056021803,0.0,0.0,24102.524216885984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,1428.113912338596,1517.371031859758,2543.827906353125,7051.3124421718185,6694.283964087161,42397.13177255201,24634.96498784077,0.0,0.0,0.0,205111.82324124314,205111.82324124314,219762.6677584749,219762.6677584749,328178.91718598903,310597.9037653109,328178.91718598903,328178.91718598903,0.0,293016.8903446329,293016.8903446329,2677.7135856348664,2677.7135856348664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7229.826681214136,6247.998366481349,0.0,0.0,8256.283555707512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,273.67121196884676,290.7756627168996,487.47684631950796,1351.25160909618,1282.8338061039683,8124.614105325133,4720.828406462606,0.0,0.0,0.0,199784.2039947075,199784.2039947075,214054.50428004356,214054.50428004356,319654.72639153164,302530.3660491283,319654.72639153164,319654.72639153164,0.0,285406.0057067245,285406.0057067245,513.1335224415874,513.1335224415874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.4605105922851,1197.3115523637048,0.0,0.0,1582.1616941948935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
