Time (Month),Consumption (KWh) per household,Avg Tariff (c/KWh) per household,Primary Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households),Percentage Renewable Production,System Production Primary Spot,System Production Secondary Spot,System Production Off Spot,System Production Rooftop PV,System Production Coal,System Production Water,System Production Wind,System Production Gas,System Production Solar,System Production Battery,Number of Active Actors,Primary Total Unmet Demand (MWh),Primary Total Unmet Demand (Hours),Primary Total Unmet Demand (Days),Primary Max Unmet Demand Per Hour (MWh),Secondary Total Unmet Demand (MWh),Secondary Total Unmet Demand (Hours),Secondary Total Unmet Demand (Days),Secondary Max Unmet Demand Per Hour (MWh)
1998-01-01,610.093185430031,26.676000595092773,0.0,0.7772629725256107,1637917.0,0.019036668327859402,0.0,0.0,0.0,0.0,3267.53,63.41,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-02-01,625.7827702752132,26.676000595092773,0.0,0.797251372941219,1640328.0,0.01903771009723436,0.0,0.0,0.0,0.0,3356.4900000000002,65.14,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-03-01,612.5921403217432,26.676000595092773,0.0,0.7804374141656674,1642739.0,0.019037511589152255,0.0,0.0,0.0,0.0,3290.5699999999997,63.86,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-04-01,584.3722456918822,26.676000595092773,0.0,0.7444807145810866,1645150.0,0.019038257504836797,0.0,0.0,0.0,0.0,3143.5899999999997,61.01,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-05-01,606.8971042650318,26.676000595092773,0.0,0.7731751544792669,1647561.0,0.019036903690369037,0.0,0.0,0.0,0.0,3269.55,63.45,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-06-01,608.6066915074922,26.676000595092773,0.0,0.7753584280848335,1649972.0,0.019036351903635187,0.0,0.0,0.0,0.0,3283.5600000000004,63.72,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-07-01,636.8384327362361,26.676000595092773,0.0,0.8066502080714958,1652383.0,0.019038278971511002,0.0,0.0,0.0,0.0,3440.89,66.78,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-08-01,636.8424105961226,26.676000595092773,0.0,0.8066752472462361,1654794.0,0.019036042370637753,0.0,0.0,0.0,0.0,3445.94,66.87,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-09-01,596.3957386080781,26.676000595092773,0.0,0.7554239244566273,1657205.0,0.019037790256488087,0.0,0.0,0.0,0.0,3231.78,62.72,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-10-01,594.3670101999498,26.676000595092773,0.0,0.7528538602623923,1659616.0,0.019038524119012065,0.0,0.0,0.0,0.0,3225.4700000000003,62.6,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-11-01,568.6387766263725,26.676000595092773,0.0,0.7202822323952532,1662027.0,0.019036221832137153,0.0,0.0,0.0,0.0,3090.34,59.97,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998-12-01,593.1948201134558,26.676000595092773,0.0,0.75138170376178,1664438.0,0.019036072826271906,0.0,0.0,0.0,0.0,3228.47,62.65,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-01-01,605.3940066592675,23.351999282836914,11.314876556396484,0.7821882285665479,1666850.0,0.01201081178691272,3325630.4730548314,0.0,37689.55199999994,0.0,3306707.0518667293,40346.501523529994,0.0,12128.343664571285,0.0,0.0,12.0,349.97103891761617,3.0,1.0,184.6858821444116,0.0,0.0,0.0,0.0
1999-02-01,633.7672778552904,23.351999282836914,29.625320434570312,0.8008131151085286,1669261.0,0.03104555179738443,3458633.7148568714,0.0,34042.17600000003,0.0,3349845.6789624346,108316.0124397596,0.0,30776.535454677192,0.0,0.0,12.0,33734.073791562434,65.0,9.0,1339.6796252918161,0.0,0.0,0.0,0.0
