Time (Month),Consumption (KWh) per household,Avg Tariff (c/KWh) per household,Primary Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households),Percentage Renewable Production,System Production Primary Spot,System Production Secondary Spot,System Production Off Spot,System Production Rooftop PV,System Production Coal,System Production Water,System Production Wind,System Production Gas,System Production Solar,System Production Battery,Number of Active Actors,Primary Total Unmet Demand (MWh),Primary Total Unmet Demand (Hours),Primary Total Unmet Demand (Days),Primary Max Unmet Demand Per Hour (MWh),Secondary Total Unmet Demand (MWh),Secondary Total Unmet Demand (Hours),Secondary Total Unmet Demand (Days),Secondary Max Unmet Demand Per Hour (MWh)
2028-11-01,319.2860870287994,8.43065357208252,15.440672874450684,0.3170796542590809,3091942.0,0.25726017932596573,2501127.0768431677,0.0,607986.3400066188,426272.55820791825,2360968.522761616,146292.51988353455,86193.11238053972,12966.665017478881,17200.87104217467,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-12-01,335.37744684836565,8.43065357208252,88.47801208496094,0.3222832361778905,3096330.0,0.28060228053005865,2577706.3412861624,0.0,676026.8545604456,486086.4611268509,2387443.3020992833,154986.94444018952,123513.80846304285,20363.32092364678,19594.831380609874,0.0,194.0,3802.1798014947785,9.0,3.0,1093.032750953007,0.0,0.0,0.0,0.0
2029-01-01,372.2815587992466,8.5684175491333,128.56517028808594,0.322886432642764,3100720.0,0.3705876621791083,2867261.7869272893,0.0,734911.9979372341,546897.9084395833,2381915.3491341104,283652.21011521824,282523.21043748787,27693.912820516256,22012.87686393086,0.0,194.0,5171.5831249397925,13.0,4.0,1234.0231989570693,0.0,0.0,0.0,0.0
2029-02-01,320.14546675993233,8.5684175491333,96.13356018066406,0.29534752280520987,3105108.0,0.3311604183825728,2557035.7689551655,0.0,573404.9202609144,408088.11178117275,2204687.259007723,246497.69391504838,183847.34632879088,19705.59002360145,16425.722627626084,0.0,194.0,3246.345986183408,10.0,2.0,998.4267424721056,0.0,0.0,0.0,0.0
2029-03-01,355.4097673706607,8.5684175491333,111.42268371582031,0.3361932192373155,3109496.0,0.32082210965803626,2982911.381097343,0.0,537618.7027822278,359088.6814492491,2542595.4684743155,311715.2102530743,214574.9037236381,22148.753286315135,14409.878147649953,0.0,194.0,4728.555005792186,11.0,3.0,1208.8964783423953,0.0,0.0,0.0,0.0
2029-04-01,319.9173443840554,8.5684175491333,18.577089309692383,0.3218807542639636,3113884.0,0.27346610701637986,2804906.8397984398,0.0,412188.37025541643,244159.9580967442,2475569.3553164415,260851.8974256839,160900.9156563137,12613.685910000011,9783.146163125552,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029-05-01,362.2068969608809,8.5684175491333,28.401132583618164,0.3470118471598441,3118272.0,0.32430216875882556,3348618.6798312683,0.0,340832.35184331745,171306.53629399274,2702270.8441120638,386941.89808668173,352331.2414656016,15452.386331996295,6853.6911175351825,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029-06-01,380.75518948588706,8.5684175491333,75.40229797363281,0.3410269550589773,3122660.0,0.3769732032096096,3630723.803644697,0.0,280202.5841374265,118404.03090583924,2671858.7276262855,474480.8479015166,561368.0261970317,27792.42859887958,4737.149394816093,0.0,194.0,178.66725959504492,6.0,3.0,50.32286304505442,0.0,0.0,0.0,0.0
2029-07-01,390.7980865659881,8.5684175491333,31.955556869506836,0.35048506525053036,3127048.0,0.37691284953916887,3717598.4041174273,0.0,298386.7287857646,130801.37108664888,2752161.0583771616,483586.75796738494,572400.2996395039,17829.742773375325,5225.289591501386,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029-08-01,386.9533418533861,8.5684175491333,31.106515884399414,0.34480311936265423,3131436.0,0.377772625190133,3565110.5855381056,0.0,381652.9698977571,210298.27252429322,2686709.3405930065,455978.025267085,511971.0698225067,18831.604495509226,8388.459808807895,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
