region,year,category,subcategory,scenario,annual_consumption
NEM,2023,Losses,Distribution losses,Step change,6646.114
NEM,2023,Losses,Transmission losses,Central,4437.3535
NEM,2023,Losses,Transmission losses,Fast change,4357.814
NEM,2023,Losses,Transmission losses,High DER,4326.408
NEM,2023,Losses,Transmission losses,Slow change,4246.2607
NEM,2023,Losses,Transmission losses,Step change,4391.66
NEM,2023,Native,Native,Central,185526.02
NEM,2023,Native,Native,Fast change,182624.06
NEM,2023,Native,Native,High DER,181284.27
NEM,2023,Native,Native,Slow change,177464.08
NEM,2023,Native,Native,Step change,184245.97
NEM,2023,Operational,,Central,178927.28
NEM,2023,Operational,,Fast change,175756.1
NEM,2023,Operational,,High DER,174411.58
NEM,2023,Operational,,Slow change,171451.45
NEM,2023,Operational,,Step change,177115.78
NEM,2023,PriceImpact,,Central,1222.7408
NEM,2023,PriceImpact,,Fast change,1222.7408
NEM,2023,PriceImpact,,High DER,1222.7408
NEM,2023,PriceImpact,,Slow change,2109.4995
NEM,2023,PriceImpact,,Step change,537.86053
NEM,2023,Residential,Res grid demand,Central,44712.633
NEM,2023,Residential,Res grid demand,Fast change,42502.977
NEM,2023,Residential,Res grid demand,High DER,43128.668
NEM,2023,Residential,Res grid demand,Slow change,45853.316
NEM,2023,Residential,Res grid demand,Step change,41884.984
NEM,2023,Residential,Residential SNSG offset,Central,-1729.5878
NEM,2023,Residential,Residential SNSG offset,Fast change,-1743.7167
NEM,2023,Residential,Residential SNSG offset,High DER,-1799.4386
NEM,2023,Residential,Residential SNSG offset,Slow change,-1693.1615
NEM,2023,Residential,Residential SNSG offset,Step change,-1770.6554
NEM,2023,RooftopPV,Business,Central,3125.5283
NEM,2023,RooftopPV,Business,Fast change,3767.5786
NEM,2023,RooftopPV,Business,High DER,5632.4897
NEM,2023,RooftopPV,Business,Slow change,2581.3987
NEM,2023,RooftopPV,Business,Step change,4280.509
NEM,2023,RooftopPV,Residential,Central,11723.792
NEM,2023,RooftopPV,Residential,Fast change,14485.46
NEM,2023,RooftopPV,Residential,High DER,13704.063
NEM,2023,RooftopPV,Residential,Slow change,9328.322
NEM,2023,RooftopPV,Residential,Step change,16124.572
NEM,2023,SmallNonScheduledGeneration,ONSG generation,Central,5062.6167
NEM,2023,SmallNonScheduledGeneration,ONSG generation,Fast change,5062.6167
NEM,2023,SmallNonScheduledGeneration,ONSG generation,High DER,5062.6167
NEM,2023,SmallNonScheduledGeneration,ONSG generation,Slow change,4811.742
NEM,2023,SmallNonScheduledGeneration,ONSG generation,Step change,5324.0312
NEM,2023,SmallNonScheduledGeneration,PVNSG generation,Central,1536.117
NEM,2023,SmallNonScheduledGeneration,PVNSG generation,Fast change,1805.3564
NEM,2023,SmallNonScheduledGeneration,PVNSG generation,High DER,1810.0681
NEM,2023,SmallNonScheduledGeneration,PVNSG generation,Slow change,1200.8676
NEM,2023,SmallNonScheduledGeneration,PVNSG generation,Step change,1806.1619
NSW,2023,AuxiliaryLoads,,Central,2754.657
NSW,2023,AuxiliaryLoads,,Slow change,2814.3884
NSW,2023,AuxiliaryLoads,,Step change,2534.6248
NSW,2023,Business,Business SNSG offset,Central,-1571.0657
NSW,2023,Business,Business SNSG offset,Fast change,-1688.9878
NSW,2023,Business,Business SNSG offset,High DER,-1757.5795
NSW,2023,Business,Business SNSG offset,Slow change,-1445.7241
NSW,2023,Business,Business SNSG offset,Step change,-1762.5831
NSW,2023,Business,Large industrial loads,Central,14094.125
NSW,2023,Business,Large industrial loads,Fast change,14094.125
NSW,2023,Business,Large industrial loads,High DER,14094.125
NSW,2023,Business,Large industrial loads,Slow change,13482.258
NSW,2023,Business,Large industrial loads,Step change,14129.79
NSW,2023,Business,Small to medium enterprises,Central,29801.947
NSW,2023,Business,Small to medium enterprises,Fast change,29639.28
NSW,2023,Business,Small to medium enterprises,High DER,29019.035
NSW,2023,Business,Small to medium enterprises,Slow change,29141.451
NSW,2023,Business,Small to medium enterprises,Step change,30244.072
NSW,2023,ElectricVehicles,EV Load,Central,42.351086
NSW,2023,ElectricVehicles,EV Load,Fast change,116.03441
NSW,2023,ElectricVehicles,EV Load,High DER,116.03441
NSW,2023,ElectricVehicles,EV Load,Slow change,20.87745
NSW,2023,ElectricVehicles,EV Load,Step change,209.797
NSW,2023,EnergyEfficiency,Business,Central,2992.5837
NSW,2023,EnergyEfficiency,Business,Fast change,2992.5837
NSW,2023,EnergyEfficiency,Business,High DER,2992.5837
NSW,2023,EnergyEfficiency,Business,Slow change,2794.8374
NSW,2023,EnergyEfficiency,Business,Step change,3321.0042
NSW,2023,EnergyEfficiency,Residential,Central,1050.7676
NSW,2023,EnergyEfficiency,Residential,Fast change,1050.7676
NSW,2023,EnergyEfficiency,Residential,High DER,1050.7676
NSW,2023,EnergyEfficiency,Residential,Slow change,984.44586
NSW,2023,EnergyEfficiency,Residential,Step change,1154.2913
NSW,2023,Losses,Distribution losses,Central,2515.0325
NSW,2023,Losses,Distribution losses,Fast change,2476.2344
NSW,2023,Losses,Distribution losses,High DER,2425.0845
NSW,2023,Losses,Distribution losses,Slow change,2504.4568
NSW,2023,Losses,Distribution losses,Step change,2500.741
NSW,2023,Losses,Transmission losses,Central,1477.2277
NSW,2023,Losses,Transmission losses,Fast change,1456.4414
NSW,2023,Losses,Transmission losses,High DER,1429.834
NSW,2023,Losses,Transmission losses,Slow change,1456.9904
NSW,2023,Losses,Transmission losses,Step change,1471.22
NSW,2023,Native,Native,Central,66721.92
NSW,2023,Native,Native,Fast change,65961.69
NSW,2023,Native,Native,High DER,64892.266
NSW,2023,Native,Native,Slow change,65689.055
NSW,2023,Native,Native,Step change,66697.6
NSW,2023,Operational,,Central,64478.305
NSW,2023,Operational,,Fast change,63570.605
NSW,2023,Operational,,High DER,62408.707
NSW,2023,Operational,,Slow change,63596.07
NSW,2023,Operational,,Step change,64214.4
NSW,2023,PriceImpact,,Central,279.98248
NSW,2023,PriceImpact,,Fast change,279.98248
NSW,2023,PriceImpact,,High DER,279.98248
NSW,2023,PriceImpact,,Slow change,594.0407
NSW,2023,PriceImpact,,Step change,109.54992
NSW,2023,Residential,Res grid demand,Central,18791.234
NSW,2023,Residential,Res grid demand,Fast change,18179.576
NSW,2023,Residential,Res grid demand,High DER,17808.152
NSW,2023,Residential,Res grid demand,Slow change,19083.023
NSW,2023,Residential,Res grid demand,Step change,18141.984
NSW,2023,Residential,Residential SNSG offset,Central,-672.5491
NSW,2023,Residential,Residential SNSG offset,Fast change,-702.09674
NSW,2023,Residential,Residential SNSG offset,High DER,-725.9789
NSW,2023,Residential,Residential SNSG offset,Slow change,-647.26385
NSW,2023,Residential,Residential SNSG offset,Step change,-720.6214
NSW,2023,RooftopPV,Business,Central,1018.2095
NSW,2023,RooftopPV,Business,Fast change,1180.8771
NSW,2023,RooftopPV,Business,High DER,1801.1213
NSW,2023,RooftopPV,Business,Slow change,862.8326
NSW,2023,RooftopPV,Business,Step change,1362.867
NSW,2023,RooftopPV,Residential,Central,2978.1807
NSW,2023,RooftopPV,Residential,Fast change,3742.4756
NSW,2023,RooftopPV,Residential,High DER,4206.7266
NSW,2023,RooftopPV,Residential,Slow change,2258.8904
NSW,2023,RooftopPV,Residential,Step change,4104.885
NSW,2023,SmallNonScheduledGeneration,ONSG generation,Central,1740.1981
NSW,2023,SmallNonScheduledGeneration,ONSG generation,Fast change,1740.1981
NSW,2023,SmallNonScheduledGeneration,ONSG generation,High DER,1740.1981
NSW,2023,SmallNonScheduledGeneration,ONSG generation,Slow change,1652.1552
NSW,2023,SmallNonScheduledGeneration,ONSG generation,Step change,1832.1357
SA,2023,AuxiliaryLoads,,Step change,344.8928
NSW,2023,SmallNonScheduledGeneration,PVNSG generation,Central,503.4167
NSW,2023,SmallNonScheduledGeneration,PVNSG generation,Fast change,650.8865
NSW,2023,SmallNonScheduledGeneration,PVNSG generation,High DER,743.36017
NSW,2023,SmallNonScheduledGeneration,PVNSG generation,Slow change,440.83282
NSW,2023,SmallNonScheduledGeneration,PVNSG generation,Step change,651.0687
QLD,2023,AuxiliaryLoads,,Central,3566.839
QLD,2023,AuxiliaryLoads,,Slow change,3682.8215
QLD,2023,AuxiliaryLoads,,Step change,3160.884
QLD,2023,Business,Business SNSG offset,Central,-1767.4286
QLD,2023,Business,Business SNSG offset,Fast change,-1796.207
QLD,2023,Business,Business SNSG offset,High DER,-1719.1954
QLD,2023,Business,Business SNSG offset,Slow change,-1522.6401
QLD,2023,Business,Business SNSG offset,Step change,-1884.6638
QLD,2023,Business,CSG,Central,6562.0195
QLD,2023,Business,CSG,Fast change,6562.0195
QLD,2023,Business,CSG,High DER,6562.0195
QLD,2023,Business,CSG,Slow change,5784.2456
QLD,2023,Business,CSG,Step change,6929.413
QLD,2023,Business,Large industrial loads,Central,13026.674
QLD,2023,Business,Large industrial loads,Fast change,13026.674
QLD,2023,Business,Large industrial loads,High DER,13026.674
QLD,2023,Business,Large industrial loads,Slow change,12819.972
QLD,2023,Business,Large industrial loads,Step change,13229.145
QLD,2023,Business,Small to medium enterprises,Central,20389.004
QLD,2023,Business,Small to medium enterprises,Fast change,20135.87
QLD,2023,Business,Small to medium enterprises,High DER,19385.725
QLD,2023,Business,Small to medium enterprises,Slow change,19376.73
QLD,2023,Business,Small to medium enterprises,Step change,20423.309
QLD,2023,ElectricVehicles,EV Load,Central,24.509464
QLD,2023,ElectricVehicles,EV Load,Fast change,64.89113
QLD,2023,ElectricVehicles,EV Load,High DER,64.89113
QLD,2023,ElectricVehicles,EV Load,Slow change,10.728881
QLD,2023,ElectricVehicles,EV Load,Step change,129.14798
QLD,2023,EnergyEfficiency,Business,Central,1086.0138
QLD,2023,EnergyEfficiency,Business,Fast change,1086.0138
QLD,2023,EnergyEfficiency,Business,High DER,1086.0138
QLD,2023,EnergyEfficiency,Business,Slow change,922.1229
QLD,2023,EnergyEfficiency,Business,Step change,1342.8671
QLD,2023,EnergyEfficiency,Residential,Central,566.89343
QLD,2023,EnergyEfficiency,Residential,Fast change,566.89343
QLD,2023,EnergyEfficiency,Residential,High DER,566.89343
QLD,2023,EnergyEfficiency,Residential,Slow change,534.5552
QLD,2023,EnergyEfficiency,Residential,Step change,629.2909
QLD,2023,Losses,Distribution losses,Central,1608.1617
QLD,2023,Losses,Distribution losses,Fast change,1558.9333
QLD,2023,Losses,Distribution losses,High DER,1560.6915
QLD,2023,Losses,Distribution losses,Slow change,1584.5679
QLD,2023,Losses,Distribution losses,Step change,1556.4312
QLD,2023,Losses,Transmission losses,Central,1311.5914
QLD,2023,Losses,Transmission losses,Fast change,1284.4684
QLD,2023,Losses,Transmission losses,High DER,1285.8578
QLD,2023,Losses,Transmission losses,Slow change,1278.5869
QLD,2023,Losses,Transmission losses,Step change,1297.0594
QLD,2023,Native,Native,Central,53171.37
QLD,2023,Native,Native,Fast change,52119.79
QLD,2023,Native,Native,High DER,52125.973
QLD,2023,Native,Native,Slow change,51613.754
QLD,2023,Native,Native,Step change,52693.312
QLD,2023,Operational,,Central,50861.832
QLD,2023,Operational,,Fast change,49809.734
QLD,2023,Operational,,High DER,49863.63
QLD,2023,Operational,,Slow change,49582.305
QLD,2023,Operational,,Step change,50297.402
QLD,2023,PriceImpact,,Central,205.17561
QLD,2023,PriceImpact,,Fast change,205.17561
QLD,2023,PriceImpact,,High DER,205.17561
QLD,2023,PriceImpact,,Slow change,301.40665
QLD,2023,PriceImpact,,Step change,85.46954
QLD,2023,Residential,Res grid demand,Central,10249.414
QLD,2023,Residential,Res grid demand,Fast change,9486.935
QLD,2023,Residential,Res grid demand,High DER,10240.118
QLD,2023,Residential,Res grid demand,Slow change,10758.923
QLD,2023,Residential,Res grid demand,Step change,9128.806
QLD,2023,Residential,Residential SNSG offset,Central,-542.114
QLD,2023,Residential,Residential SNSG offset,Fast change,-513.8478
QLD,2023,Residential,Residential SNSG offset,High DER,-543.1491
QLD,2023,Residential,Residential SNSG offset,Slow change,-508.8089
QLD,2023,Residential,Residential SNSG offset,Step change,-511.2474
QLD,2023,RooftopPV,Business,Central,907.8261
QLD,2023,RooftopPV,Business,Fast change,1160.9602
QLD,2023,RooftopPV,Business,High DER,1911.1062
QLD,2023,RooftopPV,Business,Slow change,705.0342
QLD,2023,RooftopPV,Business,Step change,1311.2268
QLD,2023,RooftopPV,Residential,Central,4526.1196
QLD,2023,RooftopPV,Residential,Fast change,5479.7173
QLD,2023,RooftopPV,Residential,High DER,4538.12
QLD,2023,RooftopPV,Residential,Slow change,3633.7356
QLD,2023,RooftopPV,Residential,Step change,6163.0454
QLD,2023,SmallNonScheduledGeneration,ONSG generation,Central,1676.4425
QLD,2023,SmallNonScheduledGeneration,ONSG generation,Fast change,1676.4425
QLD,2023,SmallNonScheduledGeneration,ONSG generation,High DER,1676.4425
QLD,2023,SmallNonScheduledGeneration,ONSG generation,Slow change,1594.2802
QLD,2023,SmallNonScheduledGeneration,ONSG generation,Step change,1761.958
QLD,2023,SmallNonScheduledGeneration,PVNSG generation,Central,633.10004
QLD,2023,SmallNonScheduledGeneration,PVNSG generation,Fast change,633.6123
QLD,2023,SmallNonScheduledGeneration,PVNSG generation,High DER,585.9019
QLD,2023,SmallNonScheduledGeneration,PVNSG generation,Slow change,437.1688
QLD,2023,SmallNonScheduledGeneration,PVNSG generation,Step change,633.95325
SA,2023,AuxiliaryLoads,,Central,319.18167
SA,2023,AuxiliaryLoads,,Slow change,355.02386
SA,2023,Business,Business SNSG offset,Central,-164.36987
SA,2023,Business,Business SNSG offset,Fast change,-222.1928
SA,2023,Business,Business SNSG offset,High DER,-206.64162
SA,2023,Business,Business SNSG offset,Slow change,-130.65793
SA,2023,Business,Business SNSG offset,Step change,-228.3444
SA,2023,Business,Large industrial loads,Central,3244.1833
SA,2023,Business,Large industrial loads,Fast change,3244.1833
SA,2023,Business,Large industrial loads,High DER,3244.1833
SA,2023,Business,Large industrial loads,Slow change,3196.4033
SA,2023,Business,Large industrial loads,Step change,3258.5825
SA,2023,Business,Small to medium enterprises,Central,5695.6562
SA,2023,Business,Small to medium enterprises,Fast change,5599.6587
SA,2023,Business,Small to medium enterprises,High DER,5405.2183
SA,2023,Business,Small to medium enterprises,Slow change,5657.49
SA,2023,Business,Small to medium enterprises,Step change,5582.9727
SA,2023,ElectricVehicles,EV Load,Central,9.001377
SA,2023,ElectricVehicles,EV Load,Fast change,19.449419
SA,2023,ElectricVehicles,EV Load,High DER,19.449419
SA,2023,ElectricVehicles,EV Load,Slow change,4.0519376
SA,2023,ElectricVehicles,EV Load,Step change,36.135963
SA,2023,EnergyEfficiency,Business,Central,203.04698
SA,2023,EnergyEfficiency,Business,Fast change,203.04698
SA,2023,EnergyEfficiency,Business,High DER,203.04698
SA,2023,EnergyEfficiency,Business,Slow change,169.81094
SA,2023,EnergyEfficiency,Business,Step change,269.53964
SA,2023,EnergyEfficiency,Residential,Central,226.4976
SA,2023,EnergyEfficiency,Residential,Fast change,226.4976
SA,2023,EnergyEfficiency,Residential,High DER,226.4976
SA,2023,EnergyEfficiency,Residential,Slow change,215.30548
SA,2023,EnergyEfficiency,Residential,Step change,250.90375
SA,2023,Losses,Distribution losses,Central,649.6672
SA,2023,Losses,Distribution losses,Fast change,625.68195
SA,2023,Losses,Distribution losses,High DER,592.6634
SA,2023,Losses,Distribution losses,Slow change,655.0537
SA,2023,Losses,Distribution losses,Step change,615.58026
SA,2023,Losses,Transmission losses,Central,334.1648
SA,2023,Losses,Transmission losses,Fast change,323.69998
SA,2023,Losses,Transmission losses,High DER,310.43027
SA,2023,Losses,Transmission losses,Slow change,336.4483
SA,2023,Losses,Transmission losses,Step change,319.7977
SA,2023,Native,Native,Central,12983.565
SA,2023,Native,Native,Fast change,12657.063
SA,2023,Native,Native,High DER,12124.2
SA,2023,Native,Native,Slow change,13027.88
SA,2023,Native,Native,Step change,12512.423
SA,2023,Operational,,Central,12763.102
SA,2023,Operational,,Fast change,12363.408
SA,2023,Operational,,High DER,11856.583
SA,2023,Operational,,Slow change,12850.318
SA,2023,Operational,,Step change,12214.364
SA,2023,PriceImpact,,Central,125.90919
SA,2023,PriceImpact,,Fast change,125.90919
SA,2023,PriceImpact,,High DER,125.90919
SA,2023,PriceImpact,,Slow change,215.94614
SA,2023,PriceImpact,,Step change,56.391083
SA,2023,Residential,Res grid demand,Central,3050.892
SA,2023,Residential,Res grid demand,Fast change,2844.3896
SA,2023,Residential,Res grid demand,High DER,2552.2566
SA,2023,Residential,Res grid demand,Slow change,3178.433
SA,2023,Residential,Res grid demand,Step change,2699.3538
SA,2023,Residential,Residential SNSG offset,Central,-56.094383
SA,2023,Residential,Residential SNSG offset,Fast change,-71.46248
SA,2023,Residential,Residential SNSG offset,High DER,-60.9756
SA,2023,Residential,Residential SNSG offset,Slow change,-46.904507
SA,2023,Residential,Residential SNSG offset,Step change,-69.71425
SA,2023,RooftopPV,Business,Central,438.43832
SA,2023,RooftopPV,Business,Fast change,534.4359
SA,2023,RooftopPV,Business,High DER,728.87634
SA,2023,RooftopPV,Business,Slow change,382.16278
SA,2023,RooftopPV,Business,Step change,591.1334
SA,2023,RooftopPV,Residential,Central,1418.8845
SA,2023,RooftopPV,Residential,Fast change,1676.8674
SA,2023,RooftopPV,Residential,High DER,2042.2189
SA,2023,RooftopPV,Residential,Slow change,1196.3635
SA,2023,RooftopPV,Residential,Step change,1904.9667
SA,2023,SmallNonScheduledGeneration,ONSG generation,Central,85.28283
SA,2023,SmallNonScheduledGeneration,ONSG generation,Fast change,85.28283
SA,2023,SmallNonScheduledGeneration,ONSG generation,High DER,85.28283
SA,2023,SmallNonScheduledGeneration,ONSG generation,Slow change,81.10313
SA,2023,SmallNonScheduledGeneration,ONSG generation,Step change,89.63311
