Time (Month),Temperature - C,Solar (Rooftop) Market Value - $,Solar (Rooftop) - GWh,Solar (Utility) Market Value - $,Solar (Utility) - GWh,Wind Market Value - $,Wind - GWh,Hydro Market Value - $,Hydro - GWh,Battery (Discharging) Market Value - $,Battery (Discharging) - GWh,Gas (OCGT) Market Value - $,Gas (OCGT) - GWh,Gas (Steam) Market Value - $,Gas (Steam) - GWh,Brown Coal Market Value - $,Brown Coal - GWh,Imports Market Value - $,Imports - GWh,Exports Market Value - $,Exports - GWh,Total (GWh) (minus exports),Solar (Rooftop) Market Value - $/MWh,Solar (Utility) Market Value - $/MWh,Wind Market Value - $/MWh,Hydro Market Value - $/MWh,Battery (Discharging) Market Value - $/MWh,Gas (OCGT) Market Value - $/MWh,Gas (Steam) Market Value - $/MWh,Brown Coal Market Value - $/MWh,Imports Market Value - $/MWh,Exports Market Value - $/MWh,Volume Weighted Price (Historic) - $/MWh,Imports % from wholesale price
2015-02-01,,0,91.69,0,0,5065514.67,191.7,8523910.67,232.43,0,0,2954400.68,82.26,535146.19,13.22,110377410.7,3918.65,-72324.96,1.62,18843582.99,-741.46,4531.57,0,0,26.42417668,36.67302272,0,35.91539849,40.48004463,28.16720317,44.64503704,-25.41415989,28.14227914,59%
2015-03-01,,0,93.06,0,0,5669516.24,232.94,7400366.67,229.42,0,0,2597922.52,88.31,52735.22,1.29,109006890.5,4203.25,0,0,25036041.49,-1007.97,4848.27,0,0,24.33895527,32.25685062,0,29.41821447,40.8800155,25.93395361,na,-24.83808198,25.72617267,-100%
2015-04-01,,0,63.34,0,0,5604438.27,206.91,9721318.13,274.86,0,0,3562276.05,91.92,453852.57,7.9,117505518.9,4051.96,0,0,25784946.44,-952.8,4696.89,0,0,27.08635769,35.3682534,0,38.75409106,57.44969241,28.99967395,na,-27.06228636,29.1357481,-100%
2015-05-01,,0,46.91,0,0,9731466.52,366.99,6789324.45,154.05,0,0,2062924.84,45.71,210442.36,2.95,121498985.2,4012.35,-77809.34,1.8,14942936.85,-567.17,4630.76,0,0,26.51698008,44.07221324,0,45.13071188,71.33639322,30.28125293,43.22741111,-26.34648668,30.31272463,43%
2015-06-01,,0,41.95,0,0,6885506.13,228.33,9990679.99,221.05,0,0,2834872.26,64.43,308539.1,4.59,138780529.8,4003.66,-528556.91,12.71,12455587.85,-420.6,4576.72,0,0,30.15594153,45.19647134,0,43.99925904,67.21984749,34.66341543,41.58590952,-29.61385604,34.8128538,19%
2015-07-01,,0,37.67,0,0,11070940.97,354.94,8523038.34,179.82,0,0,2943391.49,56.61,433855.33,8.55,153348119,4361.42,-293177.49,7.34,16840323.69,-560.03,5006.35,0,0,31.19102093,47.39761061,0,51.99419696,50.74331345,35.16013569,39.94243733,-30.07039568,35.27770185,13%
2015-08-01,,0,44.62,0,0,9465301.86,299.54,11692330.93,269.88,0,0,1861295.48,37.29,793335.62,14.64,140755863,4003.74,-761191.18,15.66,12508392.81,-429.49,4685.37,0,0,31.5994587,43.32418456,0,49.9140649,54.18959153,35.15609479,48.60735504,-29.12382782,35.2862886,38%
2015-09-01,,0,85.73,0,0,9796134.48,233.73,13297615.16,265.82,0,0,3174321.71,56.35,3173361.03,49.81,162479309.7,3663.87,-1589965.62,25.21,19295039.42,-503.71,4380.52,0,0,41.91218277,50.02488586,0,56.33223975,63.709316,44.34636319,63.06884649,-38.30584944,44.17528232,43%
2015-10-01,,0,101.46,0,0,8319621.73,257.21,10608542.71,246.57,0,0,1261118.01,28.94,547108.54,10.67,137713950.3,3854.43,-149464.67,1.45,20403280.9,-668.26,4500.73,0,0,32.3456387,43.02446652,0,43.57698721,51.27540206,35.72874597,103.0790828,-30.53194999,35.23868483,193%
2015-11-01,,0,112.71,0,0,8287381.14,238.46,8417229.33,186.29,0,0,2618597.4,47.05,1455589.41,21.16,130475880.6,3739.59,-86030.35,2.63,19348834.69,-659.09,4347.89,0,0,34.75375803,45.18347378,0,55.65563018,68.78966966,34.89042398,32.7111597,-29.35689313,34.80785122,-6%
2015-12-01,,0,125.19,0,0,11514858.91,258.86,15447518.95,212.26,0,0,9247906.2,113.57,5704886.06,60.24,184254772.1,3784.53,-2669208.19,23.37,17895544.75,-519.16,4578.02,0,0,44.48295955,72.77640135,0,81.42912917,94.70262384,48.68630243,114.2151558,-34.47019175,49.98648989,128%
2016-01-01,,0,126.55,0,0,14641446.76,235.89,26207024.42,279.75,0,0,17135605.43,65.45,6071184.64,24.52,186872059.9,3948.59,-684727.51,0.18,25072630.99,-728.72,4680.93,0,0,62.06895909,93.68015878,0,261.8121532,247.6013312,47.32627594,3804.041722,-34.40639888,53.75257667,6977%
2016-02-01,,0,109.27,0,0,6378991.03,188.48,13744449.15,278.47,0,0,3106647.03,47.11,1399033.19,18.81,132376401.2,3719.5,-104894.76,1.23,17886574.52,-550.82,4362.87,0,0,33.84439214,49.35701925,0,65.94453471,74.37709676,35.58983765,85.28029268,-32.47263084,36.0107948,137%
2016-03-01,,0,110.39,0,0,8699951.19,190.68,24669034.31,312.35,0,0,9310951.21,80.28,5208410.9,53.56,180730857.8,3954.67,-748994.25,4.05,24669965.85,-648.62,4705.98,0,0,45.62592401,78.97881963,0,115.9809568,97.24441561,45.70061669,184.9368519,-38.03454388,48.73973108,279%
2016-04-01,,0,75.02,0,0,8152225.73,229.9,10297312.66,155.36,0,0,5866355.22,77.9,494302.03,5.12,180817089.5,3853.43,-938.67,0.05,30979670.16,-723.82,4396.78,0,0,35.45987703,66.28033381,0,75.30622875,96.54336523,46.92367307,18.7734,-42.80024061,46.76791285,-60%
2016-05-01,,0,55.48,0,0,18120966.51,412.8,21600771.46,239.92,0,0,5422641.49,60.17,4275016.71,37.13,207354666.5,3690.24,-168384.52,2.35,28301653.66,-563.15,4498.09,0,0,43.89769019,90.03322549,0,90.12201246,115.1364587,56.19002192,71.65298723,-50.25597738,57.12256695,25%
2016-06-01,,0,49.41,0,0,23194788.01,293.1,47586961.31,402.64,0,0,17164021.9,123.75,5932687.14,36.77,353026297.5,3759.52,-983636.88,7.94,43689009.24,-492.58,4673.13,0,0,79.13609011,118.1873667,0,138.6991669,161.3458564,93.90196022,123.883738,-88.69424102,95.84334113,29%
2016-07-01,,0,44.17,0,0,21186959.19,412.1,39525743.9,409.59,0,0,8937794.07,65.11,4667815.63,31.22,233198393.8,3658.95,-2442143.68,21.25,19886375.66,-355.22,4642.39,0,0,51.41217954,96.50075417,0,137.2722173,149.5136332,63.73369239,114.9244085,-55.98326575,66.76708554,72%
2016-08-01,,0,52.12,0,0,10809772.44,318.63,26783951.92,437.86,0,0,3541144.45,39.33,291296.61,3.78,172640681.6,3957.44,-111296.28,1.6,22254716.64,-559.25,4810.76,0,0,33.92578364,61.17012726,0,90.03672642,77.06259524,43.62433331,69.560175,-39.79386078,44.52064608,56%
2016-09-01,,0,99.93,0,0,9189350.77,252.52,21837860.4,449.64,0,0,2822708.49,45.97,100024.55,1.95,153856921.8,3753.28,-372937.2,5.12,26236098.72,-711.87,4608.41,0,0,36.39058597,48.56743261,0,61.40327366,51.29464103,40.99265757,72.83929688,-36.85518243,40.83399767,78%
2016-10-01,,0,117.87,0,0,10365558.4,387.75,18289455,418.86,0,0,2790678.87,56.61,211244.37,3.12,128447571,3635.54,-53610.66,1,25409530.62,-765.49,4620.75,0,0,26.7325813,43.66484028,0,49.29657075,67.70652885,35.33108452,53.61066,-33.19381131,34.66063265,55%
2016-11-01,,0,130.86,0,0,8062347.8,291.48,15134162.87,303.5,0,0,1016138.74,20.24,76205.05,1.09,138611836.4,3764.24,-2719.29,0.05,27723510.53,-803.76,4511.46,0,0,27.66003774,49.86544603,0,50.2044832,69.91288991,36.82332592,54.3858,-34.49227447,36.10880072,51%
2016-12-01,,5301370.99,151.69,0,0,7341117.33,263.51,11919326.03,286.24,0,0,360290.77,8.76,58977.69,1.04,121959310.7,4018.04,0,0,32205079.67,-1117.99,4729.28,34.94871771,0,27.85897055,41.64102163,0,41.12908333,56.70931731,30.35293594,na,-28.80623232,31.07035184,-100%
2017-01-01,,12362634.58,151.9,0,0,14798363.21,252.57,16155941.02,158.73,0,0,12338209.47,112.17,1563431.1,11.6,250648316.6,4025.94,-12177.45,0.08,51969330.27,-967.23,4712.99,81.3866661,0,58.59113596,101.7825302,0,109.9956269,134.7785431,62.25833386,152.218125,-53.73006448,65.3256369,133%
2017-02-01,,14277052.2,133.15,0,0,21227361.03,267.46,20958547.61,162.18,0,0,17904254.67,129.44,1810497.29,9.24,307322411.6,3530.36,-39118.32,0.29,58373197.83,-788.03,4232.12,107.2253263,0,79.36648856,129.2301616,0,138.3208797,195.9412652,87.05129552,134.8907586,-74.07484211,90.62579576,49%
2017-03-01,,14592150.82,133.1,0,0,24409969.48,288.02,17586927.3,135.98,0,0,22369601.03,170.27,7186103.62,46.48,333554769.2,3800.96,-1001976.98,6.08,50081134.65,-704.59,4580.89,109.6329889,0,84.75095299,129.3346617,0,131.3772305,154.6063602,87.75540107,164.7988454,-71.0784068,91.83837605,79%
2017-04-01,,9709030.34,87.52,0,0,20946672.55,207.12,7623713.81,58.78,0,0,40066166.6,339.58,10172972.72,82.06,334122046.8,3084.26,-909296.88,6.3,47288209.32,-470.32,3865.62,110.9349902,0,101.133027,129.6991121,0,117.9874156,123.9699332,108.3313491,144.3328381,-100.5447553,109.5684262,32%
2017-05-01,,7618897.76,71.65,0,0,23542094.65,254.18,45949724.77,354.3,0,0,20631719.23,175.37,12120805.74,88.19,328566252.2,3104.82,-14762446.27,113.28,21768087.59,-259.53,4161.79,106.3349304,0,92.61977595,129.6915743,0,117.6467995,137.4396841,105.8245735,130.3182051,-83.87503406,108.8935147,20%
2017-06-01,,5567250.94,59.16,0,0,14512821.35,157.67,37912878.51,351.5,0,0,28869494.6,276.81,4878985.76,42.72,319970699.7,3247.68,-3491868.47,32.24,16036828.91,-175.98,4167.78,94.10498546,0,92.04554671,107.8602518,0,104.2935393,114.2084682,98.52285316,108.3085754,-91.12870161,99.62234076,9%
2017-07-01,,4309114.45,36.37,0,0,42900673.95,402.78,35959421.49,274.91,0,0,29700828.03,230.44,18415859.11,139.79,298233776.6,2597.34,-14119839.37,112.04,2144716.56,-23.52,3793.67,118.4799134,0,106.5114304,130.8043414,0,128.8874676,131.73946,114.8227712,126.0249855,-91.18692857,116.9420411,8%
2017-08-01,,3382578.04,30.17,0,0,33235310.87,371.14,29791925.65,230.12,0,0,26640727.03,222.37,10782306.47,79,335474027.5,3272.43,-5288495.4,40.82,4336712.93,-45.93,4246.05,112.1172701,0,89.549256,129.4625658,0,119.8036022,136.484892,102.5152646,129.5564772,-94.42005073,104.7079924,24%
2017-09-01,,8130701.83,107.22,0,0,36289889.98,476.09,11156052.83,123.97,0,0,14620312.82,161.19,3328443.83,33.08,238336183.5,2974.14,-13668442.09,137.21,9390712.08,-155.28,4012.9,75.83195141,0,76.2248524,89.98993974,0,90.70235635,100.6180118,80.13616826,99.61695277,-60.47599227,81.12089183,23%
2017-10-01,,10655883.46,140.11,0,0,20113729.24,303.41,17971511.93,209.62,0,0,9325488.23,110.12,7888057.8,87.73,209719282.4,2870.32,-9134059.76,108.08,7957123.35,-121.75,3829.39,76.05369681,0,66.29224231,85.73376553,0,84.68478233,89.91288955,73.06477412,84.51202591,-65.35624928,74.37425095,14%
2017-11-01,,17188182.91,156.46,0,0,21839963.19,243.71,20475883.86,158.59,0,0,32041757.47,256.31,21063756.83,195.29,243999114.3,2549.14,-32473707.29,292.46,1188711.77,-17.25,3851.96,109.8567232,0,89.61455496,129.1120743,0,125.0117337,107.8588603,95.71820859,111.036406,-68.91082725,101.008932,10%
2017-12-01,,15233192.9,168.4,0,0,22790330.77,288.89,12021593.16,118.28,0,0,16341431.27,157.48,9750906.65,94.92,250687413.9,2968.99,-18375597.57,170.44,10925472.23,-178.81,3967.4,90.45839014,0,78.88930309,101.6367362,0,103.7682961,102.7276301,84.43525033,107.8127058,-61.10101353,87.00924187,24%
2018-01-01,23.22,33544977.26,172.53,0,0,32923043.84,283.28,95148135.32,250.96,0,0,64249350.03,133.65,27348399.44,97.36,430129502.6,3253.53,-24346346.49,112.17,11188474.4,-163.89,4303.48,194.4298224,0,116.2208551,379.1366565,0,480.7283953,280.8997477,132.2039454,217.0486448,-68.26819452,164.4459263,32%
2018-02-01,21.3,13133115.88,146.64,0,0,26542866.2,310.8,32486941.64,132.85,0,0,22722434.12,102.29,10332985.71,60.16,288104323.7,2947.35,-8138845.24,86.67,10094533.2,-158.83,3786.76,89.56025559,0,85.4017574,244.5385144,0,222.1373949,171.7584061,97.7502922,93.90614099,-63.5555827,106.0171525,-11%
2018-03-01,19.4,11879859.71,150.69,0,0,24708888.52,355.59,13987789.56,162.85,0,0,8433237.11,92.94,4943463.55,50.48,221957065.3,2936.24,-13184146.52,147.07,8466280.62,-140,3895.86,78.83641721,0,69.48701741,85.89370316,0,90.7385099,97.92915115,75.59227628,89.64538329,-60.473433,76.77238152,17%
2018-04-01,16.58,8245425.65,106.13,68686.59,0.92,13763212.58,228.15,22513687.86,250.62,0,0,8884928.77,101.7,5106055.87,54.57,227563887,3051.24,-2323863.32,27.09,16884090.08,-245.29,3820.42,77.6917521,74.65933696,60.32527977,89.83196816,0,87.36409803,93.56891827,74.58078911,85.78306829,-68.83317738,75.50733888,14%
2018-05-01,13.91,5290522.79,70.67,347761.5,4.27,28807308.54,407.02,36052761.66,345.7,0,0,16148236.45,158.89,5325098.54,46.92,256964749.9,3214.9,-1888043.92,22.22,20212600.3,-273.68,4270.59,74.86235729,81.44297424,70.77614992,104.2891572,0,101.6315467,113.4931488,79.92931348,84.97047345,-73.85486809,82.14894975,3%
2018-06-01,10.34,6017676.42,69.13,377695.34,4.12,25072159.36,314,41529260.92,347.9,0,0,23730694.75,191.84,8139592.27,66.24,304105150.6,3236.65,-9355154.51,97.69,15651412.06,-185.55,4327.57,87.04869695,91.67362621,79.84764127,119.3712588,0,123.7004522,122.8803181,93.95676103,95.76368625,-84.35145276,96.66565397,-1%
2018-07-01,11.13,5145892.74,82.28,342263.75,5.34,34013111.01,550.3,27978283.77,270.03,0,0,10416542.31,95,2188157.22,17.52,233127687.6,3298.97,-10529542.92,127.13,8412949.13,-171.54,4446.57,62.54123408,64.09433521,61.8083064,103.6117608,0,109.6478138,124.8948185,70.66681043,82.82500527,-49.04365821,72.80701334,14%
2018-08-01,10.88,7456509.88,112.8,538417.17,7.35,33660068.76,497.84,36497256.67,308.61,0,0,17888764.13,142.94,2618005.34,17.28,251858160.9,3185.54,-13251106.59,133.66,11153647.31,-186.56,4406.02,66.10381099,73.25403673,67.61222232,118.2633637,0,125.1487626,151.5049387,79.06294094,99.14040543,-59.78584536,82.56165188,20%
2018-09-01,12.34,12047129.48,155.48,853300.66,10.67,30352848.94,389.54,26830565.79,210.81,0,0,18621472.44,139.82,10780481.63,76.83,243542478,2648.83,-23541816.62,213.78,3579493.69,-68.15,3845.76,77.4834672,79.97194564,77.91972311,127.2736862,0,133.1817511,140.3160436,91.94341575,110.1216981,-52.52375187,95.31798487,16%
2018-10-01,16.07,16314123.84,181.19,2037681.77,21.81,33495267.29,373.17,21489426.24,189.43,0,0,20575740.85,162.43,776245.94,6.18,276140850.2,2767.89,-9376116.85,82.66,8896040.48,-115.42,3784.76,90.03876505,93.42878359,89.7587354,113.4425711,0,126.6745112,125.6061392,99.76583254,113.4299159,-77.07538104,100.4569518,13%
2018-11-01,16.92,16473909.84,181.45,2864194.47,30.58,29943045.32,326.94,20094827.77,183.54,82720.71,0.82,14288683.05,129.29,2447936.65,21.04,248058321.9,2537.29,-19957395.08,182.85,6566670.86,-83.42,3593.8,90.79035459,93.66234369,91.58575066,109.4847323,100.8789146,110.5165369,116.346799,97.76506503,109.1462679,-78.71818341,98.56169925,11%
2018-12-01,20.29,21048865.86,210.49,4825607,50.23,26909452.51,306.12,22210332.76,152.7,56013.28,0.56,15619402.15,106.06,5224485.6,30.57,266076613.4,2922.2,-21698228.65,180.17,11612760.74,-193.07,3959.1,99.99936273,96.070217,87.90491477,145.4507712,100.0237143,147.2694904,170.9023749,91.05352592,120.4319734,-60.14792946,96.908136,24%
2019-01-01,21.85,63646088.14,236.06,20108962.37,60.28,71170507.22,292.63,242264504.1,278.77,1244867.86,0.75,203695967,261.02,67842798.01,128.86,689453506.5,2969.48,-68973550.62,85.92,18891854.91,-206.63,4313.77,269.6182671,333.5926073,243.2098801,869.0479753,1659.823813,780.3845182,526.4845414,232.1798788,802.7647884,-91.42842235,331.1258486,142%
2019-02-01,20.39,22790938.68,194.63,6103990.43,53.04,32365841.52,333.54,29416203.8,185.15,94251.92,0.7,25286093.19,162.6,8407381.38,48.65,307071442.8,2773.97,-4358458.12,26.74,19190486.51,-226.22,3779.02,117.0987961,115.0827758,97.0373614,158.8776873,134.6456,155.5110282,172.8135947,110.6974635,162.9939461,-84.8310782,115.3459367,41%
2019-03-01,19.59,29305590.8,186.3,9915746.01,49.86,35651502.87,338.31,60812632.46,138.73,576913.65,1.49,42541519.14,121.3,17345741.88,87.52,431553801.4,3230.42,-11619988.26,23.72,23419190.31,-274.42,4177.65,157.3032249,198.8717611,105.3811678,438.3524289,387.1903691,350.7132658,198.1917491,133.5906171,489.8814612,-85.3406833,153.0342265,220%
2019-04-01,16.72,13172898.87,141,3572764.55,37.79,28793475.71,332.66,20164600.11,166.21,138595.77,1.1,11024748.57,97.8,14298479.55,121.59,254286989.5,2595.6,-12751341.95,113.12,7011167.94,-101.56,3606.87,93.42481468,94.54259196,86.55526877,121.3200175,125.9961545,112.7274905,117.5958512,97.96848107,112.7240271,-69.0347375,99.31156225,14%
2019-05-01,13.96,8363156.76,98.96,2404556.77,28.28,39865761.27,457.44,18595719.34,163.85,207936.98,1.58,23711946.49,226.76,9458272.96,84.7,244919156.3,2680.05,-24991143.9,244.32,2953026.7,-50,3985.94,84.51047656,85.0267599,87.14970547,113.4923365,131.6056835,104.568471,111.6679216,91.38603992,102.288572,-59.060534,93.45791727,9%
2019-06-01,11.38,7604747.24,85.64,3492794.47,36.53,35014684.09,422.08,41288146.3,298.08,385632.88,2.35,21137435.73,145.09,10681855.54,81.02,303392568,2978.58,-19128154.7,159.21,5789727.82,-106.04,4208.58,88.79901028,95.61441199,82.95745851,138.5136416,164.0990979,145.6849937,131.8422061,101.858123,120.1441788,-54.5994702,105.0534905,14%
2019-07-01,11.25,7228478.47,96.83,3498026.57,44.2,42498266.49,556.69,27256138.64,233.81,301088.55,2.6,18187152.15,167.73,14365843.87,127.94,239875637.2,2780.15,-27934256.15,284.13,1244656.85,-39.86,4294.08,74.65122865,79.14087262,76.34099138,116.573879,115.8032885,108.4311223,112.2857892,86.28154496,98.3150535,-31.22571124,88.76054664,11%
2019-08-01,10.71,10369098.25,139.53,4878544.71,57.92,46728213.99,556.79,37037120.12,205.25,508649,3.13,30653876.06,211.41,21528551.64,163.35,275372576.9,2614.23,-41623534.22,353.67,1406129.48,-42.65,4305.28,74.3144718,84.22901778,83.92430538,180.4488191,162.5076677,144.9972852,131.7940107,105.3360175,117.6903165,-32.96903822,108.8663606,8%
2019-09-01,12.94,15502995.11,186.98,5029266.95,58.68,37933506.28,436.39,26026177.07,173.4,380516.94,2.89,22891909.71,158.04,22437549.9,164.38,247876085.5,2378.87,-33746614.6,279.5,2541006.5,-40.76,3839.13,82.91258482,85.70666241,86.92570013,150.0932934,131.6667612,144.8488339,136.4980527,104.1990884,120.7392293,-62.3406894,107.2702987,13%
2019-10-01,15.52,20190298.84,242.44,5880155.65,63.53,35271112.05,414.96,10848349.82,86.55,276411.35,2.15,10672832.5,81.32,23969395.39,193.26,269471908.2,2662.92,-21413221.94,171.17,8230108.09,-122.15,3918.3,83.27956954,92.55714859,84.9988241,125.3419968,128.5634186,131.244866,124.0266759,101.1941433,125.0991525,-67.37706173,101.573051,23%
2019-11-01,16.11,14302964.08,257.24,4231971,70.78,29660227.11,457.72,7951569.35,89.23,143867.23,1.86,8017060.18,99.05,2102087.51,25.02,180751368.2,2663.63,-8796856.88,97.62,6248254.27,-138.6,3762.15,55.60163303,59.79049166,64.79993688,89.11318335,77.34797312,80.93952731,84.01628737,67.85903757,90.11326449,-45.08119964,68.0350256,32%
2019-12-01,18.49,19186931.87,319.18,4569372.79,74.56,26714658.49,461.26,20994517.67,120.4,160778.36,1.49,14358353.11,84.58,6475811.27,43.6,179429164.5,2936.49,-10957693.03,97.74,10106281.13,-281.72,4139.3,60.11320217,61.2845063,57.91670314,174.3730703,107.9049396,169.7606185,148.5277814,61.10327791,112.1106306,-35.87349542,68.33215305,64%
2020-01-01,19.87,38787439.58,276.63,10877001.15,68.43,47219798.1,443.45,140109751.8,193.56,903640.82,1.78,98889190.83,98.35,31778580.68,42.79,466100031.1,3107.97,-44575488.2,46.63,14698118.75,-338.66,4279.59,140.2141473,158.9507694,106.482801,723.856953,507.663382,1005.482367,742.6637224,149.9692826,955.9401287,-43.40081129,205.449803,365%
2020-02-01,,11046099.38,236.64,3140665.43,63.47,15975882.68,353.6,11175242.19,162.31,89302.87,1.43,10782630.74,218.05,688150.13,8.9,139236253.4,2883.55,-3927276.76,56.92,12076766.03,-339.41,3984.87,46.67891895,49.48267575,45.18066369,68.85122414,62.44955944,49.45026709,77.32023933,48.28640161,68.99642937,-35.58164471,49.20148048,40%
2020-03-01,,9371047.33,242.25,2161224.14,54.89,20202458.31,509.42,5708287.32,93.76,80608.03,1.51,5088243.07,92.58,1890808.33,35.85,124219581.1,2901.96,-5249662.51,95.24,8348029.72,-286.93,4027.46,38.68337391,39.37373183,39.65776434,60.88190401,53.38280132,54.96049978,52.74221283,42.80540776,55.12035395,-29.09430774,43.1964365,28%
2020-04-01,,4520912.07,168.84,1122762.58,41.42,11679077.48,450.66,7483478.99,128.86,65057.13,1.38,1409923.6,22.2,2395436.77,41.8,95888502.87,2775.37,-6404922.6,115.08,3844665.34,-231.73,3745.61,26.77630935,27.10677402,25.91549612,58.07449162,47.14284783,63.51007207,57.30709976,34.54980881,55.65626173,-16.59114202,34.96628696,59%
2020-05-01,,4667777.91,150.18,1810744.14,53.65,17358776.22,557.3,19755494.09,380.2,74255.26,1.43,4704554.91,75.02,2933275.14,43.77,107625762.3,2828.12,-4490103.19,84.28,5925224.76,-244.59,4173.95,31.08122193,33.75105573,31.1479925,51.96079456,51.92675524,62.71067595,67.01565319,38.05558546,53.27602266,-24.22513087,39.15253973,36%
2020-06-01,,5207969.5,122.54,1833331.27,41.95,14148801.05,407.59,24841720.39,330.44,186599.67,1.75,8424829.44,90.79,2689977.14,22.19,158375739.4,3195.95,-5453650.08,106,8483638.2,-225.91,4319.2,42.50015913,43.70277163,34.71331743,75.17770364,106.6283829,92.79468488,121.2247472,49.55513679,51.44952906,-37.55317693,51.20453277,0%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,max,269.6182671,333.5926073,243.2098801,869.0479753,1659.823813,1005.482367,742.6637224,232.1798788,3804.041722,,,
,,,,,,,,,,,,,,,,,,,,,,min,26.77630935,27.10677402,15.66676688,18.56939288,47.14284783,16.85799093,21.4554,16.75863948,51.44952906,,,
,,,,,,,,,,,,,,,,,,,,,,mean,90.33288969,92.07648093,50.63818668,90.9444779,217.8625562,108.9294178,94.15399986,52.47288005,154.5462598,,,
,,,,,,,,,,,,,,,,,,,,,,median,84.51047656,84.22901778,44.48295955,58.07449162,120.8997215,63.66769991,59.02566792,42.80540776,110.5790521,,,
