Time (Month),Consumption (KWh) per household, Avg Tariff (c/KWh) per household,Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households),System Production In Spot,System Production Off Spot,Number of Active Actors
2019-02-01,426.82347907511365,8.767053604125977,40.67136001586914,0.3882403396351131,66446.0,2568015.694403735,1300197.8403269732,539.0
2019-03-01,443.75446641780565,8.767053604125977,25.263696670532227,0.40829251862461996,71191.0,2610289.5889159343,1429118.177267411,539.0
2019-04-01,413.9129600090866,8.767053604125977,23.958114624023438,0.3556540494114805,75936.0,2428747.4592176573,1627825.6206643025,540.0
2019-05-01,472.266694993245,8.767053604125977,35.98787307739258,0.42154269325586513,80681.0,2821002.5373362433,1573320.2488428466,540.0
2019-06-01,481.9384064863156,10.706914901733398,50.704227447509766,0.42954263459433933,85426.0,3051549.0608890704,1474817.952679332,540.0
2019-07-01,516.0442988183562,10.706914901733398,48.58804702758789,0.466900654789225,90171.0,3128564.0201543034,1447309.4105211503,541.0
2019-08-01,502.45340287728095,10.706914901733398,43.93115234375,0.45940727374467816,94916.0,3053424.2739338847,1416545.9607016658,542.0
2019-09-01,444.8879749224872,10.706914901733398,30.449243545532227,0.4126102182933618,99661.0,2651800.376968141,1355694.5975226932,542.0
2019-10-01,431.9994630337337,10.706914901733398,20.038101196289062,0.3925623108326728,104406.0,2488248.297646768,1426298.846868755,543.0
2019-11-01,411.2125561721835,10.706914901733398,21.07370376586914,0.36658726879155207,109151.0,2357220.9991876194,1418439.3166864517,543.0
2019-12-01,439.7666991707347,8.973122596740723,31.135831832885742,0.37716652994309396,113896.0,2515946.967858045,1558991.6870316262,543.0
2020-01-01,543.5188231148177,8.973122596740723,121.12982940673828,0.45110996178686513,118649.0,3323415.072843201,1800179.7883240706,543.0
2020-02-01,480.88614392717636,8.973122596740723,72.0307846069336,0.40572703840382907,123394.0,3017057.479253108,1639328.491999468,543.0
2020-03-01,499.9816788311911,8.973122596740723,37.053890228271484,0.4125603075563977,128139.0,2870114.8713349835,1917775.288121204,543.0
2020-04-01,466.3775713216038,8.973122596740723,29.15861701965332,0.33574804367628863,132884.0,2531371.6169231324,2405778.6407325156,543.0
2020-05-01,532.1489293680837,8.973122596740723,38.29887771606445,0.3797431983096955,137629.0,2853054.3105028924,2603291.743494015,543.0
2020-06-01,543.0683995146586,16.473024368286133,50.16146469116211,0.38887798970900467,142374.0,3105302.1566052497,2516367.20574159,543.0
2020-07-01,581.5232906694581,16.473024368286133,43.040008544921875,0.3997203023635831,147119.0,3024975.9077601433,2822725.782750528,543.0
2020-08-01,566.2301055549702,16.473024368286133,39.99747848510742,0.3908046124012792,151864.0,2947782.418646203,2768617.8944330015,543.0
2020-09-01,501.37748509025664,16.473024368286133,24.889413833618164,0.3197089659164597,156609.0,2405313.715159024,2858430.961322939,543.0
2020-10-01,486.87145190078957,16.473024368286133,18.854372024536133,0.28894994314775435,161354.0,2189233.8863924975,2996159.8194497908,543.0
2020-11-01,463.46216149705896,16.473024368286133,19.62356948852539,0.26577601821543223,166099.0,2047293.1213105468,2968236.8387891087,543.0
2020-12-01,495.6636701464494,8.17381477355957,28.82375144958496,0.27024512969606845,170844.0,2159950.851918737,3270373.845433452,543.0
2021-01-01,537.8167265802962,8.17381477355957,54.754512786865234,0.2883077578692251,175600.0,2437135.4131486095,3713012.427297025,543.0
2021-02-01,475.9207863654798,8.17381477355957,33.495330810546875,0.24488549591160957,179999.0,2017703.093634463,3460812.163784415,543.0
2021-03-01,494.9016953139405,8.17381477355957,21.416013717651367,0.23895617473860814,184398.0,1960716.1732620776,3826822.22000831,543.0
2021-04-01,461.7157416431405,8.17381477355957,19.727649688720703,0.17581877276570715,188797.0,1577843.4295712213,4405179.924156553,543.0
2021-05-01,526.9168842781424,8.17381477355957,25.790983200073242,0.2496143186606331,193196.0,2096689.064059168,4208899.0223525595,543.0
2021-06-01,537.8178059920544,8.924186706542969,36.32022476196289,0.2865718013548732,197595.0,2443416.870924856,3936161.2265744065,543.0
2021-07-01,575.9956824212601,8.924186706542969,24.033384323120117,0.23311947156626747,201994.0,1985515.4513582047,4999273.359735571,543.0
2021-08-01,560.939793864133,8.924186706542969,21.746538162231445,0.21478969963858932,206393.0,1854858.15978704,5049994.517276079,543.0
2021-09-01,496.77425643525373,8.924186706542969,20.521638870239258,0.16318333854655226,210792.0,1456069.919505341,4841417.760036277,543.0
2021-10-01,482.4799175499905,8.924186706542969,20.243206024169922,0.13031166931818805,215191.0,1193663.7742888746,5076906.99113256,543.0
2021-11-01,459.3563573022451,8.924186706542969,19.750154495239258,0.11524202468886517,219590.0,1074407.277373704,5028185.152046032,543.0
2021-12-01,491.35200975271107,6.055441856384277,21.62782096862793,0.12047253945883434,223989.0,1139979.4786906177,5474472.762313221,543.0
