ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),Wholesale ($/MWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1965-03-01,1.9088007288E8,23.099998474121094,0.0,237678.80983303662,887942.0,23.0
1,1965-04-01,1.8877539876000002E8,23.099998474121094,0.0,235058.122460573,890540.0,23.0
1,1965-05-01,2.0038950258E8,23.099998474121094,0.0,249519.68407540082,893138.0,23.0
1,1965-06-01,2.049377376E8,23.099998474121094,0.0,246256.04921341248,895736.0,23.0
1,1965-07-01,2.0956324934999996E8,23.099998474121094,0.0,251814.11235869353,898334.0,23.0
1,1965-08-01,2.0638042311E8,23.099998474121094,0.0,247989.58412245224,900932.0,23.0
1,1965-09-01,1.9271539983E8,23.099998474121094,0.0,231569.52649353066,903530.0,23.0
1,1965-10-01,1.9079639630999997E8,23.099998474121094,0.0,229263.62790543743,906128.0,22.0
1,1965-11-01,1.8918460176000002E8,23.099998474121094,0.0,227326.8700273872,908726.0,22.0
1,1965-12-01,1.8905214876000002E8,23.099998474121094,0.0,227167.70076387978,911324.0,22.0
1,1966-01-01,2.0164190667000002E8,27.5939998626709,0.0,230127.059429317,913926.0,22.0
1,1966-02-01,1.995240594E8,27.5939998626709,0.0,227710.032271549,916541.0,22.0
1,1966-03-01,2.0571689267999998E8,27.5939998626709,0.0,234777.68962900172,919156.0,22.0
1,1966-04-01,1.9222989149999997E8,27.5939998626709,0.0,219385.43410825776,921771.0,22.0
1,1966-05-01,2.1006704111999997E8,27.5939998626709,0.0,239742.36601984678,924386.0,22.0
1,1966-06-01,2.1834074679E8,27.5939998626709,0.0,249184.84767357598,927001.0,22.0
1,1966-07-01,2.2109880488999996E8,27.5939998626709,0.0,252332.53921359612,929616.0,22.0
1,1966-08-01,2.2220440280999997E8,27.5939998626709,0.0,253594.323915217,932231.0,21.0
1,1966-09-01,2.0023334883E8,27.5939998626709,0.0,228519.4793608358,934846.0,21.0
1,1966-10-01,2.0142024567E8,27.5939998626709,0.0,229874.05682882798,937461.0,20.0
1,1966-11-01,2.1011508020999998E8,27.5939998626709,0.0,239797.13879729508,940076.0,20.0
1,1966-12-01,2.0329310279999998E8,27.5939998626709,0.0,232011.51349054463,942691.0,20.0
1,1967-01-01,2.3555578953E8,36.16649627685547,0.0,246252.1130723541,945316.0,20.0
1,1967-02-01,2.2211235995999998E8,36.16649627685547,0.0,232198.26726352223,947824.0,20.0
1,1967-03-01,2.1365737671E8,36.16649627685547,0.0,223359.3078219556,950332.0,20.0
1,1967-04-01,2.0968845972E8,36.16649627685547,0.0,219210.19331931474,952840.0,20.0
1,1967-05-01,2.2973616299999997E8,36.16649627685547,0.0,240168.2453826819,955348.0,19.0
1,1967-06-01,2.3840277914999998E8,36.16649627685547,0.0,249228.39995637978,957856.0,19.0
1,1967-07-01,2.4089761352999997E8,36.16649627685547,0.0,251836.5221557118,960364.0,19.0
1,1967-08-01,2.3817777807E8,36.16649627685547,0.0,248993.1631637774,962872.0,19.0
1,1967-09-01,2.1507913227E8,36.16649627685547,0.0,224845.65067058982,965380.0,19.0
1,1967-10-01,2.1098979189000002E8,36.16649627685547,0.0,220570.6208816525,967888.0,19.0
1,1967-11-01,2.0476929296999997E8,36.16649627685547,0.0,214067.6523531721,970396.0,19.0
1,1967-12-01,2.1350231823E8,36.16649627685547,0.0,223197.2518714357,972904.0,19.0
1,1968-01-01,2.4048897110999998E8,35.28300094604492,0.0,245767.36128328455,975420.0,19.0
1,1968-02-01,2.3567925459000003E8,35.28300094604492,0.0,240852.04689575502,978392.0,19.0
1,1968-03-01,2.3343344552999997E8,35.28300094604492,0.0,238556.96230139927,981364.0,19.0
1,1968-04-01,2.2171038015E8,35.28300094604492,0.0,226576.5634997529,984336.0,19.0
1,1968-05-01,2.4312877103999996E8,35.28300094604492,0.0,248465.10105953043,987308.0,19.0
1,1968-06-01,2.420919069E8,35.28300094604492,0.0,231162.8092447839,990280.0,19.0
1,1968-07-01,2.4649595486999997E8,35.28300094604492,0.0,235368.05453479046,993252.0,19.0
1,1968-08-01,2.4249426677999997E8,35.28300094604492,0.0,231547.020063474,996224.0,19.0
1,1968-09-01,2.2749160010999998E8,35.28300094604492,0.0,217221.62125741495,999196.0,19.0
1,1968-10-01,2.3607881069999996E8,35.28300094604492,0.0,225421.18559572642,1002168.0,19.0
1,1968-11-01,2.2911320156999996E8,35.28300094604492,0.0,218770.04878068037,1005140.0,19.0
1,1968-12-01,2.2687363557E8,35.28300094604492,0.0,216631.58639741235,1008112.0,19.0
1,1969-01-01,2.4480946998E8,31.4737491607666,0.0,217559.05599478522,1011090.0,19.0
1,1969-02-01,2.6566508315999997E8,31.4737491607666,0.0,236093.19238216503,1013797.0,19.0
1,1969-03-01,2.4986389563000003E8,31.4737491607666,0.0,222050.85965376813,1016504.0,19.0
1,1969-04-01,2.3458332501E8,31.4737491607666,0.0,200070.3449252757,1019211.0,19.0
1,1969-05-01,2.5197175356E8,31.4737491607666,0.0,214900.50771522982,1021918.0,19.0
1,1969-06-01,2.5717242549E8,31.4737491607666,0.0,219336.01466894383,1024625.0,19.0
1,1969-07-01,2.6411683145999995E8,31.4737491607666,0.0,225258.74373165236,1027332.0,19.0
1,1969-08-01,2.5537302522E8,31.4737491607666,0.0,217801.3666377065,1030039.0,19.0
1,1969-09-01,2.3984183345999998E8,31.4737491607666,0.0,204555.2124467024,1032746.0,18.0
1,1969-10-01,2.4585134057999998E8,31.4737491607666,0.0,209680.54075428544,1035453.0,18.0
1,1969-11-01,2.4206358639E8,31.4737491607666,0.0,206450.0739009044,1038160.0,18.0
1,1969-12-01,2.4256598826E8,31.4737491607666,0.0,206878.56196193738,1040867.0,17.0
1,1970-01-01,2.6500940829E8,30.423749923706055,0.0,222519.80390852276,1043580.0,17.0
1,1970-02-01,2.7573857418E8,30.423749923706055,0.0,231528.75593922444,1046653.0,17.0
1,1970-03-01,2.671103088E8,30.423749923706055,0.0,224283.863982341,1049726.0,17.0
1,1970-04-01,2.5658480469E8,30.423749923706055,0.0,215445.95564639536,1052799.0,17.0
1,1970-05-01,2.7556731873E8,30.423749923706055,0.0,231384.9582808655,1055872.0,17.0
1,1970-06-01,2.6380420497000003E8,30.423749923706055,0.0,221507.85239198655,1058945.0,17.0
1,1970-07-01,2.8199687463E8,30.423749923706055,0.0,236783.6460869242,1062018.0,17.0
1,1970-08-01,2.8221642675E8,30.423749923706055,0.0,236968.00125446837,1065091.0,17.0
1,1970-09-01,2.5420266464999998E8,30.423749923706055,0.0,213445.73181735008,1068164.0,17.0
1,1970-10-01,2.6704094148E8,30.423749923706055,0.0,224225.61849330092,1071237.0,17.0
1,1970-11-01,2.5618107458999997E8,30.423749923706055,0.0,215106.93846937097,1074310.0,17.0
1,1970-12-01,2.500996362E8,30.423749923706055,0.0,210000.56957006862,1077383.0,17.0
1,1971-01-01,2.9851146674999994E8,28.66499900817871,0.0,256208.84203202598,1080459.0,17.0
1,1971-02-01,2.8714813764E8,28.66499900817871,0.0,246455.78904068092,1083061.0,17.0
1,1971-03-01,2.8010060982E8,28.66499900817871,0.0,240406.98077070768,1085663.0,17.0
1,1971-04-01,2.7215543316E8,28.66499900817871,0.0,233587.75261911037,1088265.0,17.0
1,1971-05-01,2.8759128836999995E8,28.66499900817871,0.0,246836.14441968472,1090867.0,17.0
1,1971-06-01,2.8795738026E8,28.66499900817871,0.0,247150.35446198855,1093469.0,17.0
1,1971-07-01,2.985008184E8,28.66499900817871,0.0,256199.68161366537,1096071.0,17.0
1,1971-08-01,2.8213250309999996E8,28.66499900817871,0.0,242150.94803881377,1098673.0,17.0
1,1971-09-01,2.7122297637E8,28.66499900817871,0.0,232787.4361107771,1101275.0,17.0
1,1971-10-01,2.8183583265E8,28.66499900817871,0.0,241896.32152229315,1103877.0,17.0
1,1971-11-01,2.7625066488E8,28.66499900817871,0.0,237102.64101513554,1106479.0,17.0
1,1971-12-01,2.7874794798E8,28.66499900817871,0.0,239246.0117072845,1109081.0,17.0
1,1972-01-01,2.9213425679999995E8,27.037500381469727,0.0,257214.29373532327,1111683.0,17.0
1,1972-02-01,2.9466209453999996E8,27.037500381469727,0.0,259439.96903302288,1114396.0,17.0
1,1972-03-01,2.9800195337999994E8,27.037500381469727,0.0,262380.5803062331,1117109.0,17.0
1,1972-04-01,2.8204946256E8,27.037500381469727,0.0,248334.97265589735,1119822.0,17.0
1,1972-05-01,3.0001386359999996E8,27.037500381469727,0.0,264152.0176541623,1122535.0,17.0
1,1972-06-01,2.9926408839E8,27.037500381469727,0.0,263491.8660460599,1125248.0,17.0
1,1972-07-01,3.139584171E8,27.037500381469727,0.0,276429.7234178616,1127961.0,17.0
1,1972-08-01,3.1094661240000004E8,27.037500381469727,0.0,273777.9121257428,1130674.0,17.0
1,1972-09-01,2.9346036047999996E8,27.037500381469727,0.0,258381.8829979017,1133387.0,17.0
1,1972-10-01,2.9012336472E8,27.037500381469727,0.0,255443.76929720797,1136100.0,17.0
1,1972-11-01,2.8265630997E8,27.037500381469727,0.0,248869.28119029704,1138813.0,17.0
1,1972-12-01,2.8031055657E8,27.037500381469727,0.0,246803.92498944077,1141526.0,17.0
1,1973-01-01,3.2310649199999994E8,24.779998779296875,0.0,292672.2856715283,1144243.0,17.0
1,1973-02-01,3.157520304E8,24.779998779296875,0.0,286010.57899654785,1146949.0,17.0
1,1973-03-01,3.0705927059999996E8,24.779998779296875,0.0,278136.5727798056,1149655.0,17.0
1,1973-04-01,2.9502987699E8,24.779998779296875,0.0,257539.15709705683,1152361.0,17.0
1,1973-05-01,3.2305684979999995E8,24.779998779296875,0.0,282004.601197021,1155067.0,17.0
1,1973-06-01,3.1863367949999994E8,24.779998779296875,0.0,278143.52254210913,1157773.0,17.0
1,1973-07-01,3.3762808649999994E8,24.779998779296875,0.0,294724.20443241263,1160479.0,17.0
1,1973-08-01,3.2624879309999996E8,24.779998779296875,0.0,284790.904739292,1163185.0,17.0
1,1973-09-01,3.054510978E8,24.779998779296875,0.0,266636.1083980963,1165891.0,17.0
1,1973-10-01,3.1181315279999995E8,24.779998779296875,0.0,272189.69001210696,1168597.0,17.0
1,1973-11-01,3.057686742E8,24.779998779296875,0.0,266913.3266321171,1171303.0,17.0
1,1973-12-01,3.0857184029999995E8,24.779998779296875,0.0,269360.2652855199,1174009.0,17.0
1,1974-01-01,3.464327754E8,21.47249984741211,0.0,311501.164968585,1176725.0,17.0
1,1974-02-01,3.675696078E8,21.47249984741211,0.0,330506.69335247314,1178591.0,17.0
1,1974-03-01,3.377073645E8,21.47249984741211,0.0,303655.55723980896,1180457.0,17.0
1,1974-04-01,3.1941745709999996E8,21.47249984741211,0.0,281349.1683541722,1182323.0,17.0
1,1974-05-01,3.4953486209999996E8,21.47249984741211,0.0,307877.17006912857,1184189.0,17.0
1,1974-06-01,3.404381061E8,21.47249984741211,0.0,299864.5207070637,1186055.0,17.0
1,1974-07-01,3.486227388E8,21.47249984741211,0.0,307073.70474895806,1187921.0,17.0
1,1974-08-01,3.447287781000001E8,21.47249984741211,0.0,303643.8769087709,1189787.0,17.0
1,1974-09-01,3.1844747279999995E8,21.47249984741211,0.0,280494.7622020184,1191653.0,17.0
1,1974-10-01,3.276579342E8,21.47249984741211,0.0,288607.5423953905,1193519.0,17.0
1,1974-11-01,3.2333865870000005E8,21.47249984741211,0.0,284803.01690182165,1195385.0,17.0
1,1974-12-01,3.1903265279999995E8,21.47249984741211,0.0,281010.24768582784,1197251.0,17.0
1,1975-01-01,3.555160845E8,18.63749885559082,0.0,323334.37241434184,1199126.0,17.0
1,1975-02-01,3.785769500999999E8,18.63749885559082,0.0,344307.7160483467,1201356.0,17.0
1,1975-03-01,3.5480300100000006E8,18.63749885559082,0.0,322685.81572855095,1203586.0,17.0
1,1975-04-01,3.445620954E8,18.63749885559082,0.0,301929.98527120735,1205816.0,17.0
1,1975-05-01,3.749503836000001E8,18.63749885559082,0.0,328558.3797787108,1208046.0,17.0
1,1975-06-01,3.698126873999999E8,18.63749885559082,0.0,324056.3624102792,1210276.0,17.0
1,1975-07-01,3.7669667820000005E8,18.63749885559082,0.0,330088.60817555484,1212506.0,17.0
1,1975-08-01,3.6871121009999996E8,18.63749885559082,0.0,323091.1951341955,1214736.0,17.0
1,1975-09-01,3.4037054729999995E8,18.63749885559082,0.0,298257.07465149084,1216966.0,17.0
1,1975-10-01,3.508995605999999E8,18.63749885559082,0.0,307483.35363887274,1219196.0,17.0
1,1975-11-01,3.442422198E8,18.63749885559082,0.0,301649.71165554057,1221426.0,17.0
1,1975-12-01,3.4645093409999996E8,18.63749885559082,0.0,303585.17259410454,1223656.0,17.0
1,1976-01-01,4.1755290629999995E8,16.458749771118164,0.0,377966.6654991461,1225894.0,17.0
1,1976-02-01,3.851892054E8,16.458749771118164,0.0,348671.21294618124,1228376.0,17.0
1,1976-03-01,3.801384387E8,16.458749771118164,0.0,344099.31564986345,1230858.0,17.0
1,1976-04-01,3.5562355829999995E8,16.458749771118164,0.0,309904.48285697453,1233340.0,17.0
1,1976-05-01,3.8049801809999996E8,16.458749771118164,0.0,331581.09826952167,1235822.0,17.0
1,1976-06-01,3.814691778E8,16.458749771118164,0.0,332427.38146232726,1238304.0,17.0
1,1976-07-01,3.9870677849999994E8,16.458749771118164,0.0,347448.879628182,1240786.0,17.0
1,1976-08-01,3.8323900590000004E8,16.458749771118164,0.0,333969.65582455223,1243268.0,17.0
1,1976-09-01,3.521356059E8,16.458749771118164,0.0,306864.89300138864,1245750.0,17.0
1,1976-10-01,3.6822795029999995E8,16.458749771118164,0.0,320888.45029478805,1248232.0,17.0
1,1976-11-01,3.534655058999999E8,16.458749771118164,0.0,308023.8454005959,1250714.0,17.0
1,1976-12-01,3.5308532609999996E8,16.458749771118164,0.0,307692.5914977396,1253196.0,17.0
1,1977-01-01,3.858143832E8,14.647499084472656,0.0,347440.07572215266,1255680.0,17.0
1,1977-02-01,4.10095866E8,14.647499084472656,0.0,369306.4140485432,1257983.0,17.0
1,1977-03-01,3.898719338999999E8,14.647499084472656,0.0,351094.07421820343,1260286.0,17.0
1,1977-04-01,3.873572081999999E8,14.647499084472656,0.0,348829.44352093904,1262589.0,17.0
1,1977-05-01,4.064786073E8,14.647499084472656,0.0,366048.9682030534,1264892.0,17.0
1,1977-06-01,4.061134974E8,14.647499084472656,0.0,365720.1732805765,1267195.0,17.0
1,1977-07-01,4.348822332E8,14.647499084472656,0.0,391627.4529191021,1269498.0,17.0
1,1977-08-01,4.144581414000001E8,14.647499084472656,0.0,373234.8327764634,1271801.0,17.0
1,1977-09-01,3.8343540179999995E8,14.647499084472656,0.0,345297.7093424362,1274104.0,17.0
1,1977-10-01,3.903259826999999E8,14.647499084472656,0.0,351502.90985248395,1276407.0,17.0
1,1977-11-01,3.720283152E8,14.647499084472656,0.0,335025.18411398266,1278710.0,17.0
1,1977-12-01,4.038773253E8,14.647499084472656,0.0,363706.392498857,1281013.0,17.0
1,1978-01-01,4.2138126179999995E8,19.258251190185547,0.0,387961.9979641013,1283321.0,17.0
1,1978-02-01,4.323728808000001E8,19.258251190185547,0.0,398081.85711334355,1285350.0,17.0
1,1978-03-01,3.9932325600000006E8,19.258251190185547,0.0,367653.390351044,1287379.0,17.0
1,1978-04-01,3.949202541E8,19.258251190185547,0.0,350333.4369670344,1289408.0,17.0
1,1978-05-01,4.192170896999999E8,19.258251190185547,0.0,371887.19928398414,1291437.0,17.0
1,1978-06-01,4.287320484E8,19.258251190185547,0.0,380327.8825121255,1293466.0,17.0
1,1978-07-01,4.3840867109999996E8,19.258251190185547,0.0,388912.00734042877,1295495.0,17.0
1,1978-08-01,4.317501627E8,19.258251190185547,0.0,383005.2256722929,1297524.0,17.0
1,1978-09-01,4.031627808000001E8,19.258251190185547,0.0,357645.378828946,1299553.0,17.0
1,1978-10-01,3.9914820390000004E8,19.258251190185547,0.0,354084.0258016935,1301582.0,17.0
1,1978-11-01,3.957763116000001E8,19.258251190185547,0.0,351092.8479380728,1303611.0,17.0
1,1978-12-01,3.954992184E8,19.258251190185547,0.0,350847.0636394642,1305640.0,17.0
1,1979-01-01,4.2589556700000006E8,17.6564998626709,0.0,390692.412087776,1307676.0,17.0
1,1979-02-01,4.2142238070000005E8,17.6564998626709,0.0,386588.9914359495,1309753.0,17.0
1,1979-03-01,4.3450250040000004E8,17.6564998626709,0.0,398587.9547772404,1311830.0,17.0
1,1979-04-01,4.0601609040000004E8,17.6564998626709,0.0,372456.1376061236,1313907.0,17.0
1,1979-05-01,4.436906151E8,17.6564998626709,0.0,407016.55440743774,1315984.0,17.0
1,1979-06-01,4.611658245E8,17.6564998626709,0.0,423047.34734096535,1318061.0,17.0
1,1979-07-01,4.669912242E8,17.6564998626709,0.0,428391.26767151215,1320138.0,17.0
1,1979-08-01,4.6932639990000004E8,17.6564998626709,0.0,430533.4254391928,1322215.0,17.0
1,1979-09-01,4.229204982E8,17.6564998626709,0.0,387963.252886175,1324292.0,17.0
1,1979-10-01,4.254273882E8,17.6564998626709,0.0,390262.98819960613,1326369.0,17.0
1,1979-11-01,4.437920802E8,17.6564998626709,0.0,407109.65718689834,1328446.0,17.0
1,1979-12-01,4.293831213E8,17.6564998626709,0.0,393891.6963896811,1330523.0,17.0
1,1980-01-01,4.779887313E8,24.080001831054688,0.0,452754.34254822746,1332600.0,17.0
1,1980-02-01,4.507093854E8,24.080001831054688,0.0,426915.1511419589,1334655.0,17.0
1,1980-03-01,4.33552572E8,24.080001831054688,0.0,410664.09821626014,1336710.0,17.0
1,1980-04-01,4.2549886379999995E8,24.080001831054688,0.0,403035.6216695568,1338765.0,17.0
1,1980-05-01,4.6617957179999995E8,24.080001831054688,0.0,441568.6222679016,1340820.0,17.0
1,1980-06-01,4.8376582949999994E8,24.080001831054688,0.0,458226.4549902348,1342875.0,17.0
1,1980-07-01,4.8882833609999996E8,24.080001831054688,0.0,463021.724409134,1344930.0,17.0
1,1980-08-01,4.833092583E8,24.080001831054688,0.0,457793.9800156652,1346985.0,17.0
1,1980-09-01,4.3643759190000004E8,24.080001831054688,0.0,413396.8097075196,1349040.0,17.0
1,1980-10-01,4.2813952109999996E8,24.080001831054688,0.0,405536.84458183334,1351095.0,17.0
1,1980-11-01,4.155169131E8,24.080001831054688,0.0,393580.5866433416,1353150.0,17.0
1,1980-12-01,4.3323792809999996E8,24.080001831054688,0.0,410366.0891443613,1355205.0,17.0
1,1981-01-01,5.008277438999999E8,22.007999420166016,0.0,495381.73101591616,1357261.0,17.0
1,1981-02-01,4.9081131989999986E8,22.007999420166016,0.0,485474.1912122571,1359195.0,17.0
1,1981-03-01,4.861343343000001E8,22.007999420166016,0.0,480848.0635957752,1361129.0,17.0
1,1981-04-01,4.617205893E8,22.007999420166016,0.0,425595.5759742368,1363063.0,17.0
1,1981-05-01,5.06325231E8,22.007999420166016,0.0,466710.3192251602,1364997.0,17.0
1,1981-06-01,5.041659207E8,22.007999420166016,0.0,464719.91789199185,1366931.0,17.0
1,1981-07-01,5.133375237E8,22.007999420166016,0.0,473173.93752602424,1368865.0,17.0
1,1981-08-01,5.0500385099999994E8,22.007999420166016,0.0,465492.28842365043,1370799.0,17.0
1,1981-09-01,4.737602073E8,22.007999420166016,0.0,436693.1809726293,1372733.0,17.0
1,1981-10-01,4.9164341129999995E8,22.007999420166016,0.0,453177.20584374695,1374667.0,17.0
1,1981-11-01,4.771372562999999E8,22.007999420166016,0.0,439806.01314728876,1376601.0,17.0
1,1981-12-01,4.724732718E8,22.007999420166016,0.0,435506.9723753095,1378535.0,17.0
1,1982-01-01,5.0520717179999995E8,23.121498107910156,0.0,376567.7109709154,1380478.0,17.0
1,1982-02-01,5.482463784000001E8,23.121498107910156,0.0,408647.8940348334,1382288.0,17.0
1,1982-03-01,5.156378634E8,23.121498107910156,0.0,384342.4289366961,1384098.0,17.0
1,1982-04-01,4.841037326999999E8,23.121498107910156,0.0,360837.7461972841,1385908.0,17.0
1,1982-05-01,5.1998779709999996E8,23.121498107910156,0.0,387584.78380207793,1387718.0,17.0
1,1982-06-01,5.307202935E8,23.121498107910156,0.0,395584.46182520245,1389528.0,17.0
1,1982-07-01,5.450512902E8,23.121498107910156,0.0,406266.3967095866,1391338.0,17.0
1,1982-08-01,5.2700691629999995E8,23.121498107910156,0.0,392816.61152965686,1393148.0,17.0
1,1982-09-01,4.949555847E8,23.121498107910156,0.0,368926.3902093012,1394958.0,17.0
1,1982-10-01,5.073572541E8,23.121498107910156,0.0,378170.2881430536,1396768.0,17.0
1,1982-11-01,4.995405605999999E8,23.121498107910156,0.0,372343.90230582,1398578.0,17.0
1,1982-12-01,5.005773549E8,23.121498107910156,0.0,373116.73581217567,1400388.0,17.0
1,1983-01-01,5.1295866329999995E8,22.63050079345703,0.0,389782.7736583888,1402208.0,17.0
1,1983-02-01,5.337262983E8,22.63050079345703,0.0,405563.54540147446,1404313.0,17.0
1,1983-03-01,5.1702521759999996E8,22.63050079345703,0.0,392872.7967163207,1406418.0,17.0
1,1983-04-01,4.966517955E8,22.63050079345703,0.0,377391.6073462461,1408523.0,17.0
1,1983-05-01,5.333948118E8,22.63050079345703,0.0,405311.6581689717,1410628.0,17.0
1,1983-06-01,5.1062584259999996E8,22.63050079345703,0.0,388010.12527288985,1412733.0,17.0
1,1983-07-01,5.458400169E8,22.63050079345703,0.0,414768.3838543405,1414838.0,17.0
1,1983-08-01,5.462649873000001E8,22.63050079345703,0.0,415091.2682846989,1416943.0,17.0
1,1983-09-01,4.9204086720000005E8,22.63050079345703,0.0,373887.9284870205,1419048.0,17.0
1,1983-10-01,5.168909483999999E8,22.63050079345703,0.0,392770.80184563855,1421153.0,17.0
1,1983-11-01,4.958703258E8,22.63050079345703,0.0,376797.86068512755,1423258.0,17.0
1,1983-12-01,4.840989455999999E8,22.63050079345703,0.0,367853.08704767434,1425363.0,17.0
1,1984-01-01,5.60770563E8,25.871997833251953,0.0,413001.3969773031,1427471.0,17.0
1,1984-02-01,5.394239109E8,25.871997833251953,0.0,397279.8207752219,1429942.0,17.0
1,1984-03-01,5.261847339E8,25.871997833251953,0.0,387529.3114642869,1432413.0,17.0
1,1984-04-01,5.1125927309999996E8,25.871997833251953,0.0,376536.8725460372,1434884.0,17.0
1,1984-05-01,5.402563944E8,25.871997833251953,0.0,397892.97391132277,1437355.0,17.0
1,1984-06-01,5.409441185999999E8,25.871997833251953,0.0,380978.96590693714,1439826.0,17.0
1,1984-07-01,5.607505595999999E8,25.871997833251953,0.0,394928.31282713416,1442297.0,17.0
1,1984-08-01,5.3000175959999996E8,25.871997833251953,0.0,373272.42382049834,1444768.0,17.0
1,1984-09-01,5.095076004E8,25.871997833251953,0.0,358838.6557154916,1447239.0,17.0
1,1984-10-01,5.294444471999999E8,25.871997833251953,0.0,372879.881595736,1449710.0,17.0
1,1984-11-01,5.18952396E8,25.871997833251953,0.0,365490.4853524801,1452181.0,17.0
1,1984-12-01,5.236436826E8,25.871997833251953,0.0,368794.5239463196,1454652.0,17.0
1,1985-01-01,5.393881803E8,24.2760009765625,0.0,393509.8206065195,1457133.0,17.0
1,1985-02-01,5.440555061999999E8,24.2760009765625,0.0,396914.8268737102,1460015.0,17.0
1,1985-03-01,5.502221241E8,24.2760009765625,0.0,401413.71195895167,1462897.0,17.0
1,1985-04-01,5.207679099E8,24.2760009765625,0.0,379925.46359138784,1465779.0,17.0
1,1985-05-01,5.539368567E8,24.2760009765625,0.0,404123.7830462669,1468661.0,17.0
1,1985-06-01,5.525524935E8,24.2760009765625,0.0,385026.81847077236,1471543.0,17.0
1,1985-07-01,5.796836741999999E8,24.2760009765625,0.0,403932.18891817227,1474425.0,17.0
1,1985-08-01,5.741227655999999E8,24.2760009765625,0.0,400057.3013429997,1477307.0,17.0
1,1985-09-01,5.418366594E8,24.2760009765625,0.0,377559.8272102454,1480189.0,17.0
1,1985-10-01,5.3567532779999995E8,24.2760009765625,0.0,373266.55355973355,1483071.0,17.0
1,1985-11-01,5.218883753999999E8,24.2760009765625,0.0,363659.59960952005,1485953.0,17.0
1,1985-12-01,5.175572445E8,24.2760009765625,0.0,360641.57050801197,1488835.0,17.0
1,1986-01-01,5.821451979E8,28.35500144958496,0.0,406955.4732343182,1491720.0,17.0
1,1986-02-01,5.688945684E8,28.35500144958496,0.0,397692.4642491416,1494178.0,17.0
1,1986-03-01,5.532327093E8,28.35500144958496,0.0,386743.85674578714,1496636.0,17.0
1,1986-04-01,5.315591930999999E8,28.35500144958496,0.0,371592.6939140362,1499094.0,17.0
1,1986-05-01,5.820557570999999E8,28.35500144958496,0.0,406892.9485871653,1501552.0,17.0
1,1986-06-01,5.740864730999999E8,28.35500144958496,0.0,399761.1492846218,1504010.0,17.0
1,1986-07-01,6.083089449E8,28.35500144958496,0.0,423591.72638650413,1506468.0,17.0
1,1986-08-01,5.878067232E8,28.35500144958496,0.0,409315.18986408017,1508926.0,17.0
1,1986-09-01,5.503352433E8,28.35500144958496,0.0,383222.1056673301,1511384.0,17.0
1,1986-10-01,5.61797841E8,28.35500144958496,0.0,391204.04522170103,1513842.0,17.0
1,1986-11-01,5.509074245999999E8,28.35500144958496,0.0,383620.54437791836,1516300.0,17.0
1,1986-12-01,5.559579261E8,28.35500144958496,0.0,387137.46297540405,1518758.0,17.0
1,1987-01-01,6.210270429E8,27.328001022338867,0.0,435196.62818852573,1521219.0,17.0
1,1987-02-01,6.589176393000001E8,27.328001022338867,0.0,461749.1423218287,1523707.0,17.0
1,1987-03-01,6.053855781E8,27.328001022338867,0.0,424235.5285850457,1526195.0,17.0
1,1987-04-01,5.725984749E8,27.328001022338867,0.0,401259.3385996826,1528683.0,17.0
1,1987-05-01,6.265879481999999E8,27.328001022338867,0.0,439093.45578380855,1531171.0,17.0
1,1987-06-01,6.102807975E8,27.328001022338867,0.0,421400.3394710379,1533659.0,17.0
1,1987-07-01,6.249528447E8,27.328001022338867,0.0,431531.3787888747,1536147.0,17.0
1,1987-08-01,6.179724E8,27.328001022338867,0.0,426711.4092570348,1538635.0,17.0
1,1987-09-01,5.708596485E8,27.328001022338867,0.0,394179.97837883385,1541123.0,17.0
1,1987-10-01,5.873706311999999E8,27.328001022338867,0.0,405580.85216769,1543611.0,17.0
1,1987-11-01,5.796277526999999E8,27.328001022338867,0.0,400234.3347891006,1546099.0,17.0
1,1987-12-01,5.719086614999999E8,27.328001022338867,0.0,394904.31999355665,1548587.0,17.0
1,1988-01-01,6.652373004E8,26.219999313354492,0.0,466493.7314830733,1551082.0,17.0
1,1988-02-01,7.083885065999999E8,26.219999313354492,0.0,496753.31019813207,1553884.0,17.0
1,1988-03-01,6.639029874E8,26.219999313354492,0.0,465558.09665478097,1556686.0,17.0
1,1988-04-01,6.447403314E8,26.219999313354492,0.0,452120.4389422513,1559488.0,17.0
1,1988-05-01,7.016025201E8,26.219999313354492,0.0,491994.6740187748,1562290.0,17.0
1,1988-06-01,6.919889265E8,26.219999313354492,0.0,477743.2523182961,1565092.0,17.0
1,1988-07-01,7.048701648000001E8,26.219999313354492,0.0,486636.34664344747,1567894.0,17.0
1,1988-08-01,6.899278562999998E8,26.219999313354492,0.0,476320.2610071612,1570696.0,17.0
1,1988-09-01,6.368971580999999E8,26.219999313354492,0.0,439708.3641074887,1573498.0,17.0
1,1988-10-01,6.56598918E8,26.219999313354492,0.0,453310.2910520385,1576300.0,17.0
1,1988-11-01,6.441417839999999E8,26.219999313354492,0.0,444709.9502923759,1579102.0,17.0
1,1988-12-01,6.482747031E8,26.219999313354492,0.0,447563.2821102719,1581904.0,17.0
1,1989-01-01,6.947865786E8,25.65199851989746,0.0,481551.7305830421,1584706.0,17.0
1,1989-02-01,7.250347824E8,25.65199851989746,0.0,502516.5482158199,1587259.0,17.0
