Time (Month),Consumption (KWh) per household,Avg Tariff (c/KWh) per household,Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households),Percentage Renewable Production,System Production Primary Spot,System Production Secondary Spot,System Production Off Spot,System Production Rooftop PV,System Production Coal,System Production Water,System Production Wind,System Production Gas,System Production Solar,System Production Battery,Number of Active Actors,Primary Total Unmet Demand (MWh),Primary Total Unmet Demand (Hours),Primary Total Unmet Demand (Days),Primary Max Unmet Demand Per Hour (MWh),Secondary Total Unmet Demand (MWh),Secondary Total Unmet Demand (Hours),Secondary Total Unmet Demand (Days),Secondary Max Unmet Demand Per Hour (MWh)
2028-01-01,376.11214109161824,18.042938232421875,65.27574920654297,0.37296053864770495,3048062.0,0.28131853785956035,3237438.715682222,0.0,578486.001609315,406649.5703195268,2878727.627510058,265334.4662915565,173077.2096913873,24932.82094358005,26204.512722469135,0.0,194.0,5390.266130972383,10.0,2.0,1197.1073174907588,0.0,0.0,0.0,0.0
2028-02-01,338.3974553227735,18.042938232421875,58.45868682861328,0.3373452196313472,3052450.0,0.2672622638733939,2836888.82034854,0.0,602934.9675693096,438128.71735977445,2607860.2277667145,186498.80543182974,119424.57950899586,20795.830834469823,28237.666307759704,0.0,194.0,3256.588050555244,8.0,1.0,565.178445151797,0.0,0.0,0.0,0.0
2028-03-01,359.0492446770159,18.042938232421875,55.13139724731445,0.3562128010543274,3056838.0,0.2700417564913325,2963290.8548027026,0.0,691919.0369587381,512700.83970816893,2757096.1947749187,192025.51131755806,98001.24020487232,20905.66382128561,32944.725516165076,0.0,194.0,3242.144391867228,7.0,2.0,765.5337524685119,0.0,0.0,0.0,0.0
2028-04-01,323.1855063951502,18.042938232421875,40.320133209228516,0.3317166885936539,3061226.0,0.23991218399472314,2695540.3380518835,0.0,606470.24707505,436990.9126954247,2581161.660033425,149483.47956476224,54720.11825369703,12613.685910000011,28014.6595515057,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-05-01,365.89819364081717,18.042938232421875,50.60279083251953,0.3664521742257362,3065614.0,0.27780449109218164,3140838.9044830063,0.0,598110.3367365532,425095.4991258463,2853566.0805862574,270702.6363521797,109057.46922552002,13219.129759048428,27198.27931502695,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-06-01,384.6262559438072,18.042938232421875,64.3556137084961,0.3758444149622962,3070002.0,0.3130492109508087,3441686.668803364,0.0,494268.3432635744,332365.8234126788,2932361.403827282,394219.0950735189,201485.7581486652,15916.938953900097,21265.288688988006,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-07-01,394.7617657486526,18.042938232421875,67.16686248779297,0.3979109818929045,3074390.0,0.29843846467799917,3691517.892820314,0.0,353932.2074266168,196904.36601891305,3114568.6884713043,452050.8333837235,217075.21707949243,13529.565325793872,12585.830957870734,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-08-01,390.86863359423774,18.042938232421875,68.26496124267578,0.39750221499618027,3078778.0,0.29305618103979814,3705487.957851754,0.0,305788.3452751206,151926.74646494354,3116938.0893033654,455516.89193811436,225097.0779774747,13642.310072798784,9691.819109153384,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-09-01,343.504493433049,18.042938232421875,54.88522720336914,0.37306144345123815,3083166.0,0.22655677303098526,3255047.2120353845,0.0,275182.0685591655,127645.15320073153,2930213.302608339,311692.7064003239,102841.5390267208,12596.191200000008,8134.826204454533,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028-10-01,337.47091953695383,18.042938232421875,47.28603744506836,0.3742748144063448,3087554.0,0.19429351942489909,3157456.7062015138,0.0,319959.0839583659,165363.57779855133,2946506.5265310225,234256.96720387638,69258.97586661481,12998.569530000044,10538.621576422509,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
