Time (Year),Consumption (KWh) per household, Avg Tariff (c/KWh) per household,Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1982,4443.805396950331,23.121498107910156,0.0,3.299306910147261,1400388.0
1983,4375.488662697194,22.63050079345703,0.0,3.3120826058599553,1425363.0
1984,4435.528323984895,25.871997833251953,0.0,3.1713479803986586,1454652.0
1985,4434.753041478039,24.2760009765625,0.0,3.1384435084350923,1488835.0
1986,4522.539148172608,28.35500144958496,0.0,3.143005585832983,1518758.0
1987,4722.676378904762,27.328001022338867,0.0,3.270981491713472,1548587.0
1990,5337.9241275876575,23.83700180053711,0.0,3.441642560888959,1642964.0
1977,3772.6455389994953,14.647499084472656,0.0,3.3797420201960486,1281013.0
1978,3831.844867311035,19.258251190185547,0.0,3.4151234049231656,1305640.0
1979,3980.3028723081334,17.6564998626709,0.0,3.634816400168847,1330523.0
2024,6066.975478311177,11.623602231343588,39.222228050231934,1.1321840756302697,2885540.0
2025,6079.972971561532,12.81878654162089,43.70012537638346,1.223885122941511,2938336.0
1970,3014.0294756862863,30.423749923706055,0.0,2.51691628080763,1077383.0
2026,6056.3302081456095,14.27762770652771,47.714183489481606,1.2782987087660727,2991014.0
1971,3108.1937657167923,28.66499900817871,0.0,2.6535011127492543,1109081.0
2027,6065.511342325272,15.89618968963623,52.444396018981934,1.3601574503890976,3043672.0
1972,3140.4529433456482,27.037500381469727,0.0,2.750781190037246,1141526.0
2028,6076.423715530331,17.655319452285767,57.529714266459145,1.4438238633882028,3096330.0
1973,3259.802461303495,24.779998779296875,0.0,2.857894962617882,1174009.0
2029,6082.328578645002,20.76647726694743,68.97390492757161,1.5130667579641717,3148988.0
1974,3406.656931850183,21.47249984741211,0.0,3.001086988358028,1197251.0
1975,3554.752859342382,18.63749885559082,0.0,3.128207876500363,1223656.0
1976,3638.9307916580774,16.458749771118164,0.0,3.186429225164388,1253196.0
2030,6098.458876328308,25.480584621429443,85.1765406926473,1.580193892387868,3201646.0
2031,6131.952091967724,33.13720337549845,113.9115104675293,1.6436755144807262,3255394.0
2032,6157.280388009692,46.438501040140785,162.84196980794272,1.6809903630387901,3309243.0
2033,6200.511932079034,60.65315024058024,195.69229380289713,1.796028063988119,3363092.0
2034,6247.757464599716,71.47480328877766,224.01050313313803,1.8821918070183978,3416941.0
