Time (Year),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1989,5.210041417493405,25.65199851989746,6.6776189506287515,1612789.0
2013,6.426332282829866,10.002222061157227,8.17971665520635,2419078.0
2014,6.14307642824432,10.00224749247233,8.013950762031204,2456232.0
2015,6.008279222364379,10.002172152201334,8.003060964450947,2493503.0
2016,5.877690577937169,10.002529303232828,7.945382233415469,2530887.0
2017,5.668206006714754,78.63449541727702,6.758000174041022,2568389.0
2018,5.734616198200566,116.18382898966472,6.024045667886293,2606011.0
2000,7.202034125046574,10.002634207407633,9.477986798281592,1946073.0
2001,7.18691150632518,10.001968940099081,9.356006318084074,1977731.0
1990,5.337924127587657,23.83700180053711,6.83917821448408,1642964.0
1999,6.865840507151136,10.00480341911316,9.028729937782442,1913969.0
2002,7.144125718843361,10.002173026402792,9.134021515351419,2009524.0
1991,5.46166081774461,30.750999450683594,6.997715065952811,1672760.0
2003,7.210035404753332,10.002461194992065,9.224127470990695,2041274.0
1992,5.582628943456028,31.56300163269043,7.149704529647176,1701667.0
2004,7.224830625826129,10.002540906270346,9.255655501270054,2073511.0
1993,5.7011061179320945,31.992002487182617,7.159730715276727,1730441.0
2005,7.098569259787514,10.002542893091837,9.071336103267914,2121897.0
1994,5.814439233797713,32.94200134277344,7.035229978463909,1760059.0
2006,7.167913043584909,10.002477169036865,9.162457346782471,2160537.0
1995,5.921314267686884,33.93000030517578,7.164544284591971,1790511.0
2007,7.131008914666183,10.00234349568685,9.112275049487398,2197670.0
1996,6.023783616420056,28.39000129699707,7.288528013660068,1820812.0
2008,7.080822773639424,10.002213954925537,9.05960644263355,2234567.0
1997,6.123247685561663,27.715999603271484,7.408875439784648,1851354.0
2009,6.930057755090797,10.00212303797404,8.853474493313646,2271379.0
1998,6.218524150856068,26.20800018310547,7.524156062458346,1882431.0
2010,6.852120293621882,10.002088149388632,8.732456447566538,2308205.0
2011,6.640860842997578,10.002085049947103,8.454070279159383,2345086.0
2012,6.546463460048318,10.00210698445638,8.321869637952792,2382031.0
