ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1999-01-01,998949.4718999999,43.26786422729492,653828.7254449766,1885028.0
1,1999-02-01,1029276.6456000002,48.10953903198242,675219.6859469304,1887659.0
1,1999-03-01,991733.3447999998,48.01270294189453,811868.6769963199,1890290.0
1,1999-04-01,968881.1514000001,56.079227447509766,774462.3046873447,1892921.0
1,1999-05-01,1021889.1432,60.25128173828125,805794.3602090111,1895552.0
1,1999-06-01,1162224.861,61.359737396240234,907768.6033207297,1898183.0
1,1999-07-01,1214681.751,55.473453521728516,947787.4665439025,1900814.0
1,1999-08-01,1203629.3067,52.359310150146484,941862.2689522856,1903445.0
1,1999-09-01,1119503.2064999999,50.756736755371094,882118.2058657714,1906076.0
1,1999-10-01,1128438.9591,51.40385437011719,892230.5738066509,1908707.0
1,1999-11-01,1092251.0715,52.32636260986328,864027.8375158852,1911338.0
1,1999-12-01,1112762.037,53.20646667480469,889108.9587766302,1913969.0
1,2000-01-01,1087242.6441,55.07678985595703,867529.6065895652,1916604.0
1,2000-02-01,1133066.1129,54.925533294677734,890604.3642233103,1919283.0
1,2000-03-01,1170543.4539,53.342830657958984,929351.71639765,1921962.0
1,2000-04-01,1063687.5903,52.935546875,853704.6921669138,1924641.0
1,2000-05-01,1212278.7615,53.38386535644531,951935.9105318375,1927320.0
1,2000-06-01,1215462.8988,52.24205780029297,950943.9466519905,1929999.0
1,2000-07-01,1250063.3487,51.11527633666992,977747.626228279,1932678.0
1,2000-08-01,1233792.1469999999,50.210445404052734,967980.3371446453,1935357.0
1,2000-09-01,1142894.4591,49.61341857910156,908574.6399804711,1938036.0
1,2000-10-01,1164377.7774,49.61349868774414,921866.2814390939,1940715.0
1,2000-11-01,1115666.244,49.46577835083008,879728.1612283847,1943394.0
1,2000-12-01,1120640.472,49.19679641723633,900188.4748240964,1946073.0
1,2001-01-01,1186170.4107,49.53512954711914,934532.7408117463,1948757.0
1,2001-02-01,1132756.0464,49.433929443359375,884888.2656702932,1951391.0
1,2001-03-01,1177594.071,49.07386016845703,928912.8113840836,1954025.0
1,2001-04-01,1105803.4409999999,49.03797912597656,878934.0946439118,1956659.0
