ConsumerUnit,Time (month),Consumption (KWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1926-01-01,6327000.0,79.20000457763672,8323.262912392616,120574.0
1,1926-02-01,6201000.0,79.20000457763672,8157.508032202721,123176.0
1,1926-03-01,6141000.0,79.20000457763672,8078.577136874199,125778.0
1,1926-04-01,5832000.0,79.20000457763672,7672.083025932312,128380.0
1,1926-05-01,6396000.0,79.20000457763672,8414.033442020416,130982.0
1,1926-06-01,6369000.0,79.20000457763672,8378.514539122581,133584.0
1,1926-07-01,6486000.0,79.20000457763672,8532.429785013199,136186.0
1,1926-08-01,6381000.0,79.20000457763672,8394.300718188286,138788.0
1,1926-09-01,5985000.0,79.20000457763672,7873.356809020042,141390.0
1,1926-10-01,6210000.0,79.20000457763672,8169.347666501999,143992.0
1,1926-11-01,6027000.0,79.20000457763672,7928.608435750008,146594.0
1,1926-12-01,5970000.0,79.20000457763672,7853.624085187912,149196.0
1,1927-01-01,7899000.0,81.60000610351562,10391.252369999886,151798.0
1,1927-02-01,8574000.0,81.60000610351562,11279.224942445755,152359.0
1,1927-03-01,8064000.0,81.60000610351562,10608.31233215332,152920.0
1,1927-04-01,7568999.999999999,81.60000610351562,9957.132445693014,153481.0
1,1927-05-01,8130000.0,81.60000610351562,10695.136317014694,154042.0
1,1927-06-01,8297999.999999999,81.60000610351562,10916.142823934553,154603.0
1,1927-07-01,8523000.0,81.60000610351562,11212.133681416512,155164.0
1,1927-08-01,8241000.0,81.60000610351562,10841.15847337246,155725.0
1,1927-09-01,7740000.0,81.60000610351562,10182.085497379303,156286.0
1,1927-10-01,7935000.0,81.60000610351562,10438.610907196999,156847.0
1,1927-11-01,7812000.0,81.60000610351562,10276.802571773529,157408.0
1,1927-12-01,7827000.0,81.60000610351562,10296.53529560566,157969.0
1,1928-01-01,8985000.0,61.19999694824219,11582.507189512253,158539.0
1,1928-02-01,9348000.0,61.19999694824219,12052.432904720306,161376.0
1,1928-03-01,9054000.0,61.19999694824219,11675.941394090652,164213.0
1,1928-04-01,8697000.0,61.19999694824219,11210.572224855423,167050.0
1,1928-05-01,9342000.0,61.19999694824219,12043.749349594116,169887.0
1,1928-06-01,8943000.0,61.19999694824219,11528.059285283089,172724.0
1,1928-07-01,9561000.0,61.19999694824219,12326.398590445518,175561.0
1,1928-08-01,9567000.0,61.19999694824219,12336.461724758148,178398.0
1,1928-09-01,8619000.0,61.19999694824219,11112.890465855598,181235.0
1,1928-10-01,9054000.0,61.19999694824219,11669.610097646713,184072.0
1,1928-11-01,8685000.0,61.19999694824219,11196.077245473862,186909.0
1,1928-12-01,8478000.0,61.19999694824219,10930.102964401245,189746.0
1,1929-01-01,9264000.0,59.39999771118164,11941.476327896118,192592.0
1,1929-02-01,9081000.0,59.39999771118164,11708.770597100258,193218.0
1,1929-03-01,8994000.0,59.39999771118164,11595.577903747559,193844.0
1,1929-04-01,8541000.0,59.39999771118164,11009.4857275486,194470.0
1,1929-05-01,9366000.0,59.39999771118164,12073.530201673508,195096.0
1,1929-06-01,9327000.0,59.39999771118164,12026.036827325821,195722.0
1,1929-07-01,9498000.0,59.39999771118164,12244.865266799927,196348.0
1,1929-08-01,9342000.0,59.39999771118164,12042.573331832886,196974.0
1,1929-09-01,8763000.0,59.39999771118164,11296.629234552383,197600.0
1,1929-10-01,9096000.0,59.39999771118164,11728.017897605896,198226.0
1,1929-11-01,8826000.0,59.39999771118164,11379.731843948364,198852.0
1,1929-12-01,8742000.0,59.39999771118164,11270.838320016861,199478.0
