ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1999-01-01,998949.0,80.0,1213467.406058878,1885028.0
1,1999-02-01,1029276.0,80.0,1250305.77106955,1887659.0
1,1999-03-01,991734.0,80.0,1204703.4061479268,1890290.0
1,1999-04-01,968879.9999999999,80.0,1176940.6488911088,1892921.0
1,1999-05-01,1021890.0,80.0,1241334.199999314,1895552.0
1,1999-06-01,1162224.0,80.0,1411802.085911593,1898183.0
1,1999-07-01,1214682.0,80.0,1475525.7850362924,1900814.0
1,1999-08-01,1203630.0,80.0,1462102.750101528,1903445.0
1,1999-09-01,1119504.0,80.0,1359910.1686444064,1906076.0
1,1999-10-01,1128438.0,80.0,1370764.1234285214,1908707.0
1,1999-11-01,1092252.0,80.0,1326807.5093738888,1911338.0
1,1999-12-01,1112763.0,80.0,1351722.574637743,1913969.0
1,2000-01-01,1087242.0,80.0,1320717.0696870952,1916604.0
1,2000-02-01,1133067.0,80.0,1376385.7342675072,1919283.0
1,2000-03-01,1170543.0,80.0,1421911.6957850559,1921962.0
1,2000-04-01,1063689.0,80.0,1292109.532961016,1924641.0
1,2000-05-01,1212279.0,80.0,1472608.611021588,1927320.0
1,2000-06-01,1215462.0,80.0,1476476.9980417553,1929999.0
1,2000-07-01,1250064.0,80.0,1518505.643145875,1932678.0
1,2000-08-01,1233792.0,80.0,1498741.2410720014,1935357.0
1,2000-09-01,1142895.0,80.0,1388325.1060881144,1938036.0
1,2000-10-01,1164378.0,80.0,1414419.3809811855,1940715.0
1,2000-11-01,1115667.0,80.0,1355248.203684556,1943394.0
1,2000-12-01,1120641.0,80.0,1361292.9013746497,1946073.0
1,2001-01-01,1186170.0,80.0,1440529.968153472,1948757.0
1,2001-02-01,1132755.0,80.0,1375662.2024849786,1951391.0
1,2001-03-01,1177593.0,80.0,1430113.2833237683,1954025.0
1,2001-04-01,1105803.0,80.0,1342925.1435599255,1956659.0
1,2001-05-01,1220427.0,80.0,1482130.019860633,1959293.0
1,2001-06-01,1210110.0,80.0,1469603.7688599986,1961927.0
1,2001-07-01,1268232.0,90.0,1540184.6614765476,1964561.0
1,2001-08-01,1275387.0,90.0,1548876.700511177,1967195.0
1,2001-09-01,1153926.0,80.0,1401375.594644103,1969829.0
1,2001-10-01,1174887.0,80.0,1426827.912504594,1972463.0
1,2001-11-01,1116111.0,80.0,1355445.5221592314,1975097.0
1,2001-12-01,1087431.0,80.0,1320617.7091133841,1977731.0
1,2002-01-01,1131567.0,80.0,1374216.999483403,1980374.0
1,2002-02-01,1078371.0,80.0,1309613.5264103685,1983024.0
1,2002-03-01,1156500.0,80.0,1404497.1498335486,1985674.0
1,2002-04-01,1120902.0,80.0,1361801.7478027565,1988324.0
1,2002-05-01,1228221.0,80.0,1492185.7845866382,1990974.0
1,2002-06-01,1236008.9999999998,90.0,1501644.5633146788,1993624.0
1,2002-07-01,1307682.0,90.0,1588719.092253269,1996274.0
1,2002-08-01,1286052.0,90.0,1562443.6477134142,1998924.0
1,2002-09-01,1186854.0,80.0,1441921.2377260686,2001574.0
1,2002-10-01,1197720.0,80.0,1455126.5710023874,2004224.0
1,2002-11-01,1149702.0,80.0,1396792.6452852904,2006874.0
1,2002-12-01,1173603.0,80.0,1425831.4253393414,2009524.0
1,2003-01-01,1200897.0,80.0,1458983.141464664,2012179.0
1,2003-02-01,1125936.0,80.0,1367917.6348280625,2014824.0
1,2003-03-01,1193580.0,80.0,1450096.8278203837,2017469.0
1,2003-04-01,1142787.0,80.0,1388391.784371195,2020114.0
1,2003-05-01,1249980.0,80.0,1518616.8528392566,2022759.0
1,2003-06-01,1252548.0,90.0,1521740.8953692901,2025404.0
1,2003-07-01,1325028.0,90.0,1609794.64989543,2028049.0
1,2003-08-01,1308330.0,90.0,1589507.6880489925,2030694.0
1,2003-09-01,1218420.0,80.0,1480275.9074015878,2033339.0
1,2003-10-01,1238805.0,80.0,1505045.7210643438,2035984.0
1,2003-11-01,1149450.0,80.0,1396483.7056833615,2038629.0
1,2003-12-01,1207524.0,80.0,1467038.5084264732,2041274.0
1,2004-01-01,1166469.0,80.0,1417162.4181331112,2043921.0
1,2004-02-01,1176549.0,80.0,1429406.6792275032,2046611.0
1,2004-03-01,1232160.0,80.0,1496969.143919925,2049301.0
1,2004-04-01,1166097.0,80.0,1416712.1022695545,2051991.0
1,2004-05-01,1287945.0,90.0,1564740.0380374629,2054681.0
1,2004-06-01,1297125.0,90.0,1575896.23449,2057371.0
1,2004-07-01,1354059.0,90.0,1645066.7053796928,2060061.0
1,2004-08-01,1331985.0,90.0,1618243.0736239634,2062751.0
1,2004-09-01,1237551.0,90.0,1503518.5908410025,2065441.0
1,2004-10-01,1222962.0,80.0,1485794.515350764,2068131.0
1,2004-11-01,1201908.0,80.0,1460216.3132682652,2070821.0
1,2004-12-01,1199478.0,80.0,1457262.5421947287,2073511.0
1,2005-01-01,1227852.0,80.0,1491732.9470798182,2076203.0
1,2005-02-01,1133799.0,80.0,1377471.9626389768,2080357.0
1,2005-03-01,1230054.0,80.0,1494409.4375986566,2084511.0
1,2005-04-01,1185414.0,80.0,1421213.9309997577,2088665.0
1,2005-05-01,1289958.0,90.0,1598268.831409273,2092819.0
1,2005-06-01,1286373.0,90.0,1621379.124380773,2096973.0
1,2005-07-01,1345383.0,90.0,1683220.970214432,2101127.0
1,2005-08-01,1340115.0,90.0,1666904.3436602543,2105281.0
1,2005-09-01,1235432.9999999998,90.0,1514761.1338587415,2109435.0
1,2005-10-01,1214871.0,80.0,1517435.6566581044,2113589.0
1,2005-11-01,1185993.0,80.0,1483611.1470724524,2117743.0
1,2005-12-01,1225113.0,80.0,1523921.766194693,2121897.0
1,2006-01-01,1275447.0,90.0,1579766.7080108342,2126052.0
1,2006-02-01,1155381.0,90.0,1425979.931443162,2129187.0
1,2006-03-01,1288020.0,90.0,1636293.3055629719,2132322.0
1,2006-04-01,1199397.0,80.0,1541299.3032222823,2135457.0
1,2006-05-01,1350768.0,90.0,1698536.6766394547,2138592.0
1,2006-06-01,1360611.0,130.0,1646870.0574192312,2141727.0
1,2006-07-01,1383684.0,130.0,1686853.967464847,2144862.0
1,2006-08-01,1359513.0,130.0,1654344.5213827249,2147997.0
1,2006-09-01,1247756.9999999998,90.0,1515090.6788084118,2151132.0
1,2006-10-01,1270248.0,80.0,1568151.6856750916,2154267.0
1,2006-11-01,1226544.0,80.0,1536458.7947267918,2157402.0
1,2006-12-01,1245545.9999999998,80.0,1616496.566292293,2160537.0
1,2007-01-01,1292007.0,90.0,1633583.7019299164,2163680.0
1,2007-02-01,1258203.0,130.0,1582500.957385822,2166770.0
1,2007-03-01,1291746.0,90.0,1613542.9456179454,2169860.0
1,2007-04-01,1185813.0,80.0,1437787.7658913252,2172950.0
1,2007-05-01,1290003.0,90.0,1581328.3129401233,2176040.0
1,2007-06-01,1358625.0,130.0,1628569.5405063052,2179130.0
1,2007-07-01,1431846.0,130.0,1773799.098565961,2182220.0
1,2007-08-01,1374282.0,130.0,1752971.2484736019,2185310.0
1,2007-09-01,1265964.0,90.0,1598701.2855776353,2188400.0
1,2007-10-01,1289937.0,90.0,1669877.3401003953,2191490.0
1,2007-11-01,1249404.0,90.0,1574238.39340684,2194580.0
1,2007-12-01,1262273.9999999998,80.0,1578434.0310131288,2197670.0
1,2008-01-01,1319157.0,90.0,1668386.1523835093,2200764.0
1,2008-02-01,1232949.0,90.0,1579967.894845355,2203837.0
1,2008-03-01,1317741.0,90.0,1646767.5416956984,2206910.0
1,2008-04-01,1240224.0,90.0,1525004.4110352797,2209983.0
1,2008-05-01,1351824.0,90.0,1635842.4732098526,2213056.0
1,2008-06-01,1325859.0,130.0,1655647.0241083947,2216129.0
1,2008-07-01,1443504.0,130.0,1814806.4714098773,2219202.0
1,2008-08-01,1436412.0,130.0,1798915.362868176,2222275.0
1,2008-09-01,1286706.0,90.0,1603087.6101018058,2225348.0
1,2008-10-01,1300290.0000000002,90.0,1650322.1018629314,2228421.0
1,2008-11-01,1224894.0,80.0,1581642.746212607,2231494.0
1,2008-12-01,1216611.0,80.0,1589083.0162707635,2234567.0
1,2009-01-01,1319859.0,90.0,1610475.0187694998,2237642.0
1,2009-02-01,1212945.0,90.0,1500572.3840349664,2240709.0
1,2009-03-01,1267881.0,80.0,1621371.3918070719,2243776.0
1,2009-04-01,1218423.0,80.0,1528834.3461477628,2246843.0
1,2009-05-01,1323783.0,90.0,1655113.828593035,2249910.0
1,2009-06-01,1346004.0,90.0,1673027.0856293053,2252977.0
1,2009-07-01,1373874.0,90.0,1683456.0688153515,2256044.0
1,2009-08-01,1310793.0,90.0,1622756.3538609515,2259111.0
1,2009-09-01,1230639.0,80.0,1514766.480105443,2262178.0
1,2009-10-01,1264545.0,80.0,1565306.8771326568,2265245.0
1,2009-11-01,1268067.0,90.0,1546030.4841405298,2268312.0
1,2009-12-01,1254734.9999999998,80.0,1575966.2298391976,2271379.0
1,2010-01-01,1279311.0,90.0,1580960.127674913,2274457.0
1,2010-02-01,1226133.0,90.0,1481657.5933217907,2277525.0
1,2010-03-01,1287123.0,80.0,1589629.5955463108,2280593.0
1,2010-04-01,1184640.0,80.0,1435879.868165069,2283661.0
1,2010-05-01,1299636.0,90.0,1561798.5428074072,2286729.0
1,2010-06-01,1349655.0,90.0,1631518.019711117,2289797.0
1,2010-07-01,1412193.0,130.0,1740607.3288732965,2292865.0
1,2010-08-01,1385535.0,90.0,1690442.8652946188,2295933.0
1,2010-09-01,1278366.0,90.0,1553465.3365263685,2299001.0
