ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1999-01-01,998949.4718999999,10.05176067352295,1037510.161884926,1885028.0
1,1999-02-01,1029276.6456000002,15.248473167419434,1071387.7206506848,1887659.0
1,1999-03-01,991733.3447999998,15.179211616516113,1019823.6534696678,1890290.0
1,1999-04-01,968881.1514000001,14.569292068481445,1057006.4915322545,1892921.0
1,1999-05-01,1021889.1432,12.40906047821045,1159300.9043457939,1895552.0
1,1999-06-01,1162224.861,11.791655540466309,1320618.9317993752,1898183.0
1,1999-07-01,1214681.751,11.414444923400879,1380630.1151791175,1900814.0
1,1999-08-01,1203629.3067,11.187198638916016,1366920.451325665,1903445.0
1,1999-09-01,1119503.2064999999,11.057430267333984,1269593.8951475164,1906076.0
1,1999-10-01,1128438.9591,10.988480567932129,1278511.1185851446,1908707.0
1,1999-11-01,1092251.0715,10.949158668518066,1237348.0996607838,1911338.0
1,1999-12-01,1112762.037,10.919672012329102,1257076.1010456479,1913969.0
1,2000-01-01,1087242.6441,10.924041748046875,1234272.1751586776,1916604.0
1,2000-02-01,1133066.1129,10.881043434143066,1291446.8724090694,1919283.0
1,2000-03-01,1170543.4539,10.809489250183105,1330612.9135055412,1921962.0
1,2000-04-01,1063687.5903,10.77335262298584,1205632.5005043137,1924641.0
1,2000-05-01,1212278.7615,10.762959480285645,1382087.5345191003,1927320.0
1,2000-06-01,1215462.8988,10.715840339660645,1387052.21160266,1929999.0
1,2000-07-01,1250063.3487,10.670462608337402,1426639.2055862295,1932678.0
1,2000-08-01,1233792.1469999999,10.63190746307373,1406938.762607502,1935357.0
1,2000-09-01,1142894.4591,10.603108406066895,1298734.0378149748,1938036.0
1,2000-10-01,1164377.7774,10.593456268310547,1324593.898682811,1940715.0
1,2000-11-01,1115666.244,10.580426216125488,1270544.7412074923,1943394.0
1,2000-12-01,1120640.472,10.564648628234863,1269889.752392592,1946073.0
1,2001-01-01,1186170.4107,10.567728996276855,1350914.077149056,1948757.0
1,2001-02-01,1132756.0464,10.553804397583008,1293040.2035617153,1951391.0
1,2001-03-01,1177594.071,10.533517837524414,1340701.6566284683,1954025.0
1,2001-04-01,1105803.4409999999,10.523605346679688,1256364.5130731126,1956659.0
1,2001-05-01,1220425.6422,10.520413398742676,1392625.6910365764,1959293.0
1,2001-06-01,1210108.9401,10.50539493560791,1383363.397768599,1961927.0
1,2001-07-01,1268233.1508,10.486702919006348,1449612.4204321613,1964561.0
1,2001-08-01,1275387.0459,10.470203399658203,1458559.677217855,1967195.0
1,2001-09-01,1153927.4124,10.453336715698242,1313283.7255311564,1969829.0
1,2001-10-01,1174888.2081,10.448883056640625,1336293.9398634327,1972463.0
1,2001-11-01,1116109.9593,10.446013450622559,1269071.3048527013,1975097.0
1,2001-12-01,1087431.3516,10.443742752075195,1230603.9335483566,1977731.0
1,2002-01-01,1131566.4642,10.450061798095703,1286448.94530489,1980374.0
1,2002-02-01,1078370.8926,10.44788646697998,1228459.868345978,1983024.0
1,2002-03-01,1156500.4179,10.441823959350586,1314272.137745191,1985674.0
1,2002-04-01,1120902.8457,10.44039535522461,1274405.7537837217,1988324.0
1,2002-05-01,1228222.3116,10.438274383544922,1402230.6060269908,1990974.0
1,2002-06-01,1236008.3477999999,10.429193496704102,1413117.459037336,1993624.0
1,2002-07-01,1307683.0292999998,10.418261528015137,1494382.968271152,1996274.0
1,2002-08-01,1286051.8881,10.408858299255371,1469982.1011818838,1998924.0
1,2002-09-01,1186853.9013,10.399733543395996,1352240.1141005557,2001574.0
1,2002-10-01,1197718.5977999999,10.395952224731445,1363073.380514025,2004224.0
1,2002-11-01,1149700.9296,10.393908500671387,1309875.243294796,2006874.0
1,2002-12-01,1173603.828,10.390496253967285,1334543.760807789,2009524.0
1,2003-01-01,1200896.5245,10.389699935913086,1371461.927547708,2012179.0
1,2003-02-01,1125935.5239,10.383431434631348,1285022.8707936923,2014824.0
1,2003-03-01,1193581.4375999998,10.378342628479004,1361190.4820401531,2017469.0
1,2003-04-01,1142785.8849,10.37445068359375,1300464.6718183097,2020114.0
1,2003-05-01,1249979.1771,10.373221397399902,1427763.190989245,2022759.0
1,2003-06-01,1252547.0772,10.367759704589844,1433248.4184991822,2025404.0
1,2003-07-01,1325027.5881,10.360462188720703,1518218.31543205,2028049.0
1,2003-08-01,1308328.5851999999,10.351974487304688,1497141.2494970977,2030694.0
1,2003-09-01,1218419.6304,10.345459938049316,1389909.549685525,2033339.0
1,2003-10-01,1238805.5598,10.34254264831543,1414197.6162105738,2035984.0
1,2003-11-01,1149450.6963,10.339028358459473,1311113.9742135538,2038629.0
1,2003-12-01,1207523.2797,10.336455345153809,1375174.224336763,2041274.0
1,2004-01-01,1166467.5237,10.335427284240723,1329548.2937195397,2043921.0
1,2004-02-01,1176548.0229,10.333684921264648,1344993.7057528985,2046611.0
1,2004-03-01,1232158.647,10.329337120056152,1406449.533263002,2049301.0
1,2004-04-01,1166096.7651,10.326529502868652,1331825.234452454,2051991.0
1,2004-05-01,1287945.5643,10.323324203491211,1474168.9015184874,2054681.0
1,2004-06-01,1297125.8433,10.318363189697266,1487398.988576928,2057371.0
1,2004-07-01,1354059.1949999998,10.311992645263672,1553722.922223541,2060061.0
1,2004-08-01,1331983.7343000001,10.305339813232422,1525111.8846553075,2062751.0
1,2004-09-01,1237550.4108,10.300827026367188,1414723.3225413512,2065441.0
1,2004-10-01,1222962.4182,10.29775333404541,1395614.7554863903,2068131.0
1,2004-11-01,1201907.9538,10.296066284179688,1372222.9257898862,2070821.0
1,2004-12-01,1199476.8573,10.294110298156738,1366558.985135802,2073511.0
1,2005-01-01,1227851.2692,10.293647766113281,1405595.9477563612,2076203.0
1,2005-02-01,1133798.2311,10.289905548095703,1293605.3479738282,2080357.0
1,2005-03-01,1230053.8941,10.287140846252441,1398546.7582647873,2084511.0
1,2005-04-01,1185413.9769,10.286665916442871,1349064.530532249,2088665.0
1,2005-05-01,1289958.1337999997,10.285637855529785,1472979.1254869853,2092819.0
1,2005-06-01,1286374.1937,10.282548904418945,1470794.74949688,2096973.0
