Time (Month),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999-01-01,0.5299388125799723,10.05176067352295,0.5503950932744374,1885028.0
1999-02-01,0.5452661868483661,15.248473167419434,0.5675748218564289,1887659.0
1999-03-01,0.5246461521777082,15.179211616516113,0.5395064532265779,1890290.0
1999-04-01,0.5118444589076881,14.569292068481445,0.5583996857408494,1892921.0
1999-05-01,0.5390984393991829,12.40906047821045,0.6115901354042484,1895552.0
1999-06-01,0.6122828383775432,11.791655540466309,0.695727931289752,1898183.0
1999-07-01,0.6390324092730798,11.414444923400879,0.7263362513002942,1900814.0
1999-08-01,0.6323425420750272,11.187198638916016,0.7181297338907429,1903445.0
1999-09-01,0.5873340045202815,11.057430267333984,0.6660772682450838,1906076.0
1999-10-01,0.5912059839462003,10.988480567932129,0.669831000035702,1908707.0
1999-11-01,0.5714589073204216,10.949158668518066,0.6473727303390524,1911338.0
1999-12-01,0.5813897717256653,10.919672012329102,0.6567902097921376,1913969.0
2000-01-01,0.5672755691838273,10.924041748046875,0.6439891470322913,1916604.0
2000-02-01,0.5903590689856577,10.881043434143066,0.6728798579516775,1919283.0
2000-03-01,0.6090357145458651,10.809489250183105,0.6923200945208808,1921962.0
2000-04-01,0.552668069006116,10.77335262298584,0.6264194208189027,1924641.0
2000-05-01,0.6289971307307557,10.762959480285645,0.7171033012261069,1927320.0
2000-06-01,0.6297738366703817,10.715840339660645,0.7186802747579972,1929999.0
2000-07-01,0.6468037484775012,10.670462608337402,0.7381670436493971,1932678.0
2000-08-01,0.6375010527773429,10.63190746307373,0.7269660133027147,1935357.0
2000-09-01,0.5897178896573645,10.603108406066895,0.670128954165441,1938036.0
2000-10-01,0.5999735922069959,10.593456268310547,0.6825288095793618,1940715.0
2000-11-01,0.5740813494330023,10.580426216125488,0.6537761983455194,1943394.0
2000-12-01,0.5758471033717646,10.564648628234863,0.6525396284685065,1946073.0
2001-01-01,0.6086804947974529,10.567728996276855,0.6932183320696504,1948757.0
2001-02-01,0.5804864324986638,10.553804397583008,0.6626248678823031,1951391.0
2001-03-01,0.6026504906539066,10.533517837524414,0.6861230826772781,1954025.0
2001-04-01,0.565148807227013,10.523605346679688,0.6420968155785512,1956659.0
2001-05-01,0.6228908208215923,10.520413398742676,0.7107797001451934,1959293.0
2001-06-01,0.6167961397136591,10.50539493560791,0.7051044191596318,1961927.0
2001-07-01,0.6455554828788722,10.486702919006348,0.7378810942659257,1964561.0
2001-08-01,0.648327695017525,10.470203399658203,0.7414413300246568,1967195.0
2001-09-01,0.5858007852458259,10.453336715698242,0.6666993558989924,1969829.0
2001-10-01,0.5956452668567167,10.448883056640625,0.6774747814602519,1972463.0
2001-11-01,0.5650912334938487,10.446013450622559,0.6425361918187822,1975097.0
2001-12-01,0.5498378571201038,10.443742752075195,0.6222301888114999,1977731.0
2002-01-01,0.5713903030437685,10.450061798095703,0.6495989875169488,1980374.0
2002-02-01,0.5438012222746674,10.44788646697998,0.6194881495866807,1983024.0
2002-03-01,0.582422076836379,10.441823959350586,0.6618770945005027,1985674.0
2002-04-01,0.5637425666038332,10.44039535522461,0.6409447121212246,1988324.0
2002-05-01,0.616895172915367,10.438274383544922,0.7042937808464554,1990974.0
2002-06-01,0.6199806859267344,10.429193496704102,0.7088184427140404,1993624.0
2002-07-01,0.6550618802829672,10.418261528015137,0.7485861000399505,1996274.0
2002-08-01,0.6433720716745609,10.408858299255371,0.7353866886294246,1998924.0
2002-09-01,0.5929602777614018,10.399733543395996,0.6755883690038718,2001574.0
2002-10-01,0.597597187240548,10.395952224731445,0.6801003183845843,2004224.0
2002-11-01,0.5728814439770509,10.393908500671387,0.6526943112994618,2006874.0
2002-12-01,0.5840208303060824,10.390496253967285,0.6641093914816588,2009524.0
2003-01-01,0.5968139514426898,10.389699935913086,0.681580479444278,2012179.0
2003-02-01,0.5588257336620965,10.383431434631348,0.6377841790616413,2014824.0
2003-03-01,0.5916232170110173,10.378342628479004,0.674702055912707,2017469.0
2003-04-01,0.5657036558332846,10.37445068359375,0.643758061088785,2020114.0
2003-05-01,0.6179575149585295,10.373221397399902,0.7058493824470661,2022759.0
2003-06-01,0.6184184118328985,10.367759704589844,0.7076358190756916,2025404.0
2003-07-01,0.653350892902489,10.360462188720703,0.748610272943134,2028049.0
