Time (Year),Consumption (KWh) per household, Avg Tariff (c/KWh) per household,Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1997,6123.247685561663,27.715999603271484,0.0,4.3419001288210595,1851354.0
1953,1321.274237495414,33.29999923706055,0.0,2.8903320654680464,567678.0
2009,6930.0577550907965,21.75778118769328,69.95390701293945,6.419040674028756,2271379.0
1998,6218.5241508560675,26.20800018310547,0.0,4.51142111506791,1882431.0
1954,1460.3922304959854,33.29999923706055,0.0,2.8763083074409233,596106.0
2010,6852.1202936218815,18.752503395080566,55.71806844075521,6.551622780251748,2308205.0
2011,6640.860842997579,14.854200839996338,47.28150780995687,6.670335665769201,2345086.0
2012,6546.463460048318,13.92807149887085,47.333595275878906,6.74646682558602,2382031.0
1988,5143.756921902495,26.219999313354492,0.0,3.5908979032442647,1581904.0
1944,955.3997632119505,35.400001525878906,0.0,2.107799702935389,384333.0
1989,5210.041417493404,25.65199851989746,0.0,3.3405736815458935,1612789.0
1945,940.8115794073279,34.79999923706055,0.0,2.1033051954435944,391552.0
1946,966.1615677054584,33.63999938964844,0.0,2.1517389338336126,405937.0
1947,981.2268796586379,32.47999954223633,0.0,2.240069997509919,421548.0
1948,1069.1561913226913,36.92000198364258,0.0,2.4199550770524243,438962.0
1949,1161.0460608934313,32.65999984741211,0.0,2.6839215031013337,458988.0
1980,4035.9143415075487,24.080001831054688,0.0,3.8309429110331235,1355205.0
1981,4301.280790683331,22.007999420166016,0.0,4.04891261351044,1378535.0
1982,4443.805396950331,23.121498107910156,0.0,3.3231610333529904,1400388.0
1983,4375.488662697194,22.63050079345703,0.0,3.336511976247368,1425363.0
1984,4435.528323984895,25.871997833251953,0.0,3.1937269335827434,1454652.0
1940,721.6432088218157,40.25,0.0,1.4983869595595172,354398.0
1985,4434.753041478039,24.2760009765625,0.0,3.163065951223415,1488835.0
1941,784.6233945381646,39.099998474121094,0.0,1.6569810592604182,366540.0
1986,4522.539148172608,28.35500144958496,0.0,3.1686150437831855,1518758.0
1942,884.2819690155061,34.875,0.0,1.90290333684663,372624.0
1987,4722.676378904762,27.328001022338867,0.0,3.297956102421228,1548587.0
1943,952.2216022244248,33.75,0.0,2.0376285752767083,376266.0
2000,7202.0341250465735,17.03967571258545,41.15696954727173,5.9023818213562596,1946073.0
2001,7186.911506325179,17.24692392349243,40.34970156351725,5.910886203301283,1977731.0
1990,5337.9241275876575,23.83700180053711,0.0,3.441642560888959,1642964.0
1977,3772.6455389994953,14.647499084472656,0.0,3.4023111870500036,1281013.0
1933,526.677216561746,184.10000610351562,0.0,1.1186023613596938,254841.0
1978,3831.844867311035,19.258251190185547,0.0,3.4379437962529407,1305640.0
1934,531.9029939527538,59.03999710083008,0.0,1.1417027620685867,284948.0
1979,3980.3028723081334,17.6564998626709,0.0,3.658692479541402,1330523.0
1935,535.7651838350872,57.400001525878906,0.0,1.174410520508074,297269.0
1936,577.3048114613525,50.0,0.0,1.2719648619894643,306637.0
1937,602.9867276441648,47.5,0.0,1.3452622029260883,318333.0
1938,632.5796934309076,47.5,0.0,1.3631043142992862,329096.0
1939,663.1023504938287,42.54999923706055,0.0,1.3597565246317784,340476.0
1970,3014.0294756862863,30.423749923706055,0.0,2.532282560114077,1077383.0
1971,3108.1937657167923,28.66499900817871,0.0,2.6698323933079733,1109081.0
1972,3140.4529433456482,27.037500381469727,0.0,2.7678673934330185,1141526.0
1973,3259.802461303495,24.779998779296875,0.0,2.8763567534490617,1174009.0
1974,3406.656931850183,21.47249984741211,0.0,3.019584843360584,1197251.0
1930,562.7478172934979,162.1666717529297,0.0,1.1699625119199974,225165.0
1975,3554.752859342382,18.63749885559082,0.0,3.1476087785608695,1223656.0
1931,502.978856233857,176.06666564941406,0.0,1.0311639718131917,229171.0
1976,3638.9307916580774,16.458749771118164,0.0,3.2072151395088206,1253196.0
1932,512.7197470686834,179.7166748046875,0.0,1.0713755369165332,247740.0
