Time (Year),Consumption (KWh) per household, Avg Tariff (c/KWh) per household,Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
2035,4660.251374239355,26.605018138885498,77.78266716003418,0.7660570118689306,3470790.0
2013,6426.332282829865,13.817370335261026,43.12111139297485,6.4615370287831535,2419078.0
2014,6143.0764282443215,12.799022436141968,43.27713918685913,6.226033534079144,2456232.0
2015,6125.315079671942,10.00661031405131,37.908858140309654,6.14769410622807,2459337.0
2016,6105.361015190272,11.29926594098409,39.61332321166992,6.014597397977846,2446215.0
2017,5837.6695321188845,17.13706127802531,92.34325790405273,5.227757017280479,2503163.0
2018,5858.719839807489,27.32297484079997,93.24660555521648,5.174530641282765,2560111.0
2019,5467.494443816287,19.883817831675213,67.2622226079305,4.705473205434751,2617059.0
2020,6075.4408910724305,22.252514441808064,76.14269351959229,4.065194987519742,2674007.0
2021,5944.667032318897,14.073836406071981,43.260209719340004,2.1914331423795255,2727152.0
2022,5320.3441898294805,9.126189470291138,29.885425090789795,0.7710479909837401,2779948.0
2000,7202.0341250465735,16.893907070159912,41.355563481648765,5.902383726192464,1946073.0
2023,5280.783976769908,9.203131516774496,32.58400774002075,0.7985768442718848,2832744.0
2001,7186.911506325179,17.21476395924886,40.40402364730835,5.91087123073536,1977731.0
1999,6865.840507151135,20.128172397613525,35.308366775512695,5.582252213038073,1913969.0
2024,5246.464549450835,9.10277501742045,29.208828767140705,0.5532104500854956,2885540.0
2002,7144.125718843361,15.272667249043783,43.75612719853719,5.913939014805685,2009524.0
2025,5221.0931517000345,9.521868705749512,32.97265911102295,0.5921082661099892,2938336.0
2003,7210.035404753331,19.147610982259113,52.271648248036705,5.979411382990991,2041274.0
2026,5131.753929108796,10.603696584701538,35.434346993764244,0.5883798453947657,2991014.0
2004,7224.830625826128,20.656359990437824,56.5594425201416,6.083213463668556,2073511.0
2027,5081.316614288971,11.70482317606608,38.72296667098999,0.6077107798703892,3043672.0
2005,7098.569259787513,21.33809487024943,56.80388927459717,6.079782981049514,2121897.0
2028,5024.858880147018,12.956242084503174,41.993736584981285,0.6228172081579205,3096330.0
2006,7167.913043584909,21.67712386449178,61.520728747049965,6.203321246367289,2160537.0
2029,4980.01618606393,14.370024760564169,45.9520738919576,0.6435366174039275,3148988.0
2007,7131.008914666183,23.24845250447591,67.5184555053711,6.265259546100053,2197670.0
2008,7080.822773639426,23.081022421518963,64.76013787587483,6.4100983688359525,2234567.0
2009,6930.0577550907965,23.199401537577312,69.39371267954509,6.41853191617745,2271379.0
2030,4908.898639340789,15.805939038594564,49.394546826680504,0.6476974360346717,3201646.0
2031,4849.45450267053,17.646180470784504,54.73371855417887,0.6587399069259159,3255394.0
2032,4791.782659616125,20.197577794392902,63.132338523864746,0.6738462549297616,3309243.0
2010,6852.1202936218815,19.41415039698283,55.75415356953939,6.551559164716464,2308205.0
2033,4740.166299608084,22.727526505788166,69.07629903157552,0.7163607765647984,3363092.0
2011,6640.860842997579,15.43336550394694,47.3681370417277,6.670066709924597,2345086.0
2034,4696.40996411647,24.76250712076823,73.11694685618083,0.738902698820013,3416941.0
2012,6546.463460048318,14.370770136515299,47.17869186401367,6.744684355099272,2382031.0
