Time (Month),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999-01-01,0.5299388125799723,17.3015079498291,0.696188815054182,1885028.0
1999-02-01,0.5452661868483661,25.923625946044922,0.7161763755802781,1887659.0
1999-03-01,0.5246461521777082,26.063899993896484,0.6609631405472456,1890290.0
1999-04-01,0.5118444589076881,21.443456649780273,0.6453838529396672,1892921.0
1999-05-01,0.5390984393991829,19.747350692749023,0.6800717670348589,1895552.0
1999-06-01,0.6122828383775432,18.931772232055664,0.7725309599738297,1898183.0
1999-07-01,0.6390324092730798,18.4953556060791,0.8063077974905464,1900814.0
1999-08-01,0.6323425420750272,18.241134643554688,0.7977924567320752,1903445.0
1999-09-01,0.5873340045202815,18.088481903076172,0.7408918759848538,1906076.0
1999-10-01,0.5912059839462003,17.995046615600586,0.7456975623511386,1908707.0
1999-11-01,0.5714589073204216,17.932876586914062,0.7207797642614542,1911338.0
1999-12-01,0.5813897717256653,17.88570785522461,0.7330795353818719,1913969.0
2000-01-01,0.5672755691838273,17.86271095275879,0.7111364070768772,1916604.0
2000-02-01,0.5903590689856577,17.893043518066406,0.7444357342855973,1919283.0
2000-03-01,0.6090357145458651,17.840087890625,0.7649868644235142,1921962.0
2000-04-01,0.552668069006116,17.843809127807617,0.6912216896023462,1924641.0
2000-05-01,0.6289971307307557,17.89468765258789,0.7934575641778987,1927320.0
2000-06-01,0.6297738366703817,176.02622985839844,0.7955831812951196,1929999.0
2000-07-01,0.6468037484775012,178.80282592773438,0.8171855231364832,1932678.0
2000-08-01,0.6375010527773429,17.75922203063965,0.8044571857861664,1935357.0
2000-09-01,0.5897178896573645,17.727346420288086,0.7403462430844979,1938036.0
2000-10-01,0.5999735922069959,17.738435745239258,0.7544326802176442,1940715.0
2000-11-01,0.5740813494330023,17.737085342407227,0.723015408212105,1943394.0
2000-12-01,0.5758471033717646,17.72484016418457,0.7199648589307615,1946073.0
2001-01-01,0.6086804947974529,17.760610580444336,0.7666553805851669,1948757.0
2001-02-01,0.5804864324986638,195.62535095214844,0.7336389514191104,1951391.0
2001-03-01,0.6026504906539066,17.721824645996094,0.7586904829959267,1954025.0
2001-04-01,0.565148807227013,17.71451187133789,0.7093181965533001,1956659.0
2001-05-01,0.6228908208215923,200.0750274658203,0.7868107824417894,1959293.0
2001-06-01,0.6167961397136591,201.2099609375,0.7812653718341732,1961927.0
2001-07-01,0.6455554828788722,200.77085876464844,0.8175247266548628,1964561.0
2001-08-01,0.648327695017525,200.47186279296875,0.8217934197120537,1967195.0
2001-09-01,0.5858007852458259,17.649322509765625,0.7371734571814232,1969829.0
2001-10-01,0.5956452668567167,17.64672088623047,0.7488664294253955,1972463.0
2001-11-01,0.5650912334938487,17.64813232421875,0.7101684332205949,1975097.0
2001-12-01,0.5498378571201038,17.650733947753906,0.6861938407143998,1977731.0
2002-01-01,0.5713903030437685,17.679330825805664,0.717925862165648,1980374.0
2002-02-01,0.5438012222746674,17.681364059448242,0.6853486295260989,1983024.0
2002-03-01,0.582422076836379,17.670635223388672,0.7314168314249254,1985674.0
2002-04-01,0.5637425666038332,17.673994064331055,0.7084376533011592,1988324.0
2002-05-01,0.616895172915367,208.71142578125,0.7800260189923977,1990974.0
2002-06-01,0.6199806859267344,208.66732788085938,0.7914071779415356,1993624.0
2002-07-01,0.6550618802829672,205.2610321044922,0.8346777780126048,1996274.0
2002-08-01,0.6433720716745609,202.7174530029297,0.8204899776560021,1998924.0
2002-09-01,0.5929602777614018,17.627103805541992,0.7474641392270164,2001574.0
2002-10-01,0.597597187240548,17.619224548339844,0.7520592716452915,2004224.0
2002-11-01,0.5728814439770509,17.61676025390625,0.7221254887552304,2006874.0
2002-12-01,0.5840208303060824,17.609668731689453,0.7340980507282182,2009524.0
2003-01-01,0.5968139514426898,203.7436981201172,0.7584988757706084,2012179.0
2003-02-01,0.5588257336620965,202.35401916503906,0.7083882301456103,2014824.0
2003-03-01,0.5916232170110173,201.7924041748047,0.7476839852410607,2017469.0
2003-04-01,0.5657036558332846,17.586000442504883,0.7118482837938267,2020114.0
2003-05-01,0.6179575149585295,202.93983459472656,0.7859131569885117,2022759.0
2003-06-01,0.6184184118328985,201.4801025390625,0.7920913651672078,2025404.0
