Time (Month),Consumption (MWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1999-01-01,0.5299388125799723,1.7301506996154785,0.696188815054182,1885028.0
1999-02-01,0.5452661868483661,2.592362642288208,0.7161763755802781,1887659.0
1999-03-01,0.5246461521777082,2.6063899993896484,0.6609631405472456,1890290.0
1999-04-01,0.5118444589076881,2.144345760345459,0.6453838529396672,1892921.0
1999-05-01,0.5390984393991829,1.974735140800476,0.6800717670348589,1895552.0
1999-06-01,0.6122828383775432,1.8931772708892822,0.7725309599738297,1898183.0
1999-07-01,0.6390324092730798,1.8495354652404785,0.8063077974905464,1900814.0
1999-08-01,0.6323425420750272,1.8241134881973267,0.7977924567320752,1903445.0
1999-09-01,0.5873340045202815,1.8088481426239014,0.7408918759848538,1906076.0
1999-10-01,0.5912059839462003,1.7995046377182007,0.7456975623511386,1908707.0
1999-11-01,0.5714589073204216,1.7932876348495483,0.7207797642614542,1911338.0
1999-12-01,0.5813897717256653,1.788570761680603,0.7330795353818719,1913969.0
2000-01-01,0.5672755691838273,1.786271095275879,0.7111364070768772,1916604.0
2000-02-01,0.5903590689856577,1.7893043756484985,0.7444357342855973,1919283.0
2000-03-01,0.6090357145458651,1.7840087413787842,0.7649868644235142,1921962.0
2000-04-01,0.552668069006116,1.7843807935714722,0.6912216896023462,1924641.0
2000-05-01,0.6289971307307557,1.7894686460494995,0.7934575641778987,1927320.0
2000-06-01,0.6297738366703817,17.602622985839844,0.7955831812951196,1929999.0
2000-07-01,0.6468037484775012,17.880281448364258,0.8171855231364832,1932678.0
2000-08-01,0.6375010527773429,1.775922179222107,0.8044571857861664,1935357.0
2000-09-01,0.5897178896573645,1.772734522819519,0.7403462430844979,1938036.0
2000-10-01,0.5999735922069959,1.77384352684021,0.7544326802176442,1940715.0
2000-11-01,0.5740813494330023,1.7737085819244385,0.723015408212105,1943394.0
2000-12-01,0.5758471033717646,1.7724840641021729,0.7199648589307615,1946073.0
2001-01-01,0.6086804947974529,1.7760610580444336,0.7666553805851669,1948757.0
2001-02-01,0.5804864324986638,19.562536239624023,0.7336389514191104,1951391.0
2001-03-01,0.6026504906539066,1.7721823453903198,0.7586904829959267,1954025.0
2001-04-01,0.565148807227013,1.7714511156082153,0.7093181965533001,1956659.0
2001-05-01,0.6228908208215923,20.00750160217285,0.7868107824417894,1959293.0
2001-06-01,0.6167961397136591,20.120996475219727,0.7812653718341732,1961927.0
2001-07-01,0.6455554828788722,20.077085494995117,0.8175247266548628,1964561.0
2001-08-01,0.648327695017525,20.04718589782715,0.8217934197120537,1967195.0
2001-09-01,0.5858007852458259,1.76493239402771,0.7371734571814232,1969829.0
2001-10-01,0.5956452668567167,1.7646721601486206,0.7488664294253955,1972463.0
2001-11-01,0.5650912334938487,1.7648131847381592,0.7101684332205949,1975097.0
2001-12-01,0.5498378571201038,1.7650734186172485,0.6861938407143998,1977731.0
2002-01-01,0.5713903030437685,1.7679331302642822,0.717925862165648,1980374.0
2002-02-01,0.5438012222746674,1.7681363821029663,0.6853486295260989,1983024.0
2002-03-01,0.582422076836379,1.7670634984970093,0.7314168314249254,1985674.0
2002-04-01,0.5637425666038332,1.7673994302749634,0.7084376533011592,1988324.0
2002-05-01,0.616895172915367,20.87114143371582,0.7800260189923977,1990974.0
2002-06-01,0.6199806859267344,20.86673355102539,0.7914071779415356,1993624.0
2002-07-01,0.6550618802829672,20.52610206604004,0.8346777780126048,1996274.0
2002-08-01,0.6433720716745609,20.271745681762695,0.8204899776560021,1998924.0
2002-09-01,0.5929602777614018,1.762710452079773,0.7474641392270164,2001574.0
2002-10-01,0.597597187240548,1.7619224786758423,0.7520592716452915,2004224.0
2002-11-01,0.5728814439770509,1.7616760730743408,0.7221254887552304,2006874.0
2002-12-01,0.5840208303060824,1.7609668970108032,0.7340980507282182,2009524.0
2003-01-01,0.5968139514426898,20.37436866760254,0.7584988757706084,2012179.0
2003-02-01,0.5588257336620965,20.235401153564453,0.7083882301456103,2014824.0
2003-03-01,0.5916232170110173,20.179241180419922,0.7476839852410607,2017469.0
2003-04-01,0.5657036558332846,1.758600115776062,0.7118482837938267,2020114.0
2003-05-01,0.6179575149585295,20.293983459472656,0.7859131569885117,2022759.0
2003-06-01,0.6184184118328985,20.14801025390625,0.7920913651672078,2025404.0
2003-07-01,0.653350892902489,19.808801651000977,0.8412825814555187,2028049.0
2003-08-01,0.6442765995270583,19.337989807128906,0.8253510409067573,2030694.0
2003-09-01,0.5992210964330099,19.034547805786133,0.7581438021042375,2033339.0
2003-10-01,0.6084554200818867,19.054594039916992,0.7720786722200632,2035984.0
2003-11-01,0.5638351804080095,19.00493812561035,0.7131129978297981,2038629.0
2003-12-01,0.5915537306603621,1.7540608644485474,0.745202297092191,2041274.0
2004-01-01,0.5707008734682015,1.7538162469863892,0.7198293470694515,2043921.0
2004-02-01,0.5748762222034378,19.202072143554688,0.7335205115919441,2046611.0
2004-03-01,0.6012580021187712,19.025997161865234,0.7625990368527628,2049301.0
