Time (Year),Consumption (KWh) per household, Avg Tariff (c/KWh) per household,GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
2016,17.763282461952127,27.45599937438965,20.416575112825786,2530887.0
2017,17.017753208102217,25.5,18.578381139160395,2568389.0
