ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1999-01-01,998949.4718999999,43.26786422729492,817872.7512412822,1885028.0
1,1999-02-01,1029276.6456000002,45.018558502197266,842897.2132243894,1887659.0
1,1999-03-01,991733.3447999998,44.98030471801758,811805.1171517667,1890290.0
1,1999-04-01,968881.1514000001,45.014404296875,794969.779576881,1892921.0
1,1999-05-01,1021889.1432,44.83094024658203,839567.4704476506,1895552.0
1,1999-06-01,1162224.861,44.63923645019531,955334.2691063602,1898183.0
1,1999-07-01,1214681.751,44.4958610534668,998543.2215354268,1900814.0
1,1999-08-01,1203629.3067,44.39718246459961,989202.4788456637,1903445.0
1,1999-09-01,1119503.2064999999,44.336952209472656,919666.240848388,1906076.0
1,1999-10-01,1128438.9591,44.305301666259766,909491.2105156578,1908707.0
1,1999-11-01,1092251.0715,44.272804260253906,880289.3203019655,1911338.0
1,1999-12-01,1112762.037,44.24778366088867,896054.930467547,1913969.0
1,2000-01-01,1087242.6441,44.2452278137207,891963.532027624,1916604.0
1,2000-02-01,1133066.1129,44.21343994140625,981291.0219244261,1919283.0
1,2000-03-01,1170543.4539,44.08931350708008,1021128.1462214176,1921962.0
1,2000-04-01,1063687.5903,43.99779510498047,927083.7738288686,1924641.0
1,2000-05-01,1212278.7615,46.02939224243164,1048641.3785140978,1927320.0
1,2000-06-01,1215462.8988,46.682674407958984,1046698.4428723817,1929999.0
1,2000-07-01,1250063.3487,47.26630783081055,1076135.920298907,1932678.0
1,2000-08-01,1233792.1469999999,47.8573112487793,1066109.0761147453,1935357.0
1,2000-09-01,1142894.4591,43.72981643676758,996902.5708404244,1938036.0
1,2000-10-01,1164377.7774,43.69962692260742,1015982.9074495791,1940715.0
1,2000-11-01,1115666.244,50.73609161376953,969988.4110107507,1943394.0
1,2000-12-01,1120640.472,43.644248962402344,976652.74878135,1946073.0
1,2001-01-01,1186170.4107,53.0157470703125,1045729.3571122766,1948757.0
1,2001-02-01,1132756.0464,54.12499237060547,987979.4328476825,1951391.0
1,2001-03-01,1177594.071,54.73957443237305,1039771.3012172627,1954025.0
1,2001-04-01,1105803.4409999999,43.57283401489258,978299.1336335349,1956659.0
1,2001-05-01,1220425.6422,57.284488677978516,1066206.687345449,1959293.0
1,2001-06-01,1210108.9401,57.9521598815918,1048151.2946071938,1961927.0
1,2001-07-01,1268233.1508,58.1261100769043,1099205.9371904274,1964561.0
1,2001-08-01,1275387.0459,58.32590866088867,1101152.5540757808,1967195.0
1,2001-09-01,1153927.4124,58.32149887084961,1019153.8692539319,1969829.0
1,2001-10-01,1174888.2081,43.500858306884766,1039579.5361366833,1972463.0
1,2001-11-01,1116109.9593,43.49199295043945,987312.0724289702,1975097.0
1,2001-12-01,1087431.3516,43.48403549194336,960521.9231216655,1977731.0
1,2002-01-01,1131566.4642,43.481658935546875,1016871.1373786817,1980374.0
1,2002-02-01,1078370.8926,64.66877746582031,961403.9376866353,1983024.0
1,2002-03-01,1156500.4179,43.46752166748047,1039054.9749293705,1985674.0
1,2002-04-01,1120902.8457,43.461605072021484,1007220.5339495643,1988324.0
1,2002-05-01,1228222.3116,68.1529769897461,1083790.662202012,1990974.0
1,2002-06-01,1236008.3477999999,68.28495025634766,1083348.7902991972,1993624.0
1,2002-07-01,1307683.0292999998,67.96843719482422,1148658.1876282545,1996274.0
1,2002-08-01,1286051.8881,67.80867004394531,1128491.445220792,1998924.0
1,2002-09-01,1186853.9013,67.59317016601562,1057393.8395739056,2001574.0
1,2002-10-01,1197718.5977999999,68.28752136230469,1072730.108555631,2004224.0
1,2002-11-01,1149700.9296,69.27715301513672,1024420.4335661024,2006874.0
1,2002-12-01,1173603.828,43.42095947265625,1054631.9937856635,2009524.0
1,2003-01-01,1200896.5245,71.12586212158203,1074225.6945287634,2012179.0
1,2003-02-01,1125935.5239,71.20732879638672,1010278.0342645694,2014824.0
1,2003-03-01,1193581.4375999998,71.47357177734375,1074847.8917691659,2017469.0
1,2003-04-01,1142785.8849,71.94776916503906,1039559.350697809,2020114.0
1,2003-05-01,1249979.1771,73.00395202636719,1117206.819629238,2022759.0
1,2003-06-01,1252547.0772,72.99684143066406,1109964.2131146549,2025404.0
1,2003-07-01,1325027.5881,72.46825408935547,1166596.8102952598,2028049.0
1,2003-08-01,1308328.5851999999,71.57826232910156,1159157.1130489665,2030694.0
1,2003-09-01,1218419.6304,71.10514068603516,1095746.6703894334,2033339.0
1,2003-10-01,1238805.5598,71.45957946777344,1110220.0710089488,2035984.0
1,2003-11-01,1149450.6963,71.62313079833984,1034167.9432018592,2038629.0
1,2003-12-01,1207523.2797,71.98519134521484,1094562.9383339726,2041274.0
1,2004-01-01,1166467.5237,72.72073364257812,1075577.8843135324,2043921.0
1,2004-02-01,1176548.0229,73.24510192871094,1069582.5618887374,2046611.0
1,2004-03-01,1232158.647,73.0253677368164,1128318.8642464727,2049301.0
1,2004-04-01,1166096.7651,73.18633270263672,1064800.931631127,2051991.0
1,2004-05-01,1287945.5643,73.20047760009766,1163782.6649490874,2054681.0
1,2004-06-01,1297125.8433,72.68412780761719,1161554.3169123172,2057371.0
1,2004-07-01,1354059.1949999998,71.73832702636719,1208520.414286889,2060061.0
1,2004-08-01,1331983.7343000001,70.68741607666016,1201498.2202538494,2062751.0
1,2004-09-01,1237550.4108,70.19163513183594,1125063.8588187634,2065441.0
1,2004-10-01,1222962.4182,70.05670166015625,1121203.133267109,2068131.0
1,2004-11-01,1201907.9538,70.27548217773438,1099445.9153653118,2070821.0
1,2004-12-01,1199476.8573,70.39871978759766,1108387.0158563957,2073511.0
1,2005-01-01,1227851.2692,70.92377471923828,1135247.986259017,2076203.0
1,2005-02-01,1133798.2311,70.49674987792969,1052265.0458078585,2080357.0
1,2005-03-01,1230053.8941,70.32231903076172,1160537.6484026504,2084511.0
1,2005-04-01,1185413.9769,70.78570556640625,1113483.5701013035,2088665.0
1,2005-05-01,1289958.1337999997,71.0770034790039,1192526.3358196928,2092819.0
1,2005-06-01,1286374.1937,70.74333953857422,1181810.1278061785,2096973.0
1,2005-07-01,1345383.3126,70.17671203613281,1231192.1024144925,2101127.0
1,2005-08-01,1340114.6799000003,69.48432159423828,1234668.824527271,2105281.0
1,2005-09-01,1235434.104,69.075927734375,1144674.8267964236,2109435.0
1,2005-10-01,1214871.4149,68.88330078125,1140326.2581930764,2113589.0
1,2005-11-01,1185994.3131000001,69.13343811035156,1106768.8755315754,2117743.0
1,2005-12-01,1225111.8762,69.1869888305664,1146244.2244602204,2121897.0
1,2006-01-01,1275446.5940999999,69.32505798339844,1198823.0963389953,2126052.0
1,2006-02-01,1155379.818,68.71094512939453,1093947.6714684244,2129187.0
1,2006-03-01,1288020.9303,68.36616516113281,1223900.2168168146,2132322.0
1,2006-04-01,1199395.8051,68.14664459228516,1147645.4265007027,2135457.0
1,2006-05-01,1350767.1795,68.14591217041016,1264624.024074571,2138592.0
1,2006-06-01,1360611.7395000001,67.47291564941406,1260955.30137455,2141727.0
1,2006-07-01,1383685.3949999998,66.51423645019531,1289075.7297409703,2144862.0
1,2006-08-01,1359513.0960000001,65.7701187133789,1274010.4965715634,2147997.0
1,2006-09-01,1247758.233,65.23060607910156,1182585.4532815446,2151132.0
1,2006-10-01,1270248.2084999997,65.0149917602539,1202018.3084506465,2154267.0
1,2006-11-01,1226543.8395,64.7659683227539,1159454.571023498,2157402.0
1,2006-12-01,1245546.9015000002,64.498779296875,1196176.210636982,2160537.0
1,2007-01-01,1292005.5089999998,64.61939239501953,1263378.6162690741,2163680.0
1,2007-02-01,1258204.863,64.48072814941406,1194112.7126201154,2166770.0
1,2007-03-01,1291748.6669999997,63.61110305786133,1253561.521670956,2169860.0
1,2007-04-01,1185815.6685,63.32027816772461,1163851.6767647208,2172950.0
1,2007-05-01,1290005.415,63.28641891479492,1247999.1250133219,2176040.0
1,2007-06-01,1358628.675,62.94045639038086,1289342.5836113787,2179130.0
1,2007-07-01,1431852.537,62.17679977416992,1361808.7274635693,2182220.0
1,2007-08-01,1374290.829,61.50436782836914,1323029.6366030439,2185310.0
1,2007-09-01,1265983.0784999998,61.116310119628906,1232272.0713348957,2188400.0
1,2007-10-01,1289967.9945,60.95404052734375,1259384.9955622456,2191490.0
1,2007-11-01,1249442.4209999999,60.85108947753906,1212024.9323318084,2194580.0
1,2007-12-01,1262321.5559999999,60.634334564208984,1238626.4633057355,2197670.0
1,2008-01-01,1319211.6855,60.625877380371094,1323230.9390546049,2200764.0
1,2008-02-01,1232999.1179999998,60.40664291381836,1234564.9738197785,2203837.0
1,2008-03-01,1317801.4095,60.16359329223633,1317910.1256509179,2206910.0
1,2008-04-01,1240272.1409999998,59.908206939697266,1243824.8376556183,2209983.0
1,2008-05-01,1351864.461,59.706729888916016,1336463.2969946244,2213056.0
1,2008-06-01,1325896.86,59.27610778808594,1316026.5632467046,2216129.0
1,2008-07-01,1443540.3029999998,58.92817687988281,1414989.1372153207,2219202.0
1,2008-08-01,1436456.439,58.3979606628418,1407649.7341250656,2222275.0
1,2008-09-01,1286800.125,57.889705657958984,1294859.2012034531,2225348.0
1,2008-10-01,1300407.5325000002,57.7851448059082,1300472.8585014804,2228421.0
1,2008-11-01,1225032.4814999998,57.59893798828125,1229108.8646168977,2231494.0
1,2008-12-01,1221807.507,57.461891174316406,1252811.9945097682,2234567.0
1,2009-01-01,1324856.0564999997,57.60215759277344,1361336.2461085652,2237642.0
1,2009-02-01,1218449.3939999999,57.280487060546875,1270481.1085836024,2240709.0
1,2009-03-01,1272886.5735,57.15778732299805,1340113.3490962482,2243776.0
1,2009-04-01,1227495.0329999998,57.15425109863281,1290308.8537788833,2246843.0
1,2009-05-01,1334071.338,57.13239288330078,1390287.4158699783,2249910.0
1,2009-06-01,1357571.172,57.008522033691406,1396628.7873741866,2252977.0
1,2009-07-01,1401418.932,56.731449127197266,1440026.5233494479,2256044.0
1,2009-08-01,1351483.497,56.449771881103516,1418871.9096214399,2259111.0
1,2009-09-01,1267240.8135,56.421424865722656,1333867.0802108182,2262178.0
1,2009-10-01,1295439.6765000003,56.42136001586914,1360588.4913622169,2265245.0
1,2009-11-01,1290144.6165000002,56.398094177246094,1348356.7062460072,2268312.0
