Time (Month),Consumption (KWh) per household, Avg Tariff (c/KWh) per household,Wholesale ($/MWh),GHG Emissions (tCO2-e) per household,Number of Domestic Consumers (households)
1926-01-01,52.474120858870904,161.14999389648438,0.0,0.0987762849107307,120574.0
1926-02-01,50.3383457347109,161.14999389648438,0.0,0.09475594775109303,123176.0
1926-03-01,48.82722823769856,161.14999389648438,0.0,0.09191144369022758,125778.0
1926-04-01,45.435190267662406,161.14999389648438,0.0,0.08552633215799739,128380.0
1926-05-01,48.83468974386748,161.14999389648438,0.0,0.09192549094500095,130982.0
1926-06-01,47.67926191338409,161.14999389648438,0.0,0.08975052955148444,133584.0
1926-07-01,47.61908159497856,161.14999389648438,0.0,0.08963725009693142,136186.0
1926-08-01,45.96774917612654,161.14999389648438,0.0,0.08652881376141335,138788.0
1926-09-01,42.33020286309145,161.14999389648438,0.0,0.07968156644039484,141390.0
1926-10-01,43.13425941198122,161.14999389648438,0.0,0.08119510295917026,143992.0
1926-11-01,41.118531320986875,161.14999389648438,0.0,0.07740073968825797,146594.0
1926-12-01,40.00649863476568,161.14999389648438,0.0,0.07530746750057624,149196.0
1927-01-01,52.04328387890486,155.26666259765625,0.0,0.09933604578673322,151798.0
1927-02-01,56.26896348632178,155.26666259765625,0.0,0.10740167852373421,152359.0
1927-03-01,52.72805595348058,155.26666259765625,0.0,0.10064308063202797,152920.0
1927-04-01,49.32249540965169,155.26666259765625,0.0,0.0941428210088567,153481.0
1927-05-01,52.78557349618935,155.26666259765625,0.0,0.10075287370887147,154042.0
1927-06-01,53.67956935465353,155.26666259765625,0.0,0.10245926030135742,154603.0
1927-07-01,54.92975250178843,155.26666259765625,0.0,0.10484550502201263,155164.0
1927-08-01,52.9199234427677,155.26666259765625,0.0,0.10100930571228982,155725.0
1927-09-01,49.52304926444947,155.26666259765625,0.0,0.09452563245536968,156286.0
1927-10-01,50.582338127482515,155.26666259765625,0.0,0.09654750800432123,156847.0
1927-11-01,49.62553399247497,155.26666259765625,0.0,0.09472123524630215,157408.0
1927-12-01,49.55192763789889,155.26666259765625,0.0,0.09458074725083278,157969.0
1928-01-01,56.66682246757895,138.72000122070312,0.0,0.11102882964497354,158539.0
1928-02-01,57.92449945120402,138.72000122070312,0.0,0.11349302276668657,161376.0
1928-03-01,55.14254685606499,138.72000122070312,0.0,0.10804227623905194,164213.0
1928-04-01,52.07006697096678,138.72000122070312,0.0,0.10202228291247505,167050.0
1928-05-01,54.98842383098766,138.72000122070312,0.0,0.10774029513719525,169887.0
1928-06-01,51.77650426040967,138.72000122070312,0.0,0.10320584364732839,172724.0
1928-07-01,54.452766995873226,138.72000122070312,0.0,0.10854041652764872,175561.0
1928-08-01,53.628541852347,138.72000122070312,0.0,0.10689749846319224,178398.0
1928-09-01,47.54903746344525,138.72000122070312,0.0,0.09477925443226728,181235.0
1928-10-01,49.18060044099592,138.72000122070312,0.0,0.09803143066666764,184072.0
1928-11-01,46.464419391588955,138.72000122070312,0.0,0.09261729453502258,186909.0
1928-12-01,44.6831872855686,138.72000122070312,0.0,0.0890667595389722,189746.0
1929-01-01,48.10777122102684,139.54286193847656,0.0,0.09802172020377029,192592.0
1929-02-01,46.99288417098821,139.54286193847656,0.0,0.09575009165243918,193218.0
1929-03-01,46.394769279678506,139.54286193847656,0.0,0.09453141143265986,193844.0
1929-04-01,43.92297112825886,139.54286193847656,0.0,0.0908185985088393,194470.0
1929-05-01,48.01161491490087,139.54286193847656,0.0,0.09927259459381287,195096.0
1929-06-01,47.65395181845935,139.54286193847656,0.0,0.0985330689267395,195722.0
1929-07-01,48.3661592316321,139.54286193847656,0.0,0.10000568709776875,196348.0
1929-08-01,47.429755759326106,139.54286193847656,0.0,0.09806950132919504,196974.0
1929-09-01,44.354401252530366,139.54286193847656,0.0,0.09171066053977533,197600.0
1929-10-01,45.88330325928486,139.54286193847656,0.0,0.09487193850886695,198226.0
1929-11-01,44.3893161591284,139.54286193847656,0.0,0.09178285711846755,198852.0
1929-12-01,43.817473958594434,139.54286193847656,0.0,0.09060046392030574,199478.0
1930-01-01,48.81132246591823,162.1666717529297,0.0,0.10147958319141483,200107.0
1930-02-01,52.37340129116535,162.1666717529297,0.0,0.10888521797816135,202385.0
1930-03-01,48.71007651908259,162.1666717529297,0.0,0.10126909135137381,204663.0
1930-04-01,45.22777721820471,162.1666717529297,0.0,0.094029328909832,206941.0
1930-05-01,48.051324210516256,162.1666717529297,0.0,0.09989953773756073,209219.0
1930-06-01,48.51486331661915,162.1666717529297,0.0,0.10086324987554592,211497.0
1930-07-01,49.29396963805403,162.1666717529297,0.0,0.10248302994546668,213775.0
1930-08-01,47.159516776554824,162.1666717529297,0.0,0.0980454541232648,216053.0
1930-09-01,43.82926432515309,162.1666717529297,0.0,0.09112179657904053,218331.0
1930-10-01,44.46353350979561,162.1666717529297,0.0,0.09244045981056057,220609.0
1930-11-01,43.331063112978775,162.1666717529297,0.0,0.09008603915638637,222887.0
1930-12-01,42.98170490945529,162.1666717529297,0.0,0.08935972326138979,225165.0
1931-01-01,41.86910603544169,176.06666564941406,0.0,0.08583644308588517,227444.0
1931-02-01,43.534166905571595,176.06666564941406,0.0,0.08925000286237998,227601.0
1931-03-01,42.142849400460136,176.06666564941406,0.0,0.08639764423850656,227758.0
1931-04-01,40.45432062117456,176.06666564941406,0.0,0.08293597020760875,227915.0
