ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,2016-01-01,1118721.0,50.0,1316103.364247954,2496611.0
1,2016-02-01,1085481.0,50.0,1287363.8493414747,2499727.0
1,2016-03-01,1158315.0,50.0,1366308.4175234223,2502843.0
1,2016-04-01,1050579.0,50.0,1283231.058310045,2505959.0
1,2016-05-01,1115541.0,50.0,1279245.918248918,2509075.0
1,2016-06-01,1203423.0,50.0,1366209.9447817435,2512191.0
1,2016-07-01,1224051.0,50.0,1352803.9570030766,2515307.0
1,2016-08-01,1219959.0,50.0,1391078.0770290527,2518423.0
1,2016-09-01,1103910.0,50.0,1248226.4350699096,2521539.0
1,2016-10-01,1069776.0,50.0,1170043.594982741,2524655.0
1,2016-11-01,1037169.0,50.0,1195900.5943351088,2527771.0
1,2016-12-01,1007529.0,50.0,1180883.4858648805,2530887.0
1,2017-01-01,1049214.0,50.0,1266444.5305869046,2534003.0
1,2017-02-01,962766.0,50.0,1139955.750704266,2537129.0
1,2017-03-01,1091001.0,50.0,1297993.8680305302,2540255.0
1,2017-04-01,969528.0000000001,50.0,1155088.5056458607,2543381.0
1,2017-05-01,1120173.0,50.0,1240699.8487330964,2546507.0
1,2017-06-01,1182885.0,50.0,1356507.3947518081,2549633.0
1,2017-07-01,1206990.0,100.0,1182964.3145402058,2552759.0
1,2017-08-01,1204860.0,100.0,1269984.6291621234,2555885.0
1,2017-09-01,1075599.0,100.0,1097673.6672541602,2559011.0
1,2017-10-01,1033368.0,60.0,1062923.7285782462,2562137.0
1,2017-11-01,1075680.0,100.0,1081373.6830529273,2565263.0
1,2017-12-01,1053297.0,60.0,1104535.2595470282,2568389.0
1,2018-01-01,1160028.0,100.0,1202445.3785944888,2571515.0
1,2018-02-01,1012182.0,100.0,1067431.5019630655,2574651.0
1,2018-03-01,1045332.0,60.0,1077917.7809078807,2577787.0
1,2018-04-01,1018203.0,60.0,1085046.548473111,2580923.0
1,2018-05-01,1134249.0,100.0,1145935.5088418464,2584059.0
1,2018-06-01,1191246.0,100.0,1224010.9833902293,2587195.0
1,2018-07-01,1211136.0,100.0,1210607.5847788947,2590331.0
1,2018-08-01,1182675.0,100.0,1164795.7054545588,2593467.0
1,2018-09-01,1046841.0,100.0,1023180.0622174111,2596603.0
1,2018-10-01,1007688.0,60.0,1001969.0234791307,2599739.0
1,2018-11-01,964089.0,60.0,949454.5031024152,2602875.0
1,2018-12-01,1036086.0,60.0,1052761.0331054283,2606011.0
