ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,1989-01-01,694786.5786,25.65199851989746,467933.35935307137,1584706.0
1,1989-02-01,725034.7824,25.65199851989746,488305.28946008516,1587259.0
1,1989-03-01,687411.4281,25.65199851989746,462966.20906775794,1589812.0
1,1989-04-01,664478.1159,25.65199851989746,447520.8876441505,1592365.0
1,1989-05-01,717403.9416,25.65199851989746,483165.9775041352,1594918.0
1,1989-06-01,707713.6178999998,25.65199851989746,447219.31265819765,1597471.0
1,1989-07-01,725592.3669,25.65199851989746,458517.32123881596,1600024.0
1,1989-08-01,712750.4655,25.65199851989746,450402.2493359819,1602577.0
1,1989-09-01,666133.1304,25.65199851989746,420943.75915827294,1605130.0
1,1989-10-01,682728.9578999999,25.65199851989746,431431.0171782988,1607683.0
1,1989-11-01,671920.7931,25.65199851989746,424601.10689027235,1610236.0
1,1989-12-01,672744.0305999999,25.65199851989746,425121.32825761667,1612789.0
1,1990-01-01,725335.7792999999,23.83700180053711,473681.9653551309,1615343.0
1,1990-02-01,755586.1707,23.83700180053711,493437.0432928861,1617854.0
1,1990-03-01,717965.2391999998,23.83700180053711,468868.57386058907,1620365.0
1,1990-04-01,695034.5823,23.83700180053711,453893.7087198045,1622876.0
1,1990-05-01,747963.2934,23.83700180053711,488458.9081943948,1625387.0
1,1990-06-01,738276.0824999999,23.83700180053711,482132.6559552592,1627898.0
1,1990-07-01,756158.1684,23.83700180053711,493810.58752225834,1630409.0
1,1990-08-01,743319.8258999998,23.83700180053711,485426.4825589388,1632920.0
1,1990-09-01,696706.2684000001,23.83700180053711,454985.40663393337,1635431.0
1,1990-10-01,713306.0904,23.83700180053711,465825.95322477387,1637942.0
1,1990-11-01,702502.1330999999,23.83700180053711,458770.4075402416,1640453.0
1,1990-12-01,703329.789,23.83700180053711,459310.90986280475,1642964.0
1,1991-01-01,755747.7488999999,30.750999450683594,512178.6891185859,1645480.0
1,1991-02-01,786002.5626,30.750999450683594,532682.7142287466,1647960.0
1,1991-03-01,748386.2420999998,30.750999450683594,507189.66611166886,1650440.0
1,1991-04-01,725460.3837,30.750999450683594,491652.6034933618,1652920.0
1,1991-05-01,778394.0780999999,30.750999450683594,527526.3593165939,1655400.0
1,1991-06-01,768712.0329,30.750999450683594,520964.72916190187,1657880.0
1,1991-07-01,786599.4644999999,30.750999450683594,533087.2413121806,1660360.0
1,1991-08-01,773766.6459,30.750999450683594,524390.2968385634,1662840.0
1,1991-09-01,727158.7878,30.750999450683594,492803.5846297232,1665320.0
1,1991-10-01,743764.482,30.750999450683594,504057.495319288,1667800.0
1,1991-11-01,732966.5676,30.750999450683594,496739.6281464695,1670280.0
