ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),Wholesale ($/MWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,2018-01-01,2457641.089677645,0.0,85.73446655273438,2255.1271524468707,4753.0
1,2018-02-01,4344850.89953201,0.0,46.466270446777344,4058.455494270381,9498.0
1,2018-03-01,6773614.866728093,0.0,31.562732696533203,6507.646859266164,14243.0
1,2018-04-01,8422605.346098628,0.0,36.7844352722168,8051.922387315862,18988.0
1,2018-05-01,1.201102713119594E7,0.0,47.25236511230469,11183.056246241527,23733.0
1,2018-06-01,1.4706971762903584E7,13.69948959350586,71.0594711303711,13175.929891229667,28478.0
1,2018-07-01,1.8370891152352203E7,13.69948959350586,46.97303771972656,16391.937852911444,33223.0
1,2018-08-01,2.044090274352011E7,13.69948959350586,38.531742095947266,18347.531953425114,37968.0
1,2018-09-01,2.0360084975834448E7,13.69948959350586,29.32479476928711,18900.625885245077,42713.0
1,2018-10-01,2.1965636808830082E7,13.69948959350586,23.161664962768555,20430.059082731404,47458.0
1,2018-11-01,2.299828006800376E7,13.69948959350586,23.308610916137695,21006.14777409772,52203.0
1,2018-12-01,2.682976134801811E7,8.946671485900879,48.012847900390625,23666.59724877435,56948.0
1,2019-01-01,2.97666675821328E7,8.946671485900879,80.34017944335938,26362.58809089241,61701.0
1,2019-02-01,2.8360712264819287E7,8.946671485900879,44.01677322387695,25935.946540913137,66446.0
1,2019-03-01,3.1591324951345462E7,8.946671485900879,24.995025634765625,29250.864739264034,71191.0
1,2019-04-01,3.143089453871059E7,8.946671485900879,24.19021987915039,27596.476180619535,75936.0
1,2019-05-01,3.810294860428023E7,8.946671485900879,35.67280197143555,34368.48889577951,80681.0
1,2019-06-01,4.1170068418814234E7,11.626592636108398,50.603477478027344,36867.59342788314,85426.0
1,2019-07-01,4.653223177354249E7,11.626592636108398,46.35789108276367,42200.23011871969,90171.0
1,2019-08-01,4.7690865678292856E7,11.626592636108398,42.140384674072266,43734.97664905835,94916.0
1,2019-09-01,4.433798180778868E7,11.626592636108398,29.579166412353516,41302.10102744814,99661.0
1,2019-10-01,4.5103336617900066E7,11.626592636108398,19.911327362060547,41282.0276824085,104406.0
1,2019-11-01,4.4884260582396105E7,11.626592636108398,21.19908905029297,40371.814260446205,109151.0
1,2019-12-01,5.0087668056419306E7,8.80753231048584,36.21104431152344,43509.75090949939,113896.0
1,2020-01-01,6.3591273857129216E7,8.80753231048584,135.65623474121094,53332.619139236434,118649.0
1,2020-02-01,5.851337952270693E7,8.80753231048584,79.480224609375,49690.28519801924,123394.0
1,2020-03-01,6.317631368662625E7,8.80753231048584,34.5531120300293,52306.671443439365,128139.0
1,2020-04-01,6.111238231935507E7,8.80753231048584,27.658540725708008,44494.21795979935,132884.0
1,2020-05-01,7.222074988920674E7,8.80753231048584,35.304359436035156,51870.5817417887,137629.0
1,2020-06-01,7.624372361946672E7,17.266712188720703,50.6440315246582,54928.01057830313,142374.0
