ConsumerUnit,Time (month),Consumption (MWh),Tariff (c/KWh),GHG Emissions (tCO2-e),Number of Domestic Consumers (households)
1,2002-01-01,1131566.4642,10.000000953674316,932963.6222432365,1980374.0
1,2002-02-01,1078370.8926,10.094894409179688,961468.4302876451,1983024.0
1,2002-03-01,1156500.4179,10.064568519592285,1123426.4998145807,1985674.0
1,2002-04-01,1120902.8457,10.049126625061035,1202235.696578958,1988324.0
1,2002-05-01,1228222.3116,10.034274101257324,1412215.9147112265,1990974.0
1,2002-06-01,1236008.3477999999,10.021845817565918,1466530.4249836719,1993624.0
1,2002-07-01,1307683.0292999998,10.0148286819458,1516867.9354757164,1996274.0
1,2002-08-01,1286051.8881,10.011740684509277,1457906.7788009865,1998924.0
1,2002-09-01,1186853.9013,10.00467300415039,1201287.180513856,2001574.0
1,2002-10-01,1197718.5977999999,10.002964973449707,1145825.0764448394,2004224.0
1,2002-11-01,1149700.9296,10.002266883850098,1000858.2465433801,2006874.0
1,2002-12-01,1173603.828,10.001995086669922,995469.3053883153,2009524.0
1,2003-01-01,1200896.5245,10.001883506774902,970742.9612725797,2012179.0
1,2003-02-01,1125935.5239,10.00178337097168,1005785.6430140351,2014824.0
1,2003-03-01,1193581.4375999998,10.001572608947754,1166307.702874899,2017469.0
1,2003-04-01,1142785.8849,10.001314163208008,1215987.1389928341,2020114.0
1,2003-05-01,1249979.1771,10.001068115234375,1454818.2214601203,2022759.0
1,2003-06-01,1252547.0772,10.000783920288086,1524747.0722697268,2025404.0
1,2003-07-01,1325027.5881,10.000557899475098,1564953.1775243622,2028049.0
1,2003-08-01,1308328.5851999999,10.000415802001953,1489950.2853013931,2030694.0
1,2003-09-01,1218419.6304,10.000334739685059,1274556.9742264375,2033339.0
1,2003-10-01,1238805.5598,10.000301361083984,1261728.7795206741,2035984.0
1,2003-11-01,1149450.6963,10.000277519226074,961643.8505363015,2038629.0
1,2003-12-01,1207523.2797,10.000289916992188,995049.6698795578,2041274.0
1,2004-01-01,1166467.5237,10.000307083129883,960560.2219199993,2043921.0
1,2004-02-01,1176548.0229,10.000321388244629,1064809.68077742,2046611.0
1,2004-03-01,1232158.647,10.00031566619873,1186780.398863905,2049301.0
1,2004-04-01,1166096.7651,10.000303268432617,1281715.5063852628,2051991.0
1,2004-05-01,1287945.5643,10.000272750854492,1530648.0641468265,2054681.0
1,2004-06-01,1297125.8433,10.000231742858887,1593722.9201753,2057371.0
1,2004-07-01,1354059.1949999998,10.000191688537598,1621638.8496829153,2060061.0
1,2004-08-01,1331983.7343000001,10.000163078308105,1511325.0354089288,2062751.0
1,2004-09-01,1237550.4108,10.00014591217041,1359014.281501948,2065441.0
1,2004-10-01,1222962.4182,10.00013542175293,1158992.1812301076,2068131.0
1,2004-11-01,1201907.9538,10.00013542175293,1100556.5054446294,2070821.0
1,2004-12-01,1199476.8573,10.000137329101562,989117.6613091137,2073511.0
1,2005-01-01,1227851.2692,10.000144958496094,1032581.6069731647,2076203.0
1,2005-02-01,1133798.2311,10.00014877319336,1052252.588074514,2080357.0
1,2005-03-01,1230053.8941,10.00014877319336,1174308.5528614053,2084511.0
1,2005-04-01,1185413.9769,10.00014877319336,1251178.9678265946,2088665.0
1,2005-05-01,1289958.1337999997,10.000144004821777,1493714.3834809633,2092819.0
1,2005-06-01,1286374.1937,10.000131607055664,1553191.2790204496,2096973.0
1,2005-07-01,1345383.3126,10.000118255615234,1623905.7442647053,2101127.0
1,2005-08-01,1340114.6799000003,10.000105857849121,1504719.278589547,2105281.0
1,2005-09-01,1235434.104,10.000099182128906,1331683.6046079283,2109435.0
1,2005-10-01,1214871.4149,10.000094413757324,1141489.946321084,2113589.0
1,2005-11-01,1185994.3131000001,10.000096321105957,1047910.4411965847,2117743.0
1,2005-12-01,1225111.8762,10.00009822845459,1023898.2362625451,2121897.0
1,2006-01-01,1275446.5940999999,10.000102043151855,1060669.5800639312,2126052.0
1,2006-02-01,1155379.818,10.000104904174805,1013914.3087863349,2129187.0
1,2006-03-01,1288020.9303,10.000105857849121,1223049.7769611827,2132322.0
1,2006-04-01,1199395.8051,10.000105857849121,1336235.6487795538,2135457.0
1,2006-05-01,1350767.1795,10.000101089477539,1606979.5377439759,2138592.0
1,2006-06-01,1360611.7395000001,37.617652893066406,1660518.809183945,2141727.0
1,2006-07-01,1383685.3949999998,10.00008487701416,1690258.6587652152,2144862.0
1,2006-08-01,1359513.0960000001,10.000077247619629,1534609.5460247549,2147997.0
1,2006-09-01,1247758.233,10.000072479248047,1300169.6566120794,2151132.0
1,2006-10-01,1270248.2084999997,10.00007152557373,1118114.5552483958,2154267.0
1,2006-11-01,1226543.8395,10.000072479248047,1093136.4697878715,2157402.0
1,2006-12-01,1245546.9015000002,10.000073432922363,964640.7867597073,2160537.0
1,2007-01-01,1292005.5089999998,10.000077247619629,1101468.6912556917,2163680.0
1,2007-02-01,1258204.863,10.000079154968262,1148727.8618920895,2166770.0
1,2007-03-01,1291748.6669999997,10.000078201293945,1265384.2731786645,2169860.0
1,2007-04-01,1185815.6685,10.000077247619629,1270231.2944793429,2172950.0
1,2007-05-01,1290005.415,10.000075340270996,1525433.0652114917,2176040.0
1,2007-06-01,1358628.675,44.234642028808594,1645585.970486969,2179130.0
1,2007-07-01,1431852.537,10.000065803527832,1716936.9191439997,2182220.0
1,2007-08-01,1374290.829,10.000061988830566,1545507.9880703401,2185310.0
1,2007-09-01,1265983.0784999998,10.000059127807617,1336788.4116356666,2188400.0
1,2007-10-01,1289967.9945,10.0000581741333,1228244.8325726218,2191490.0
