year,region,lga_code,lga_name,vifsa_district,couple_with_children,couple_without_children,one_parent_family,other_family,group_household,lone_person,all_household_types
2031,48 Regional LGAs,22490,Golden Plains (S),,4453,3522,1003,75,130,2161,11344
2031,48 Regional LGAs,22620,Greater Bendigo (C),,16728,16596,7165,563,2229,17072,60353
2031,31 Metropolitan LGAs,22670,Greater Dandenong (C),,26587,14367,9594,1374,3118,14826,69866
2031,48 Regional LGAs,22750,Greater Geelong (C),,39099,37481,15337,1246,4821,38947,136930
2031,48 Regional LGAs,22830,Greater Shepparton (C),,8599,8561,3498,270,942,9093,30963
2031,48 Regional LGAs,22910,Hepburn (S),,1626,2722,716,32,210,2985,8291
2031,48 Regional LGAs,22980,Hindmarsh (S),,528,792,152,18,54,794,2338
2031,31 Metropolitan LGAs,23110,Hobsons Bay (C),,14345,11364,5080,699,1489,11683,44660
2031,48 Regional LGAs,23190,Horsham (RC),,2178,2721,890,80,214,3065,9147
2031,31 Metropolitan LGAs,23270,Hume (C),,46784,23539,14641,1215,2012,17431,105622
2031,48 Regional LGAs,23350,Indigo (S),,2116,2633,665,27,160,2144,7743
2031,31 Metropolitan LGAs,23430,Kingston (C) (Vic.),,24662,19911,8027,926,2359,20522,76408
2031,31 Metropolitan LGAs,23670,Knox (C),,25121,18890,7675,683,1503,15566,69440
2031,48 Regional LGAs,23810,Latrobe (C) (Vic.),,8511,10245,4438,267,973,12438,36871
2031,48 Regional LGAs,23940,Loddon (S),,760,1140,270,22,114,1232,3538
2031,48 Regional LGAs,24130,Macedon Ranges (S),,8172,7430,2083,121,345,5276,23427
2031,31 Metropolitan LGAs,24210,Manningham (C),,20476,15260,5107,661,1193,10513,53210
2031,48 Regional LGAs,24250,Mansfield (S),,954,1573,360,26,126,1649,4689
2031,31 Metropolitan LGAs,24330,Maribyrnong (C),,15580,13083,5598,1130,4846,15664,55899
2031,31 Metropolitan LGAs,24410,Maroondah (C),,17735,13821,5991,576,1540,13669,53332
2031,31 Metropolitan LGAs,24600,Melbourne (C),,15733,34471,6776,3545,20924,48438,129887
2031,31 Metropolitan LGAs,24650,Melton (C),,40823,21479,12769,1083,2013,15538,93705
2031,48 Regional LGAs,24780,Mildura (RC),,6693,7475,2972,253,811,7984,26188
2031,48 Regional LGAs,24850,Mitchell (S),,11033,7392,3559,197,597,5966,28743
2031,48 Regional LGAs,24900,Moira (S),,3300,4628,1411,72,379,4411,14200
2031,31 Metropolitan LGAs,24970,Monash (C),,32318,21387,8488,1497,5659,17289,86637
2031,31 Metropolitan LGAs,25060,Moonee Valley (C),,20528,15575,6312,1121,3136,17518,64189
2031,48 Regional LGAs,25150,Moorabool (S),,6143,4998,2063,104,357,4420,18085
2031,31 Metropolitan LGAs,25250,Moreland (C),,27529,22226,8526,1644,7730,24878,92534
2031,31 Metropolitan LGAs,25340,Mornington Peninsula (S),,21084,26643,8045,543,1598,23622,81536
2031,48 Regional LGAs,25430,Mount Alexander (S),,2012,3004,921,72,353,3417,9779
2031,48 Regional LGAs,25490,Moyne (S),,2215,2605,651,70,170,2194,7906
2031,48 Regional LGAs,25620,Murrindindi (S),,1613,2671,558,31,181,2574,7628
2031,31 Metropolitan LGAs,25710,Nillumbik (S),,10411,7606,2106,134,294,4562,25114
2031,48 Regional LGAs,25810,Northern Grampians (S),,1002,1591,407,33,156,1857,5047
2031,31 Metropolitan LGAs,25900,Port Phillip (C),,10750,20105,4436,1145,6355,30093,72883
2031,48 Regional LGAs,25990,Pyrenees (S),,755,1147,259,5,92,1232,3489
2031,48 Regional LGAs,26080,Queenscliffe (B),,257,608,92,1,13,514,1485
2031,48 Regional LGAs,26170,South Gippsland (S),,3404,5019,1145,72,304,4722,14667
2031,48 Regional LGAs,26260,Southern Grampians (S),,1624,2262,582,32,139,2564,7203
2031,31 Metropolitan LGAs,26350,Stonnington (C),,13685,17633,4080,1067,6009,23850,66324
2031,48 Regional LGAs,26430,Strathbogie (S),,1090,1888,436,24,129,1985,5553
2031,48 Regional LGAs,26490,Surf Coast (S),,5473,5861,1304,125,534,4221,17518
2031,48 Regional LGAs,26610,Swan Hill (RC),,2297,2714,864,91,335,2820,9120
2031,48 Regional LGAs,26670,Towong (S),,637,1041,165,12,72,1022,2950
2031,48 Regional LGAs,26700,Wangaratta (RC),,3306,4330,1316,129,379,4493,13953
2031,48 Regional LGAs,26730,Warrnambool (C),,4170,4777,1779,143,625,5310,16804
2031,48 Regional LGAs,26810,Wellington (S),,5185,6542,1938,141,530,6909,21244
2031,48 Regional LGAs,26890,West Wimmera (S),,350,489,85,13,21,549,1506
2031,31 Metropolitan LGAs,26980,Whitehorse (C),,28231,19616,7626,1170,4350,18966,79958
2031,31 Metropolitan LGAs,27070,Whittlesea (C),,48558,25992,14739,1247,2600,18886,112023
2031,48 Regional LGAs,27170,Wodonga (C),,6007,6596,2823,186,702,6613,22928
2031,31 Metropolitan LGAs,27260,Wyndham (C),,61952,29766,17936,1345,3257,21197,135452
2031,31 Metropolitan LGAs,27350,Yarra (C),,10307,16371,4629,971,7410,20552,60240
2031,31 Metropolitan LGAs,27450,Yarra Ranges (S),,23053,19921,7588,524,1354,15820,68260
2031,48 Regional LGAs,27630,Yarriambiack (S),,569,848,253,12,70,1005,2757
2031,48 Regional LGAs,29399,Unincorporated Vic,,92,148,35,2,14,143,434
2031,31 Metropolitan LGAs,M,Metropolitan LGAs,,809188,604486,254434,33735,118087,582897,2402826
2031,48 Regional LGAs,R,Regional LGAs,,211339,238109,83197,6110,23782,240674,803211
2031,VIC,VIC,Victoria,,1020527,842595,337631,39845,141870,823570,3206037
2036,48 Regional LGAs,20110,Alpine (S),VIFSA Bright-Harrietville District,877,1286,330,16,146,1258,3914
2036,48 Regional LGAs,20110,Alpine (S),VIFSA Myrtleford District,462,740,193,25,41,788,2249
2036,48 Regional LGAs,20260,Ararat (RC),VIFSA Ararat Rural,368,490,80,4,23,423,1389
2036,48 Regional LGAs,20260,Ararat (RC),VIFSA Ararat Town,810,1091,424,41,129,1350,3845
2036,48 Regional LGAs,20570,Ballarat (C),VIFSA Ballarat Central and East District,6988,8158,3833,324,1662,11517,32482
2036,48 Regional LGAs,20570,Ballarat (C),VIFSA Ballarat Rural,181,268,77,4,14,281,825
2036,48 Regional LGAs,20570,Ballarat (C),VIFSA Buninyong-Mount Helen District,1293,1223,310,19,125,844,3813
2036,48 Regional LGAs,20570,Ballarat (C),VIFSA Delacombe-Miners Rest District,8087,6977,3290,223,923,6993,26493
2036,31 Metropolitan LGAS,20660,Banyule (C),VIFSA Ivanhoe-Rosanna District,11107,8911,3607,568,1344,9442,34981
2036,31 Metropolitan LGAS,20660,Banyule (C),VIFSA Lower Plenty-Watsonia District,8407,6843,2786,293,621,5841,24791
2036,48 Regional LGAs,20740,Bass Coast (S),VIFSA Phillip Island,1223,2579,643,41,161,2641,7288
2036,48 Regional LGAs,20740,Bass Coast (S),VIFSA Wonthaggi District,2812,5065,1504,119,470,5685,15654
2036,48 Regional LGAs,20830,Baw Baw (S),VIFSA Drouin-Warragul District,6738,7549,2694,185,613,6768,24547
2036,48 Regional LGAs,20830,Baw Baw (S),VIFSA Neerim-Trafalgar District,1867,2413,660,34,138,2085,7196
2036,31 Metropolitan LGAS,20910,Bayside (C),VIFSA Brighton District,6283,5548,1505,173,431,4942,18881
2036,31 Metropolitan LGAS,20910,Bayside (C),VIFSA Hampton-Sandringham District,10524,8926,2557,248,728,8307,31290
2036,48 Regional LGAs,21010,Benalla (RC),VIFSA Benalla Rural,470,660,125,2,44,393,1694
2036,48 Regional LGAs,21010,Benalla (RC),VIFSA Benalla Town,918,1700,538,45,153,2111,5465
2036,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Ashburton-Camberwell District,8276,5822,1652,263,800,4814,21627
2036,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Balwyn-Canterbury District,9207,5669,2128,319,588,4819,22730
2036,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Hawthorn District,6324,6147,1490,482,2188,8125,24757
2036,31 Metropolitan LGAS,21110,Boroondara (C),VIFSA Kew District,4985,4000,1361,253,911,3743,15253
2036,31 Metropolitan LGAS,21180,Brimbank (C),VIFSA Cairnlea-Sunshine District,16882,9675,7506,1076,1912,9484,46535
2036,31 Metropolitan LGAS,21180,Brimbank (C),VIFSA Keilor-Sydenham District,14301,10138,5750,554,853,8098,39694
2036,48 Regional LGAs,21270,Buloke (S),VIFSA Buloke Shire,459,803,155,19,75,906,2416
2036,48 Regional LGAs,21370,Campaspe (S),VIFSA Echuca Town,1748,2252,761,51,233,2294,7339
2036,48 Regional LGAs,21370,Campaspe (S),VIFSA Kyabram District,1278,1546,484,35,92,1551,4987
2036,48 Regional LGAs,21370,Campaspe (S),VIFSA Rochester District,1016,1135,291,18,56,866,3382
2036,48 Regional LGAs,21370,Campaspe (S),VIFSA Rushworth District,341,575,177,4,41,630,1768
2036,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Emerald-Garfield District,5660,4456,1366,81,251,2665,14480
2036,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Koo Wee Rup District,1877,1523,516,43,74,1149,5182
2036,31 Metropolitan LGAS,21450,Cardinia (S),VIFSA Officer-Pakenham District,17857,11071,6301,417,1084,9097,45828
2036,31 Metropolitan LGAS,21610,Casey (C),VIFSA Berwick-Narre Warren District,20953,13748,5333,480,909,8567,49989
2036,31 Metropolitan LGAS,21610,Casey (C),VIFSA Cranbourne District,46835,24857,13573,1167,2199,16008,104639
2036,31 Metropolitan LGAS,21610,Casey (C),VIFSA Doveton-Hallam District,7632,5072,2811,254,637,4008,20414
2036,31 Metropolitan LGAS,21610,Casey (C),VIFSA Pearcedale-Tooradin District,1262,1141,347,21,68,770,3608
2036,48 Regional LGAs,21670,Central Goldfields (S),VIFSA Central Goldfields Rural,568,828,263,21,88,862,2630
2036,48 Regional LGAs,21670,Central Goldfields (S),VIFSA Maryborough Town,728,1151,509,16,141,1711,4256
2036,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Apollo Bay-Gellibrand District,315,601,175,3,55,686,1834
2036,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Beeac-Swan Marsh District,609,751,217,22,45,651,2294
2036,48 Regional LGAs,21750,Colac-Otway (S),VIFSA Colac Town,1365,1697,616,72,216,2255,6221
2036,48 Regional LGAs,21830,Corangamite (S),VIFSA Camperdown-Lismore District,842,1231,323,15,84,1492,3986
2036,48 Regional LGAs,21830,Corangamite (S),VIFSA Cobden-Port Campbell District,771,1037,245,27,55,897,3033
2036,31 Metropolitan LGAS,21890,Darebin (C),VIFSA Northcote-Thornbury District,7935,7625,2344,464,3031,9339,30737
2036,31 Metropolitan LGAS,21890,Darebin (C),VIFSA Preston-Reservoir District,16885,13003,6303,1087,3848,15337,56463
2036,48 Regional LGAs,22110,East Gippsland (S),VIFSA Bairnsdale Town,1978,2642,1006,73,213,3009,8921
2036,48 Regional LGAs,22110,East Gippsland (S),VIFSA Lakes District,1692,3977,786,31,307,3542,10335
2036,48 Regional LGAs,22110,East Gippsland (S),VIFSA Omeo District,1028,1221,310,16,96,890,3562
2036,48 Regional LGAs,22110,East Gippsland (S),VIFSA Orbost District,461,1079,265,10,77,1365,3257
2036,31 Metropolitan LGAS,22170,Frankston (C),VIFSA Frankston-Seaford District,10000,9997,5845,501,1528,13317,41188
2036,31 Metropolitan LGAS,22170,Frankston (C),VIFSA Langwarrin-Skye District,9169,7670,3719,295,708,7143,28704
2036,48 Regional LGAs,22250,Gannawarra (S),VIFSA Gannawarra Shire,1048,1508,329,27,105,1635,4651
2036,31 Metropolitan LGAS,22310,Glen Eira (C),VIFSA Bentleigh District,9908,6344,2577,366,844,5562,25600
2036,31 Metropolitan LGAS,22310,Glen Eira (C),VIFSA Carnegie-Caulfield District,15030,12877,3500,658,3455,14381,49900
2036,48 Regional LGAs,22410,Glenelg (S),VIFSA Glenelg Rural,726,1274,279,34,74,1362,3749
2036,48 Regional LGAs,22410,Glenelg (S),VIFSA Portland Town,956,1623,539,34,148,1991,5291
2036,48 Regional LGAs,22490,Golden Plains (S),VIFSA Bannockburn-Meredith District,3385,2564,779,66,104,1519,8417
2036,48 Regional LGAs,22490,Golden Plains (S),VIFSA Linton-Smythesdale District,1479,1323,336,15,40,931,4124
2036,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Ascot-Eaglehawk District,4835,3806,2474,156,646,4086,16003
2036,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Bendigo-Kangaroo Flat District,5385,5937,2698,245,808,7403,22477
2036,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA East Bendigo-Strathfieldsaye District,5060,5284,1846,148,702,4869,17908
2036,48 Regional LGAs,22620,Greater Bendigo (C),VIFSA Greater Bendigo Rural,2870,2917,754,38,199,2145,8923
2036,31 Metropolitan LGAS,22670,Greater Dandenong (C),VIFSA Dandenong District,10687,6095,4164,571,1567,7189,30273
2036,31 Metropolitan LGAS,22670,Greater Dandenong (C),VIFSA Keysborough-Springvale District,17846,9305,6322,914,1791,8890,45069
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Barwon Heads-Portarlington District,9361,10976,3186,188,799,9420,33931
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Bell Park-Corio District,5697,4959,4138,278,834,7374,23279
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong Central District,1418,1985,697,92,486,3037,7714
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong Newtown District,1605,1400,427,47,223,1591,5295
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Geelong West District,2999,2957,1195,145,584,4247,12127
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Grovedale-Highton District,13603,11246,4302,377,1708,10533,41769
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Lara District,3932,3122,1228,84,207,2362,10935
2036,48 Regional LGAs,22750,Greater Geelong (C),VIFSA Leopold-Newcomb District,3916,4398,1940,142,412,4909,15716
2036,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Arcadia-Tallygaroopna District,537,457,97,15,15,318,1439
2036,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Ardmona-Murchison District,1263,1379,392,35,113,1299,4481
2036,48 Regional LGAs,22830,Greater Shepparton (C),VIFSA Shepparton Town,7216,7147,3213,228,867,8121,26793
2036,48 Regional LGAs,22910,Hepburn (S),VIFSA Clunes-Creswick District,759,1129,337,20,55,1168,3467
2036,48 Regional LGAs,22910,Hepburn (S),VIFSA Daylesford-Glenlyon District,910,1670,408,11,154,2040,5194
2036,48 Regional LGAs,22980,Hindmarsh (S),VIFSA Hindmarsh Shire,500,735,146,15,49,757,2203
2036,31 Metropolitan LGAS,23110,Hobsons Bay (C),VIFSA Altona-Seabrook District,9359,7501,3825,498,1026,7610,29819
2036,31 Metropolitan LGAS,23110,Hobsons Bay (C),VIFSA Newport-Williamstown District,5472,4803,1662,264,603,5024,17829
2036,48 Regional LGAs,23190,Horsham (RC),VIFSA Horsham Rural,368,346,80,2,13,352,1162
2036,48 Regional LGAs,23190,Horsham (RC),VIFSA Horsham Town,1839,2416,833,81,210,2845,8223
2036,31 Metropolitan LGAS,23270,Hume (C),VIFSA Broadmeadows District,10787,6300,5199,456,872,6931,30545
2036,31 Metropolitan LGAS,23270,Hume (C),VIFSA Bulla-Craigieburn District,32328,15031,8810,705,939,7908,65721
2036,31 Metropolitan LGAS,23270,Hume (C),VIFSA Sunbury District,7198,5446,2429,200,397,4448,20119
2036,48 Regional LGAs,23350,Indigo (S),VIFSA Beechworth-Chiltern District,1742,2015,523,18,120,1589,6007
2036,48 Regional LGAs,23350,Indigo (S),VIFSA Rutherglen District,448,668,170,8,46,714,2054
2036,31 Metropolitan LGAS,23430,Kingston (C) (Vic.),VIFSA Aspendale-Chelsea District,7967,7714,2740,255,745,7864,27285
2036,31 Metropolitan LGAS,23430,Kingston (C) (Vic.),VIFSA Moorabbin-Mordialloc District,17707,13880,5733,741,1775,14187,54023
2036,31 Metropolitan LGAS,23670,Knox (C),VIFSA Bayswater-Ferntree Gully District,10034,8648,4261,350,927,9168,33389
2036,31 Metropolitan LGAS,23670,Knox (C),VIFSA Rowville District,7157,5320,1441,130,191,2892,17131
2036,31 Metropolitan LGAS,23670,Knox (C),VIFSA Scoresby-Wantirna District,8923,6099,2448,241,473,4601,22786
2036,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Churchill District,1420,1776,595,33,116,1525,5464
2036,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Glengarry North-Tyers District,732,607,195,12,46,492,2084
2036,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Moe Town,1767,2128,1183,55,216,3283,8632
2036,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Morwell Town,1196,1918,1024,57,228,3093,7516
2036,48 Regional LGAs,23810,Latrobe (C) (Vic.),VIFSA Traralgon Town,3571,4294,1608,117,407,4915,14913
2036,48 Regional LGAs,23940,Loddon (S),VIFSA Loddon Shire,786,1107,274,19,111,1231,3528
2036,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Gisborne District,4792,3870,1069,79,117,2625,12553
2036,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Kyneton District,1431,1675,533,30,134,1640,5444
2036,48 Regional LGAs,24130,Macedon Ranges (S),VIFSA Romsey District,2530,2518,678,18,116,1481,7340
2036,31 Metropolitan LGAS,24210,Manningham (C),VIFSA Doncaster-Templestowe District,17109,12903,4531,611,1094,9068,45315
2036,31 Metropolitan LGAS,24210,Manningham (C),VIFSA Donvale-Warrandyte District,4249,3189,831,72,142,1913,10396
2036,48 Regional LGAs,24250,Mansfield (S),VIFSA Mansfield Shire,992,1649,384,27,130,1779,4962
2036,31 Metropolitan LGAS,24330,Maribyrnong (C),VIFSA Maribyrnong City,17364,14589,6516,1216,5251,17839,62776
2036,31 Metropolitan LGAS,24410,Maroondah (C),VIFSA Croydon District,10434,8278,3672,294,782,8214,31675
2036,31 Metropolitan LGAS,24410,Maroondah (C),VIFSA Ringwood District,8129,6629,2726,327,879,6495,25185
2036,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA CBD-East Melbourne District,4163,10984,2120,1447,8031,18284,45028
2036,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA Docklands-Southbank District,5621,13486,2887,897,4498,16158,43548
2036,31 Metropolitan LGAS,24600,Melbourne (C),VIFSA Parkville-West Melbourne District,8377,12372,3861,1258,8559,19036,53463
2036,31 Metropolitan LGAS,24650,Melton (C),VIFSA Caroline Springs-Hillside District,22104,12409,5506,516,686,7219,48441
2036,31 Metropolitan LGAS,24650,Melton (C),VIFSA Melton Central District,6543,4822,3338,235,573,4534,20045
2036,31 Metropolitan LGAS,24650,Melton (C),VIFSA Rockbank District,20077,10157,6587,564,1186,7433,46003
2036,48 Regional LGAs,24780,Mildura (RC),VIFSA Mildura Rural,350,435,90,6,45,477,1404
2036,48 Regional LGAs,24780,Mildura (RC),VIFSA Mildura Town,6624,7294,3043,254,794,8030,26038
2036,48 Regional LGAs,24850,Mitchell (S),VIFSA Kilmore-Wallan District,12588,7663,3865,192,609,5496,30413
2036,48 Regional LGAs,24850,Mitchell (S),VIFSA Seymour District,1213,1449,584,40,117,1655,5059
2036,48 Regional LGAs,24900,Moira (S),VIFSA Cobram-Numurkah District,2044,2666,901,52,228,2846,8737
2036,48 Regional LGAs,24900,Moira (S),VIFSA Katamatite-Yarrawonga District,1406,1998,575,21,156,1758,5913
2036,31 Metropolitan LGAS,24970,Monash (C),VIFSA Clayton-Oakleigh District,9783,6652,2552,650,3435,6583,29655
2036,31 Metropolitan LGAS,24970,Monash (C),VIFSA Glen Waverley-Mulgrave District,15031,9344,3831,516,1072,6146,35939
2036,31 Metropolitan LGAS,24970,Monash (C),VIFSA Mount Waverley District,9936,6894,2826,412,1374,5689,27130
2036,31 Metropolitan LGAS,25060,Moonee Valley (C),VIFSA Airport West-Niddrie District,7439,5470,2623,344,509,4823,21208
2036,31 Metropolitan LGAS,25060,Moonee Valley (C),VIFSA Ascot Vale-Strathmore District,14584,11441,4255,853,2787,14159,48078
2036,48 Regional LGAs,25150,Moorabool (S),VIFSA Bacchus Marsh District,4944,3710,1803,95,266,3376,14194
2036,48 Regional LGAs,25150,Moorabool (S),VIFSA Ballan District,948,1019,272,8,66,965,3279
2036,48 Regional LGAs,25150,Moorabool (S),VIFSA Gordon-Mount Egerton District,865,809,236,10,62,619,2602
2036,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Brunswick District,7784,9260,2672,659,4765,11823,36963
2036,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Coburg-Pascoe Vale District,13387,9616,3934,711,2463,9742,39854
2036,31 Metropolitan LGAS,25250,Moreland (C),VIFSA Fawkner-Glenroy District,8561,5170,2879,402,878,5479,23369
2036,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Flinders-Nepean District,6726,11230,3269,216,694,10519,32654
2036,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Hastings-Somerville District,5997,6793,2535,145,444,6166,22080
2036,31 Metropolitan LGAS,25340,Mornington Peninsula (S),VIFSA Mornington District,9571,10362,2709,207,527,8488,31863
2036,48 Regional LGAs,25430,Mount Alexander (S),VIFSA Castlemaine Town,1138,1586,635,52,220,2170,5801
2036,48 Regional LGAs,25430,Mount Alexander (S),VIFSA Mount Alexander Rural,910,1525,334,22,144,1434,4369
2036,48 Regional LGAs,25490,Moyne (S),VIFSA Macarthur-Port Fairy District,1375,1641,409,42,112,1408,4987
2036,48 Regional LGAs,25490,Moyne (S),VIFSA Mortlake-Woolsthorpe District,942,1046,283,28,66,937,3303
2036,48 Regional LGAs,25620,Murrindindi (S),VIFSA Alexandra District,640,1396,227,9,93,1460,3826
2036,48 Regional LGAs,25620,Murrindindi (S),VIFSA Kinglake-Yea District,1044,1371,383,22,96,1294,4210
2036,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Eltham-Kangaroo Ground District,4867,3758,1025,67,135,2472,12323
2036,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Hurstbridge-St Andrews District,1482,1175,301,14,46,824,3843
2036,31 Metropolitan LGAS,25710,Nillumbik (S),VIFSA Plenty-Wattle Glen District,4300,2966,844,58,111,1613,9891
2036,48 Regional LGAs,25810,Northern Grampians (S),VIFSA St Arnaud District,244,371,111,5,29,488,1249
2036,48 Regional LGAs,25810,Northern Grampians (S),VIFSA Stawell District,720,1153,291,26,119,1351,3661
2036,31 Metropolitan LGAS,25900,Port Phillip (C),VIFSA Albert Park-Port Melbourne District,6875,12399,2697,727,3125,14868,40691
2036,31 Metropolitan LGAS,25900,Port Phillip (C),VIFSA Elwood-St Kilda District,4885,10384,2262,568,4019,18492,40609
